tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;174;106;68;44268
1;806;52;651;44268
2;299;37;201;33714
3;216;31;141;28976
4;213;40;130;25134
5;247;98;110;21855
6;166;32;96;19042
7;148;27;80;16620
8;142;28;74;14531
9;130;27;66;12742
10;131;26;65;11223
11;120;27;57;9939
12;124;26;58;8830
13;113;27;51;7874
14;111;26;49;7060
15;109;25;48;6351
16;106;26;44;5742
17;106;25;44;5226
18;103;25;42;4771
19;108;30;41;4388
20;103;31;34;4051
21;105;34;36;3750
22;126;53;36;3471
23;98;25;38;3223
24;97;22;41;3005
25;95;25;37;2819
26;93;22;38;2660
27;97;25;35;2520
28;96;24;38;2396
29;96;25;35;2290
30;94;22;38;2194
31;94;24;35;2107
32;94;24;35;2031
33;91;26;32;1964
34;93;24;33;1905
35;91;25;32;1852
36;90;21;36;1801
37;101;31;33;1756
38;94;24;33;1712
39;92;23;34;1675
40;90;22;34;1639
41;99;28;34;1605
42;111;48;31;1572
43;88;22;34;1541
44;91;24;33;1512
45;90;25;31;1487
46;88;22;34;1463
47;94;24;33;1440
48;90;26;31;1418
49;90;25;32;1397
50;86;22;32;1377
51;100;33;29;1359
52;95;24;35;1341
53;86;22;31;1323
54;97;37;26;1305
55;88;21;34;1289
56;97;31;32;1275
57;90;25;32;1261
58;88;22;34;1248
59;97;29;33;1237
60;87;21;34;1227
61;96;30;31;1217
62;88;22;34;1207
63;85;21;31;1198
64;87;28;25;1190
65;97;32;24;1183
66;92;31;27;1176
67;91;32;25;1170
68;91;32;24;1164
69;103;33;36;1159
70;91;24;32;1154
71;89;24;32;1149
72;88;25;31;1144
73;85;22;29;1139
74;86;24;30;1134
75;87;21;31;1129
76;86;21;31;1125
77;93;29;31;1121
78;89;22;34;1117
79;94;25;32;1113
80;88;20;36;1109
81;94;30;29;1105
82;87;22;33;1101
83;90;23;32;1097
84;88;22;32;1093
85;90;26;33;1089
86;86;22;31;1085
87;93;26;31;1081
88;87;21;33;1077
89;96;26;33;1073
90;93;26;34;1069
91;85;23;29;1065
92;88;24;29;1061
93;90;23;32;1057
94;88;21;34;1053
95;90;26;31;1049
96;87;23;30;1045
97;100;36;29;1041
98;90;23;33;1037
99;94;29;31;1033
100;87;21;34;1029
101;86;22;30;1025
102;103;40;30;1022
103;93;24;31;1021
104;90;24;32;1020
105;88;25;31;1019
106;90;24;31;1018
107;89;24;31;1017
108;88;23;34;1016
109;94;25;32;1015
110;90;23;34;1014
111;85;22;30;1013
112;89;21;35;1012
113;90;25;31;1011
114;87;23;31;1010
115;88;23;31;1009
116;89;25;31;1008
117;92;24;32;1007
118;88;24;31;1006
119;91;26;30;1005
120;90;23;31;1004
121;86;22;32;1003
122;61;25;2;1002
123;90;25;1;1002
124;91;25;2;1002
125;93;31;1;1002
126;83;25;1;1002
127;93;32;1;1002
128;95;41;1;1002
129;83;24;2;1002
130;86;25;2;1002
131;91;25;1;1002
132;89;32;1;1002
133;86;23;1;1002
134;90;23;1;1002
135;87;23;2;1002
