tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;630;279;349;164687;55;136;42;49;79;3;168
1;3130;238;2884;164679;43;111;45;44;85;2604;104
2;1424;213;1211;112299;46;99;29;32;118;956;76
3;886;205;681;87485;45;95;27;25;39;535;61
4;650;203;447;70139;45;93;25;20;30;328;51
5;508;200;308;57295;45;92;24;16;25;209;42
6;429;201;228;47568;45;92;24;14;21;143;37
7;370;198;172;39992;45;91;24;11;18;100;31
8;369;203;166;34012;45;94;25;9;48;70;28
9;305;197;108;29204;45;90;23;8;14;53;23
10;285;196;88;25321;45;89;23;7;12;41;20
11;271;197;73;22114;45;90;23;6;10;31;18
12;257;197;60;19482;45;90;23;5;9;23;16
13;249;196;52;17298;45;89;23;4;8;18;14
14;241;197;44;15440;45;90;23;4;7;14;13
15;234;195;39;13850;45;88;23;4;7;11;11
16;228;195;33;12473;44;88;23;3;6;9;10
17;257;225;32;11309;47;114;24;3;6;7;10
18;238;210;28;10308;47;98;24;3;5;6;9
19;229;205;24;9462;47;95;23;2;5;4;8
20;227;205;22;8738;47;95;23;2;5;4;7
21;222;202;20;8108;46;93;23;2;4;3;6
22;232;214;18;7560;55;95;23;2;4;2;6
23;218;201;17;7071;46;92;23;2;4;2;5
24;221;206;15;6639;47;95;23;1;3;2;5
25;218;202;15;6255;46;93;23;1;3;1;5
26;235;221;14;5908;46;106;28;1;4;1;4
27;245;233;12;5587;46;104;42;1;3;1;4
28;213;201;12;5304;46;92;23;1;3;1;4
29;214;203;11;5048;46;93;23;1;3;0;3
30;214;204;10;4818;47;93;23;1;3;0;3
31;211;202;9;4609;46;92;23;1;2;0;3
32;213;203;9;4416;46;93;23;1;3;0;3
33;212;203;9;4245;46;92;23;1;2;0;3
34;211;202;9;4086;46;93;23;1;2;0;2
35;211;203;8;3940;47;93;23;1;2;0;2
36;211;203;8;3806;47;92;23;1;2;0;2
37;210;202;8;3680;46;93;23;1;2;0;2
38;224;217;7;3565;46;93;37;1;2;0;2
39;209;202;7;3457;46;92;23;1;2;0;2
40;208;202;6;3363;46;92;23;1;2;0;1
41;208;201;6;3276;46;92;23;1;2;0;1
42;209;202;6;3195;46;92;23;0;2;0;1
43;208;202;6;3123;46;93;23;0;2;0;1
44;209;202;6;3055;47;92;23;0;2;0;1
45;208;202;6;2991;46;93;23;0;2;0;1
46;208;202;6;2935;46;92;23;0;2;0;1
47;208;203;5;2880;46;93;23;0;2;0;1
48;208;203;5;2827;46;93;23;0;2;0;1
49;221;215;6;2777;47;102;26;0;2;0;1
50;238;233;5;2731;46;122;26;0;2;0;1
51;214;209;5;2689;47;98;23;0;2;0;1
52;206;201;5;2651;46;92;23;0;2;0;1
53;205;200;5;2613;46;91;23;0;2;0;1
54;207;202;5;2576;46;92;23;0;1;0;1
55;207;202;5;2541;46;93;23;0;2;0;1
56;207;202;5;2508;47;92;23;0;2;0;0
57;207;202;5;2478;46;93;23;0;1;0;0
58;206;202;4;2450;46;92;23;0;1;0;0
59;206;201;5;2424;46;92;23;0;2;0;0
60;207;203;4;2398;46;93;23;0;2;0;0
61;208;203;4;2374;46;93;23;0;1;0;0
62;222;218;4;2351;46;108;23;0;1;0;0
63;206;201;4;2329;46;92;23;0;2;0;0
64;205;200;4;2307;46;91;23;0;1;0;0
65;206;201;4;2286;46;92;23;0;1;0;0
66;207;202;4;2265;46;93;23;0;1;0;0
67;208;204;4;2246;47;94;23;0;1;0;0
68;205;202;3;2227;46;92;23;0;1;0;0
