tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;825;453;371;164687;59;173;172;52;79;4;185
1;11140;247;10887;164679;46;121;36;56;96;10563;120
2;4357;210;4146;112299;44;99;27;33;48;3964;76
3;3284;212;3071;87485;44;101;28;24;39;2229;759
4;1675;198;1477;70139;43;90;25;19;31;1361;50
5;1155;194;961;57295;43;88;24;16;25;863;42
6;847;194;653;47568;43;88;23;13;20;572;36
7;652;191;461;39992;42;87;22;11;17;390;31
8;528;192;336;34012;43;87;23;9;15;275;26
9;442;192;250;29204;43;87;22;8;13;198;23
10;406;211;194;25321;43;87;42;7;13;147;20
11;339;189;150;22114;42;85;22;6;10;109;18
12;309;188;120;19482;42;85;22;5;9;84;16
13;285;187;98;17298;42;84;21;5;8;66;14
14;269;188;80;15440;42;84;22;4;7;52;12
15;259;188;70;13850;42;84;22;3;6;43;11
16;246;188;58;12473;43;84;21;3;6;34;10
17;252;200;52;11309;45;92;22;3;6;28;10
18;246;203;43;10308;45;94;23;3;5;22;9
19;251;215;36;9462;45;106;22;2;5;18;7
20;229;196;32;8738;44;90;22;2;4;14;7
21;224;196;28;8108;44;89;22;2;4;12;7
22;222;196;26;7560;44;89;22;2;4;10;6
23;219;197;22;7071;44;90;22;2;4;8;5
24;218;199;19;6639;44;91;22;1;3;7;5
25;215;196;18;6255;44;89;22;1;3;6;4
26;214;197;17;5908;44;90;22;1;3;5;4
27;212;197;15;5587;44;89;22;1;3;4;4
28;219;205;14;5304;45;95;24;1;3;3;4
29;247;222;24;5048;44;108;29;1;14;3;3
30;208;195;12;4818;44;89;22;1;3;2;3
31;207;193;14;4609;43;88;22;1;3;2;4
32;206;195;11;4416;44;88;22;1;2;2;3
33;206;196;10;4245;44;89;22;1;2;1;2
34;206;195;10;4086;44;89;22;1;2;1;2
35;206;197;9;3940;44;90;22;1;2;1;2
36;218;210;8;3806;45;101;22;1;2;1;2
37;206;198;8;3680;44;90;22;1;2;1;2
38;203;195;8;3565;44;88;22;1;2;1;2
39;207;199;8;3457;45;91;22;1;2;0;2
40;215;208;7;3363;44;100;22;0;2;0;1
41;203;196;7;3276;44;89;22;0;2;0;1
42;202;196;6;3195;44;89;22;0;2;0;1
43;203;197;6;3123;44;89;22;0;2;0;1
44;203;196;6;3055;44;89;22;0;2;0;1
45;203;197;6;2991;44;89;22;0;2;0;1
46;202;196;6;2935;44;90;22;0;2;0;1
47;202;197;5;2880;44;89;22;0;2;0;1
48;201;196;5;2827;44;89;22;0;2;0;1
49;202;197;5;2777;44;90;22;0;2;0;1
50;202;197;5;2731;44;89;22;0;2;0;1
