tick;time;time_patch;time_drop;drops;
0;180;108;71;44268
1;825;50;655;44268
2;306;59;185;33714
3;215;43;122;28976
4;171;28;97;25134
5;153;26;84;21855
6;150;31;73;19042
7;140;29;68;16620
8;139;32;65;14531
9;115;23;54;12742
10;129;32;57;11223
11;112;27;47;9939
12;112;24;46;8830
13;106;24;42;7874
14;118;33;36;7060
15;137;64;33;6351
16;101;24;38;5742
17;104;27;42;5226
18;99;26;34;4771
19;99;24;39;4388
20;99;26;37;4051
21;105;26;43;3750
22;99;25;38;3471
23;91;22;34;3223
24;98;31;30;3005
25;96;24;36;2819
26;93;23;35;2660
27;93;22;36;2520
28;94;25;34;2396
29;91;23;34;2290
30;93;26;32;2194
31;92;26;32;2107
32;96;29;33;2031
33;99;26;38;1964
34;133;64;29;1905
35;94;22;34;1852
36;96;22;40;1801
37;89;24;33;1756
38;89;21;34;1712
39;98;29;32;1675
40;90;22;35;1639
41;90;26;30;1605
42;92;22;36;1572
43;103;32;36;1541
44;96;29;35;1512
45;99;27;38;1487
46;99;28;34;1463
47;98;30;30;1440
48;100;24;36;1418
49;91;24;30;1397
50;87;23;32;1377
51;97;26;34;1359
52;87;24;31;1341
53;90;24;31;1323
54;88;24;29;1305
55;86;31;22;1289
56;94;33;24;1275
57;140;59;44;1261
58;87;24;31;1248
59;98;29;31;1237
60;94;26;34;1227
61;99;24;41;1217
62;92;25;33;1207
63;101;28;33;1198
64;102;30;28;1190
65;99;25;34;1183
66;87;22;32;1176
67;94;25;32;1170
68;87;22;32;1164
69;92;22;33;1159
70;86;23;31;1154
71;91;22;32;1149
72;98;28;33;1144
73;90;25;29;1139
74;86;23;31;1134
75;100;26;36;1129
76;88;24;33;1125
77;88;23;32;1121
78;85;22;30;1117
79;90;24;30;1113
80;125;56;31;1109
81;91;24;31;1105
82;88;22;32;1101
83;88;23;31;1097
84;95;28;31;1093
85;91;25;30;1089
86;87;22;31;1085
87;98;27;33;1081
88;88;22;33;1077
89;87;22;29;1073
90;85;21;30;1069
91;90;25;31;1065
92;87;25;29;1061
93;85;22;29;1057
94;86;21;31;1053
95;85;22;29;1049
96;85;23;29;1045
97;90;24;31;1041
98;89;25;31;1037
99;87;23;29;1033
100;88;23;29;1029
101;90;22;32;1025
102;88;23;31;1022
103;91;25;27;1021
104;87;28;25;1020
105;88;29;22;1019
106;117;58;24;1018
107;85;21;31;1017
108;95;29;29;1016
109;88;24;29;1015
110;88;24;31;1014
111;86;23;29;1013
112;86;21;30;1012
113;89;24;29;1011
114;89;23;32;1010
115;85;22;29;1009
116;95;23;33;1008
117;86;23;32;1007
118;84;23;29;1006
119;96;24;34;1005
120;89;26;29;1004
121;89;24;31;1003
122;55;22;0;1002
123;82;23;1;1002
124;78;27;1;1002
125;74;24;1;1002
126;80;24;1;1002
127;78;26;1;1002
128;86;33;0;1002
129;105;32;1;1002
130;98;25;1;1002
131;82;23;1;1002
132;82;26;1;1002
133;109;55;1;1002
134;76;27;1;1002
135;83;28;0;1002
136;82;29;0;1002
137;81;26;1;1002
138;85;30;0;1002
139;77;28;0;1002
140;84;26;1;1002
141;81;27;0;1002
142;81;27;1;1002
143;74;22;1;1002
144;84;29;0;1002
145;78;27;1;1002
146;82;23;0;1002
147;83;27;0;1002
148;83;27;1;1002
149;76;24;1;1002
150;83;27;1;1002
151;81;25;0;1002
152;80;27;0;1002
153;88;29;2;1002
154;81;27;1;1002
155;87;30;0;1002
156;79;25;1;1002
157;82;23;0;1002
158;80;23;1;1002
159;83;25;1;1002
160;82;29;1;1002
161;83;30;0;1002
162;83;29;1;1002
163;84;29;0;1002
164;83;30;1;1002
165;115;64;1;1002
166;79;27;1;1002
167;83;28;0;1002
168;83;25;2;1002
169;83;25;0;1002
170;82;26;0;1002
171;74;22;0;1002
172;84;25;0;1002
173;82;27;1;1002
174;83;28;1;1002
175;79;27;1;1002
176;80;24;0;1002
177;79;25;0;1002
178;82;25;1;1002
179;75;24;0;1002
180;86;28;1;1002
181;81;29;1;1002
182;76;25;1;1002
183;85;28;1;1002
184;77;22;1;1002
185;78;24;0;1002
186;82;27;1;1002
187;78;25;1;1002
188;88;31;1;1002
189;79;26;0;1002
190;104;40;1;1002
191;108;33;0;1002
192;87;32;0;1002
193;82;24;1;1002
194;83;29;0;1002
195;80;28;1;1002
196;82;27;1;1002
197;105;53;0;1002
198;82;27;1;1002
199;77;25;0;1002
200;89;31;1;1002
201;77;27;1;1002
202;85;24;1;1002
203;77;23;1;1002
204;90;29;1;1002
205;76;25;0;1002
206;83;28;1;1002
207;87;31;1;1002
208;81;27;0;1002
209;79;27;0;1002
210;83;27;1;1002
211;79;25;0;1002
212;83;25;1;1002
213;77;24;0;1002
214;81;25;0;1002
215;81;28;1;1002
216;78;24;1;1002
217;80;23;1;1002
218;83;26;1;1002
219;80;23;1;1002
220;83;25;1;1002
221;77;23;0;1002
222;81;24;1;1002
223;77;27;0;1002
224;81;23;1;1002
225;78;27;0;1002
226;101;33;1;1002
227;79;27;2;1002
228;81;27;1;1002
229;83;26;0;1002
230;87;31;0;1002
231;84;31;1;1002
232;106;55;1;1002
233;80;27;1;1002
234;82;26;1;1002
235;76;25;1;1002
236;87;28;1;1002
237;82;28;1;1002
238;80;25;1;1002
239;82;23;0;1002
240;79;27;1;1002
241;82;30;1;1002
242;74;26;0;1002
243;91;30;1;1002
244;78;30;1;1002
245;92;31;1;1002
246;82;33;0;1002
247;84;28;1;1002
248;87;34;0;1002
249;77;26;1;1002
250;85;31;0;1002
251;80;26;1;1002
