tick;time;drops
0;322;44268
1;223;44268
2;226;43922
3;184;43605
4;184;43295
5;203;43005
6;171;42724
7;198;42462
8;194;42197
9;178;41949
10;209;41721
11;185;41499
12;191;41294
13;215;41097
14;200;40905
15;213;40718
16;201;40540
17;238;40369
18;209;40210
19;221;40070
20;217;39924
21;213;39782
22;227;39640
23;215;39501
24;236;39366
25;230;39227
26;231;39092
27;243;38954
28;241;38822
29;224;38698
30;237;38576
31;237;38467
32;239;38355
33;238;38239
34;245;38118
35;237;37996
36;246;37870
37;245;37743
38;239;37615
39;239;37488
40;259;37360
41;247;37234
42;245;37112
43;253;36995
44;252;36886
45;240;36779
46;256;36682
47;245;36589
48;248;36500
49;247;36412
50;258;36330
51;246;36257
52;251;36187
53;251;36117
54;254;36061
55;252;36010
56;256;35965
57;257;35926
58;264;35892
59;251;35864
60;263;35843
61;259;35825
62;258;35807
63;261;35793
64;261;35781
65;260;35773
66;256;35766
67;262;35764
68;260;35763
69;264;35763
70;262;35763
71;270;35763
72;259;35763
73;262;35763
74;264;35763
75;266;35763
76;256;35763
77;267;35763
78;265;35763
79;268;35763
80;257;35763
81;272;35763
82;271;35763
83;267;35763
84;270;35763
85;272;35763
86;274;35763
87;264;35763
88;278;35763
89;273;35763
90;273;35763
91;273;35763
92;279;35763
93;276;35763
94;286;35763
95;271;35763
96;276;35763
97;274;35763
98;272;35763
99;271;35763
100;322;35763
101;297;35763
102;303;35763
103;309;35763
104;279;35763
105;284;35763
106;277;35763
107;273;35763
108;268;35763
109;272;35763
110;274;35763
111;272;35763
112;267;35763
113;277;35763
114;273;35763
115;270;35763
116;269;35763
117;276;35763
118;274;35763
119;278;35763
120;269;35763
121;279;35763
122;275;35763
123;277;35763
124;270;35763
125;284;35763
126;273;35763
127;272;35763
128;273;35763
129;285;35763
130;279;35763
131;274;35763
132;278;35763
133;276;35763
134;278;35763
135;278;35763
136;274;35763
137;281;35763
138;272;35763
139;281;35763
140;270;35763
141;282;35763
142;271;35763
143;279;35763
144;275;35763
145;279;35763
146;277;35763
147;270;35763
148;273;35763
149;272;35763
150;274;35763
151;274;35763
152;274;35763
153;283;35763
154;275;35763
155;275;35763
156;269;35763
157;279;35763
158;275;35763
159;276;35763
160;265;35763
161;273;35763
162;274;35763
163;287;35763
164;279;35763
165;327;35763
166;293;35763
167;277;35763
168;268;35763
169;278;35763
170;272;35763
171;281;35763
172;261;35763
173;279;35763
174;277;35763
175;280;35763
176;271;35763
177;279;35763
178;279;35763
179;273;35763
180;271;35763
181;278;35763
182;273;35763
183;277;35763
184;272;35763
185;278;35763
186;276;35763
187;546;35763
188;271;35763
189;275;35763
190;272;35763
191;276;35763
192;270;35763
193;283;35763
194;272;35763
195;280;35763
196;267;35763
197;275;35763
198;269;35763
199;273;35763
200;269;35763
