tick;time;drops
0;335;44268
1;258;44268
2;191;43922
3;196;43605
4;159;43295
5;188;43005
6;184;42724
7;178;42462
8;182;42197
9;177;41949
10;202;41721
11;192;41499
12;189;41294
13;224;41097
14;193;40905
15;206;40718
16;202;40540
17;224;40369
18;213;40210
19;216;40070
20;222;39924
21;212;39782
22;224;39640
23;215;39501
24;224;39366
25;234;39227
26;231;39092
27;246;38954
28;241;38822
29;221;38698
30;242;38576
31;242;38467
32;230;38355
33;239;38239
34;242;38118
35;236;37996
36;246;37870
37;250;37743
38;242;37615
39;247;37488
40;247;37360
41;245;37234
42;243;37112
43;254;36995
44;254;36886
45;253;36779
46;250;36682
47;244;36589
48;249;36500
49;256;36412
50;254;36330
51;249;36257
52;260;36187
53;255;36117
54;259;36061
55;253;36010
56;261;35965
57;425;35926
58;252;35892
59;353;35864
60;289;35843
61;275;35825
62;272;35807
63;277;35793
64;301;35781
65;290;35773
66;265;35766
67;266;35764
68;267;35763
69;258;35763
70;262;35763
71;264;35763
72;266;35763
73;262;35763
74;264;35763
75;266;35763
76;260;35763
77;269;35763
78;271;35763
79;271;35763
80;279;35763
81;268;35763
82;267;35763
83;261;35763
84;269;35763
85;270;35763
86;278;35763
87;265;35763
88;274;35763
89;274;35763
90;271;35763
91;268;35763
92;285;35763
93;270;35763
94;281;35763
95;267;35763
96;278;35763
97;277;35763
98;272;35763
99;279;35763
100;277;35763
101;277;35763
102;277;35763
103;273;35763
104;291;35763
105;276;35763
106;280;35763
107;274;35763
108;282;35763
109;283;35763
110;271;35763
111;265;35763
112;278;35763
113;271;35763
114;284;35763
115;272;35763
116;278;35763
117;276;35763
118;283;35763
119;272;35763
120;288;35763
121;285;35763
122;277;35763
123;274;35763
124;282;35763
125;276;35763
126;280;35763
127;269;35763
128;277;35763
129;279;35763
130;280;35763
131;284;35763
132;283;35763
133;290;35763
134;289;35763
135;292;35763
136;288;35763
137;304;35763
138;290;35763
139;277;35763
140;299;35763
141;294;35763
142;294;35763
143;289;35763
144;287;35763
145;290;35763
146;293;35763
147;290;35763
148;294;35763
149;295;35763
150;293;35763
151;289;35763
152;298;35763
153;291;35763
154;293;35763
155;290;35763
156;295;35763
157;290;35763
158;294;35763
159;291;35763
160;295;35763
161;290;35763
162;292;35763
163;288;35763
164;285;35763
165;292;35763
166;298;35763
167;286;35763
168;298;35763
169;293;35763
170;297;35763
171;295;35763
172;305;35763
173;329;35763
174;292;35763
175;278;35763
176;295;35763
177;292;35763
178;293;35763
179;288;35763
180;302;35763
181;291;35763
182;296;35763
183;286;35763
184;306;35763
185;291;35763
186;279;35763
187;289;35763
188;293;35763
189;294;35763
190;293;35763
191;292;35763
192;294;35763
193;292;35763
194;296;35763
195;290;35763
196;293;35763
197;283;35763
198;294;35763
199;287;35763
200;295;35763
