tick;time;drops
0;0;44268
1;375;44268
2;473;43922
3;459;43605
4;433;43295
5;432;43005
6;447;42724
7;438;42462
8;460;42197
9;489;41949
10;448;41721
11;467;41499
12;470;41294
13;491;41097
14;461;40905
15;442;40718
16;464;40540
17;463;40369
18;450;40210
19;497;40070
20;480;39924
21;485;39782
22;537;39640
23;467;39501
24;527;39366
25;477;39227
26;496;39092
27;525;38954
28;482;38822
29;531;38698
30;493;38576
31;500;38467
32;528;38355
33;501;38239
34;533;38118
35;502;37996
36;541;37870
37;529;37743
38;547;37615
39;500;37488
40;540;37360
41;516;37234
42;511;37112
43;505;36995
44;567;36886
45;570;36779
46;515;36682
47;538;36589
48;496;36500
49;546;36412
50;505;36330
51;540;36257
52;506;36187
53;1287;36117
54;509;36061
55;512;36010
56;522;35965
57;496;35926
58;522;35892
59;498;35864
60;511;35843
61;504;35825
62;528;35807
63;510;35793
64;530;35781
65;542;35773
66;521;35766
67;526;35764
68;511;35763
69;543;35763
70;522;35763
71;536;35763
72;534;35763
73;509;35763
74;525;35763
75;530;35763
76;517;35763
77;545;35763
78;547;35763
79;520;35763
80;558;35763
81;541;35763
82;567;35763
83;519;35763
84;536;35763
85;527;35763
86;544;35763
87;534;35763
88;502;35763
89;541;35763
90;556;35763
91;571;35763
92;552;35763
93;578;35763
94;567;35763
95;511;35763
96;554;35763
97;543;35763
98;575;35763
99;554;35763
100;567;35763
101;550;35763
102;576;35763
103;509;35763
104;547;35763
105;578;35763
106;515;35763
107;535;35763
108;555;35763
109;501;35763
110;542;35763
111;561;35763
112;508;35763
113;554;35763
114;550;35763
115;588;35763
116;539;35763
117;567;35763
118;572;35763
119;585;35763
120;566;35763
121;578;35763
122;525;35763
123;577;35763
124;550;35763
125;563;35763
126;545;35763
127;584;35763
128;567;35763
129;562;35763
130;560;35763
131;542;35763
132;545;35763
133;535;35763
134;568;35763
135;581;35763
136;562;35763
137;559;35763
138;558;35763
139;615;35763
140;597;35763
141;578;35763
142;533;35763
143;556;35763
144;553;35763
145;521;35763
146;549;35763
147;587;35763
148;567;35763
149;519;35763
150;570;35763
151;553;35763
152;536;35763
153;555;35763
154;553;35763
155;548;35763
156;547;35763
157;580;35763
158;567;35763
159;579;35763
160;583;35763
161;574;35763
162;535;35763
163;576;35763
164;592;35763
165;572;35763
166;586;35763
167;563;35763
168;557;35763
169;538;35763
170;556;35763
171;523;35763
172;591;35763
173;552;35763
174;558;35763
175;574;35763
176;532;35763
177;561;35763
178;555;35763
179;576;35763
180;520;35763
181;558;35763
182;576;35763
183;563;35763
184;552;35763
185;530;35763
186;533;35763
187;551;35763
188;555;35763
189;549;35763
190;524;35763
191;592;35763
192;555;35763
193;582;35763
194;518;35763
195;577;35763
196;558;35763
197;561;35763
198;561;35763
199;556;35763
200;568;35763
201;571;35763
202;532;35763
203;549;35763
204;572;35763
205;580;35763
206;565;35763
207;551;35763
208;586;35763
209;572;35763
210;560;35763
211;582;35763
212;581;35763
213;549;35763
214;549;35763
215;580;35763
216;546;35763
217;533;35763
218;569;35763
219;554;35763
220;579;35763
221;557;35763
222;587;35763
223;562;35763
224;626;35763
225;518;35763
226;558;35763
227;572;35763
228;549;35763
229;570;35763
230;557;35763
231;585;35763
232;557;35763
233;588;35763
234;558;35763
235;558;35763
236;551;35763
237;564;35763
238;588;35763
239;560;35763
240;615;35763
241;569;35763
242;558;35763
243;524;35763
244;556;35763
245;572;35763
246;527;35763
247;569;35763
248;586;35763
249;556;35763
250;547;35763
251;578;35763
252;541;35763
253;577;35763
254;577;35763
255;561;35763
256;539;35763
257;568;35763
258;554;35763
259;570;35763
260;562;35763
261;543;35763
262;597;35763
263;558;35763
264;579;35763
265;574;35763
266;604;35763
267;576;35763
268;552;35763
269;593;35763
270;573;35763
271;580;35763
272;582;35763
273;521;35763
274;573;35763
275;555;35763
276;574;35763
277;560;35763
278;572;35763
279;552;35763
280;557;35763
281;585;35763
282;571;35763
283;575;35763
284;572;35763
285;549;35763
286;548;35763
287;564;35763
288;565;35763
289;586;35763
290;564;35763
291;578;35763
292;588;35763
293;568;35763
294;572;35763
295;562;35763
296;557;35763
297;593;35763
298;594;35763
299;506;35763
300;538;35763
