tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;415;93;321;164687;0;12;45;7;8;5;227
1;10888;99;10779;164679;0;11;40;6;7;10611;107
2;4204;89;4114;112299;0;15;33;6;7;3965;88
3;2403;62;2340;87485;0;7;29;4;4;2232;73
4;1517;61;1455;70139;0;7;28;3;3;1364;62
5;1004;61;942;57295;0;7;28;2;2;865;52
6;708;60;648;47568;0;7;27;2;2;576;51
7;507;60;447;39992;0;7;27;1;2;391;39
8;382;58;324;34012;0;7;26;1;1;275;34
9;299;59;240;29204;0;7;26;1;1;198;29
10;244;58;186;25321;0;7;25;1;1;149;26
11;202;58;143;22114;0;7;26;1;1;109;23
12;173;59;114;19482;0;7;26;0;0;84;21
13;830;59;771;17298;0;7;25;0;0;61;703
14;131;58;73;15440;0;7;25;0;0;53;14
15;123;59;63;13850;0;7;26;0;0;42;14
16;112;60;52;12473;0;7;26;0;0;34;12
17;106;61;45;11309;0;7;27;0;0;28;12
18;105;69;36;10308;0;7;31;0;0;21;10
19;95;64;31;9462;0;8;27;0;0;18;9
20;87;60;27;8738;0;7;26;0;0;15;8
21;86;63;23;8108;0;8;27;0;0;11;8
22;83;63;20;7560;0;8;27;0;0;9;7
23;80;61;18;7071;0;7;27;0;0;8;7
24;78;62;15;6639;0;8;27;0;0;7;5
25;76;60;15;6255;0;7;26;0;0;5;6
26;75;61;14;5908;0;7;27;0;0;5;5
27;73;62;11;5587;0;7;27;0;0;4;4
28;74;63;10;5304;0;7;28;0;0;3;4
29;71;60;11;5048;0;7;26;0;0;3;5
30;77;65;11;4818;0;7;28;0;0;4;4
31;71;61;9;4609;0;7;27;0;0;2;4
32;71;62;9;4416;0;7;27;0;0;2;4
33;69;63;6;4245;0;7;27;0;0;1;2
34;69;63;6;4086;0;7;27;0;0;1;2
35;69;63;6;3940;0;7;28;0;0;1;2
36;66;61;5;3806;0;7;26;0;0;1;2
37;69;65;4;3680;0;7;28;0;0;1;2
38;67;62;4;3565;0;7;27;0;0;1;2
39;65;61;4;3457;0;7;26;0;0;0;2
40;71;66;5;3363;0;7;30;0;0;0;2
41;68;62;5;3276;0;7;28;0;0;0;2
42;84;79;5;3195;0;7;44;0;0;0;3
43;67;62;5;3123;0;7;27;0;0;0;2
44;63;59;4;3055;0;7;26;0;0;0;1
45;68;65;3;2991;0;7;30;0;0;0;1
46;62;58;3;2935;0;7;25;0;0;0;1
47;65;62;3;2880;0;7;27;0;0;0;1
48;67;64;3;2827;0;7;27;0;0;0;1
49;65;63;2;2777;0;8;27;0;0;0;1
50;65;62;2;2731;0;7;26;0;0;0;1
