tick;time;drops
0;594;164687
1;793;164679
2;569;112299
3;484;87485
4;424;70139
5;361;57295
6;346;47568
7;312;39992
8;271;34012
9;272;29204
10;239;25321
11;247;22114
12;217;19482
13;221;17298
14;198;15440
15;205;13850
16;201;12473
17;187;11309
18;197;10308
19;185;9462
20;184;8738
21;171;8108
22;165;7560
23;174;7071
24;169;6639
25;164;6255
26;182;5908
27;168;5587
28;170;5304
29;165;5048
30;161;4818
31;165;4609
32;159;4416
33;156;4245
34;167;4086
35;154;3940
36;169;3806
37;162;3680
38;164;3565
39;169;3457
40;160;3363
41;154;3276
42;168;3195
43;157;3123
44;154;3055
45;161;2991
46;157;2935
47;155;2880
48;154;2827
49;167;2777
50;160;2731
51;154;2689
52;155;2651
53;160;2613
54;151;2576
55;155;2541
56;157;2508
57;152;2478
58;158;2450
59;161;2424
60;157;2398
61;155;2374
62;167;2351
63;155;2329
64;165;2307
65;158;2286
66;159;2265
67;160;2246
68;167;2227
69;153;2208
70;153;2190
71;160;2173
72;154;2157
73;153;2141
74;155;2125
75;148;2109
76;152;2093
77;159;2077
78;157;2063
79;151;2049
80;156;2035
81;160;2021
82;158;2008
83;156;1996
84;148;1985
85;153;1974
86;155;1964
87;148;1955
88;148;1946
89;161;1938
90;149;1930
91;150;1923
92;155;1916
93;146;1909
94;154;1902
95;151;1895
96;161;1888
97;150;1882
98;146;1877
99;155;1872
100;152;1868
101;150;1864
102;154;1860
103;154;1856
104;157;1852
105;158;1848
106;160;1844
107;149;1840
108;156;1836
109;152;1833
110;150;1830
111;156;1827
112;149;1824
113;147;1821
114;160;1818
115;150;1815
116;151;1812
117;154;1809
118;154;1807
119;148;1805
120;152;1803
121;154;1801
122;148;1799
123;149;1797
124;155;1796
125;149;1795
126;147;1794
127;155;1793
128;149;1792
129;149;1791
130;149;1790
131;150;1789
132;155;1789
133;161;1789
134;151;1789
135;153;1789
136;157;1789
137;149;1789
138;149;1789
139;143;1789
140;150;1789
141;161;1789
142;151;1789
143;157;1789
144;143;1789
145;152;1789
146;162;1789
147;152;1789
148;168;1789
149;159;1789
150;156;1789
151;167;1789
152;166;1789
153;151;1789
154;152;1789
155;153;1789
156;148;1789
157;150;1789
158;152;1789
159;144;1789
160;155;1789
161;149;1789
162;162;1789
163;148;1789
164;147;1789
165;155;1789
166;147;1789
167;156;1789
168;155;1789
169;150;1789
170;155;1789
171;154;1789
172;147;1789
173;148;1789
174;154;1789
175;150;1789
176;155;1789
177;156;1789
178;147;1789
179;156;1789
180;148;1789
181;165;1789
182;156;1789
183;147;1789
184;157;1789
185;150;1789
186;152;1789
187;152;1789
188;148;1789
189;149;1789
190;155;1789
191;150;1789
192;148;1789
193;156;1789
194;149;1789
195;149;1789
196;149;1789
197;149;1789
198;159;1789
199;152;1789
200;156;1789
