tick;time;drops
0;754;164687
1;1489;164679
2;575;112299
3;478;87485
4;414;70139
5;368;57295
6;317;47568
7;306;39992
8;268;34012
9;240;29204
10;245;25321
11;216;22114
12;222;19482
13;206;17298
14;209;15440
15;189;13850
16;196;12473
17;182;11309
18;191;10308
19;166;9462
20;192;8738
21;162;8108
22;166;7560
23;182;7071
24;161;6639
25;173;6255
26;160;5908
27;154;5587
28;171;5304
29;159;5048
30;173;4818
31;157;4609
32;154;4416
33;170;4245
34;153;4086
35;154;3940
36;168;3806
37;150;3680
38;158;3565
39;149;3457
40;152;3363
41;160;3276
42;148;3195
43;145;3123
44;151;3055
45;149;2991
46;146;2935
47;156;2880
48;150;2827
49;153;2777
50;149;2731
51;146;2689
52;155;2651
53;151;2613
54;150;2576
55;158;2541
56;143;2508
57;144;2478
58;153;2450
59;146;2424
60;141;2398
61;153;2374
62;146;2351
63;148;2329
64;153;2307
65;150;2286
66;150;2265
67;153;2246
68;144;2227
69;156;2208
70;152;2190
71;145;2173
72;154;2157
73;146;2141
74;145;2125
75;146;2109
76;150;2093
77;147;2077
78;149;2063
79;151;2049
80;149;2035
81;144;2021
82;152;2008
83;144;1996
84;145;1985
85;145;1974
86;147;1964
87;149;1955
88;145;1946
89;148;1938
90;147;1930
91;150;1923
92;145;1916
93;144;1909
94;147;1902
95;146;1895
96;140;1888
97;149;1882
98;146;1877
99;146;1872
100;151;1868
101;156;1864
102;149;1860
103;151;1856
104;144;1852
105;142;1848
106;145;1844
107;142;1840
108;145;1836
109;148;1833
110;150;1830
111;145;1827
112;146;1824
113;155;1821
114;141;1818
115;145;1815
116;158;1812
117;160;1809
118;157;1807
119;165;1805
120;145;1803
121;150;1801
122;160;1799
123;147;1797
124;145;1796
125;149;1795
126;146;1794
127;142;1793
128;148;1792
129;144;1791
130;148;1790
131;144;1789
132;156;1789
133;145;1789
134;146;1789
135;146;1789
136;145;1789
137;147;1789
138;148;1789
139;145;1789
140;146;1789
141;151;1789
142;145;1789
143;143;1789
144;144;1789
145;140;1789
146;142;1789
147;144;1789
148;143;1789
149;141;1789
150;144;1789
151;159;1789
152;148;1789
153;146;1789
154;154;1789
155;142;1789
156;137;1789
157;148;1789
158;145;1789
159;154;1789
160;153;1789
161;150;1789
162;159;1789
163;174;1789
164;162;1789
165;152;1789
166;144;1789
167;151;1789
168;143;1789
169;142;1789
170;150;1789
171;151;1789
172;144;1789
173;146;1789
174;143;1789
175;143;1789
176;146;1789
177;144;1789
178;149;1789
179;148;1789
180;146;1789
181;145;1789
182;154;1789
183;146;1789
184;145;1789
185;143;1789
186;147;1789
187;155;1789
188;146;1789
189;147;1789
190;142;1789
191;146;1789
192;146;1789
193;141;1789
194;146;1789
195;151;1789
196;146;1789
197;150;1789
198;146;1789
199;165;1789
200;149;1789
