tick;time;drops
0;794;164687
1;1481;164679
2;599;112299
3;488;87485
4;426;70139
5;369;57295
6;317;47568
7;299;39992
8;281;34012
9;246;29204
10;246;25321
11;217;22114
12;226;19482
13;207;17298
14;211;15440
15;190;13850
16;200;12473
17;180;11309
18;193;10308
19;172;9462
20;186;8738
21;170;8108
22;165;7560
23;176;7071
24;162;6639
25;174;6255
26;160;5908
27;161;5587
28;172;5304
29;162;5048
30;170;4818
31;154;4609
32;160;4416
33;175;4245
34;156;4086
35;147;3940
36;181;3806
37;151;3680
38;170;3565
39;156;3457
40;156;3363
41;163;3276
42;150;3195
43;151;3123
44;162;3055
45;152;2991
46;147;2935
47;162;2880
48;155;2827
49;149;2777
50;155;2731
51;152;2689
52;156;2651
53;153;2613
54;153;2576
55;155;2541
56;153;2508
57;158;2478
58;166;2450
59;149;2424
60;149;2398
61;161;2374
62;154;2351
63;149;2329
64;164;2307
65;152;2286
66;153;2265
67;161;2246
68;150;2227
69;151;2208
70;160;2190
71;149;2173
72;154;2157
73;163;2141
74;143;2125
75;151;2109
76;160;2093
77;145;2077
78;148;2063
79;153;2049
80;150;2035
81;150;2021
82;149;2008
83;150;1996
84;146;1985
85;156;1974
86;150;1964
87;143;1955
88;155;1946
89;148;1938
90;150;1930
91;155;1923
92;156;1916
93;145;1909
94;156;1902
95;142;1895
96;147;1888
97;149;1882
98;147;1877
99;142;1872
100;142;1868
101;153;1864
102;156;1860
103;142;1856
104;148;1852
105;146;1848
106;155;1844
107;148;1840
108;143;1836
109;147;1833
110;152;1830
111;150;1827
112;146;1824
113;146;1821
114;150;1818
115;149;1815
116;155;1812
117;157;1809
118;146;1807
119;154;1805
120;146;1803
121;148;1801
122;155;1799
123;154;1797
124;149;1796
125;145;1795
126;154;1794
127;154;1793
128;148;1792
129;153;1791
130;149;1790
131;150;1789
132;155;1789
133;148;1789
134;142;1789
135;155;1789
136;147;1789
137;151;1789
138;151;1789
139;145;1789
140;156;1789
141;154;1789
142;148;1789
143;147;1789
144;155;1789
145;148;1789
146;149;1789
147;147;1789
148;160;1789
149;158;1789
150;144;1789
151;150;1789
152;152;1789
153;151;1789
154;154;1789
155;144;1789
156;149;1789
157;151;1789
158;158;1789
159;173;1789
160;203;1789
161;186;1789
162;141;1789
163;144;1789
164;153;1789
165;148;1789
166;147;1789
167;154;1789
168;148;1789
169;149;1789
170;148;1789
171;144;1789
172;145;1789
173;149;1789
174;152;1789
175;148;1789
176;155;1789
177;154;1789
178;150;1789
179;147;1789
180;151;1789
181;149;1789
182;150;1789
183;146;1789
184;157;1789
185;150;1789
186;160;1789
187;149;1789
188;146;1789
189;148;1789
190;150;1789
191;154;1789
192;149;1789
193;153;1789
194;155;1789
195;147;1789
196;152;1789
197;146;1789
198;148;1789
199;149;1789
200;155;1789
