tick;time;drops
0;0;44268
1;385;44268
2;1048;33714
3;666;28976
4;474;25134
5;427;21855
6;427;19042
7;407;16620
8;333;14531
9;329;12742
10;309;11223
11;303;9939
12;264;8830
13;277;7874
14;260;7060
15;259;6351
16;261;5742
17;233;5226
18;246;4771
19;232;4388
20;206;4051
21;185;3750
22;204;3471
23;161;3223
24;215;3005
25;178;2819
26;201;2660
27;157;2520
28;203;2396
29;163;2290
30;193;2194
31;195;2107
32;162;2031
33;169;1964
34;164;1905
35;183;1852
36;172;1801
37;195;1756
38;186;1712
39;165;1675
40;173;1639
41;186;1605
42;169;1572
43;174;1541
44;180;1512
45;165;1487
46;180;1463
47;174;1440
48;171;1418
49;160;1397
50;181;1377
51;167;1359
52;166;1341
53;168;1323
54;173;1305
55;159;1289
56;171;1275
57;163;1261
58;170;1248
59;184;1237
60;160;1227
61;170;1217
62;174;1207
63;157;1198
64;174;1190
65;164;1183
66;162;1176
67;164;1170
68;172;1164
69;157;1159
70;170;1154
71;163;1149
72;163;1144
73;168;1139
74;158;1134
75;169;1129
76;171;1125
77;159;1121
78;162;1117
79;169;1113
80;153;1109
81;167;1105
82;156;1101
83;173;1097
84;167;1093
85;160;1089
86;166;1085
87;170;1081
88;155;1077
89;169;1073
90;154;1069
91;166;1065
92;162;1061
93;162;1057
94;163;1053
95;168;1049
96;156;1045
97;176;1041
98;162;1037
99;168;1033
100;165;1029
101;158;1025
102;169;1022
103;152;1021
104;168;1020
105;170;1019
106;159;1018
107;175;1017
108;173;1016
109;153;1015
110;170;1014
111;159;1013
112;170;1012
113;168;1011
114;161;1010
115;166;1009
116;156;1008
117;168;1007
118;166;1006
119;153;1005
120;173;1004
121;153;1003
122;173;1002
123;166;1002
124;162;1002
125;165;1002
126;167;1002
127;152;1002
128;171;1002
129;153;1002
130;169;1002
131;164;1002
132;156;1002
133;163;1002
134;160;1002
135;161;1002
136;172;1002
137;152;1002
138;170;1002
139;155;1002
140;166;1002
141;166;1002
142;156;1002
143;165;1002
144;167;1002
145;157;1002
146;164;1002
147;156;1002
148;168;1002
149;166;1002
150;165;1002
151;162;1002
152;160;1002
153;161;1002
154;174;1002
155;161;1002
156;168;1002
157;176;1002
158;155;1002
159;158;1002
160;163;1002
161;160;1002
162;172;1002
163;153;1002
164;166;1002
165;152;1002
166;170;1002
167;162;1002
168;162;1002
169;166;1002
170;156;1002
171;167;1002
172;166;1002
173;152;1002
174;169;1002
175;167;1002
176;164;1002
177;167;1002
178;158;1002
179;166;1002
180;171;1002
181;150;1002
182;166;1002
183;156;1002
184;167;1002
185;162;1002
186;159;1002
187;165;1002
188;172;1002
189;160;1002
190;165;1002
191;152;1002
192;169;1002
193;171;1002
194;158;1002
195;162;1002
196;160;1002
197;162;1002
198;173;1002
199;155;1002
200;167;1002
201;154;1002
202;164;1002
203;165;1002
204;160;1002
205;169;1002
206;172;1002
207;165;1002
208;173;1002
209;170;1002
210;174;1002
211;167;1002
212;154;1002
213;169;1002
214;160;1002
215;169;1002
216;165;1002
217;160;1002
218;162;1002
219;156;1002
220;176;1002
221;175;1002
222;154;1002
223;170;1002
224;172;1002
225;158;1002
226;175;1002
227;156;1002
228;166;1002
229;163;1002
230;157;1002
231;164;1002
232;161;1002
233;161;1002
234;168;1002
235;157;1002
236;167;1002
237;151;1002
238;171;1002
239;162;1002
240;159;1002
241;168;1002
242;172;1002
243;157;1002
244;165;1002
245;156;1002
246;167;1002
247;163;1002
248;164;1002
249;162;1002
250;163;1002
251;161;1002
252;170;1002
253;155;1002
254;174;1002
255;165;1002
256;169;1002
257;168;1002
258;159;1002
259;165;1002
260;171;1002
261;156;1002
262;169;1002
263;151;1002
264;167;1002
265;163;1002
266;163;1002
267;166;1002
268;161;1002
269;162;1002
270;168;1002
271;155;1002
272;167;1002
273;161;1002
274;164;1002
275;168;1002
276;156;1002
277;163;1002
278;171;1002
279;160;1002
280;169;1002
281;157;1002
282;169;1002
283;164;1002
284;164;1002
285;165;1002
286;157;1002
287;162;1002
288;171;1002
289;150;1002
290;168;1002
291;161;1002
292;168;1002
293;164;1002
294;158;1002
295;166;1002
296;165;1002
297;159;1002
298;164;1002
299;153;1002
300;165;1002
