tick;time;drops
0;0;44268
1;383;44268
2;818;33714
3;518;28976
4;437;25134
5;385;21855
6;382;19042
7;448;16620
8;327;14531
9;305;12742
10;283;11223
11;294;9939
12;256;8830
13;238;7874
14;249;7060
15;259;6351
16;222;5742
17;227;5226
18;207;4771
19;176;4388
20;220;4051
21;200;3750
22;200;3471
23;203;3223
24;174;3005
25;195;2819
26;158;2660
27;220;2520
28;163;2396
29;201;2290
30;159;2194
31;190;2107
32;201;2031
33;191;1964
34;161;1905
35;195;1852
36;181;1801
37;177;1756
38;174;1712
39;180;1675
40;176;1639
41;182;1605
42;168;1572
43;179;1541
44;176;1512
45;162;1487
46;173;1463
47;178;1440
48;169;1418
49;177;1397
50;168;1377
51;167;1359
52;173;1341
53;173;1323
54;156;1305
55;172;1289
56;167;1275
57;162;1261
58;173;1248
59;170;1237
60;157;1227
61;174;1217
62;171;1207
63;160;1198
64;168;1190
65;173;1183
66;157;1176
67;164;1170
68;160;1164
69;165;1159
70;169;1154
71;156;1149
72;169;1144
73;163;1139
74;171;1134
75;167;1129
76;173;1125
77;152;1121
78;171;1117
79;154;1113
80;169;1109
81;167;1105
82;159;1101
83;163;1097
84;168;1093
85;153;1089
86;170;1085
87;153;1081
88;176;1077
89;166;1073
90;161;1069
91;165;1065
92;170;1061
93;153;1057
94;176;1053
95;152;1049
96;174;1045
97;170;1041
98;164;1037
99;166;1033
100;170;1029
101;167;1025
102;166;1022
103;156;1021
104;174;1020
105;168;1019
106;167;1018
107;163;1017
108;161;1016
109;160;1015
110;171;1014
111;153;1013
112;174;1012
113;155;1011
114;167;1010
115;167;1009
116;163;1008
117;166;1007
118;173;1006
119;157;1005
120;170;1004
121;154;1003
122;171;1002
123;181;1002
124;155;1002
125;174;1002
126;152;1002
127;172;1002
128;163;1002
129;160;1002
130;159;1002
131;158;1002
132;164;1002
133;167;1002
134;158;1002
135;170;1002
136;166;1002
137;162;1002
138;166;1002
139;154;1002
140;162;1002
141;167;1002
142;152;1002
143;173;1002
144;153;1002
145;168;1002
146;161;1002
147;159;1002
148;169;1002
149;163;1002
150;161;1002
151;172;1002
152;154;1002
153;172;1002
154;167;1002
155;159;1002
156;160;1002
157;156;1002
158;168;1002
159;172;1002
160;157;1002
161;175;1002
162;154;1002
163;167;1002
164;161;1002
165;156;1002
166;171;1002
167;158;1002
168;169;1002
169;168;1002
170;148;1002
171;173;1002
172;173;1002
173;166;1002
174;168;1002
175;155;1002
176;160;1002
177;169;1002
178;149;1002
179;171;1002
180;155;1002
181;176;1002
182;169;1002
183;155;1002
184;167;1002
185;153;1002
186;168;1002
187;160;1002
188;160;1002
189;165;1002
190;167;1002
191;148;1002
192;171;1002
193;152;1002
194;168;1002
195;163;1002
196;159;1002
197;168;1002
198;160;1002
199;163;1002
200;172;1002
201;160;1002
202;169;1002
203;156;1002
204;175;1002
205;164;1002
206;160;1002
207;162;1002
208;171;1002
209;151;1002
210;170;1002
211;152;1002
212;169;1002
213;164;1002
214;156;1002
215;160;1002
216;160;1002
217;168;1002
218;169;1002
219;149;1002
220;166;1002
221;155;1002
222;170;1002
223;175;1002
224;154;1002
225;165;1002
226;171;1002
227;156;1002
228;174;1002
229;160;1002
230;177;1002
231;172;1002
232;152;1002
233;171;1002
234;161;1002
235;168;1002
236;170;1002
237;161;1002
238;173;1002
239;161;1002
240;156;1002
241;164;1002
242;159;1002
243;164;1002
244;166;1002
245;152;1002
246;173;1002
247;159;1002
248;164;1002
249;166;1002
250;163;1002
251;163;1002
252;155;1002
253;165;1002
254;171;1002
255;159;1002
256;165;1002
257;168;1002
258;155;1002
259;166;1002
260;155;1002
261;161;1002
262;170;1002
263;149;1002
264;177;1002
265;154;1002
266;172;1002
267;166;1002
268;162;1002
269;165;1002
270;160;1002
271;161;1002
272;163;1002
273;157;1002
274;167;1002
275;168;1002
276;157;1002
277;159;1002
278;159;1002
279;161;1002
280;171;1002
281;156;1002
282;166;1002
283;150;1002
284;174;1002
285;170;1002
286;155;1002
287;169;1002
288;169;1002
289;158;1002
290;171;1002
291;157;1002
292;162;1002
293;167;1002
294;153;1002
295;164;1002
296;153;1002
297;176;1002
298;160;1002
299;159;1002
300;165;1002
