tick;time;drops
0;0;44268
1;373;44268
2;886;33714
3;536;28976
4;436;25134
5;384;21855
6;381;19042
7;349;16620
8;281;14531
9;281;12742
10;266;11223
11;236;9939
12;236;8830
13;252;7874
14;242;7060
15;231;6351
16;203;5742
17;210;5226
18;213;4771
19;214;4388
20;197;4051
21;213;3750
22;201;3471
23;177;3223
24;192;3005
25;165;2819
26;193;2660
27;217;2520
28;206;2396
29;199;2290
30;195;2194
31;178;2107
32;188;2031
33;188;1964
34;186;1905
35;173;1852
36;183;1801
37;183;1756
38;178;1712
39;170;1675
40;179;1639
41;177;1605
42;167;1572
43;172;1541
44;181;1512
45;163;1487
46;169;1463
47;179;1440
48;159;1418
49;177;1397
50;170;1377
51;168;1359
52;166;1341
53;177;1323
54;161;1305
55;172;1289
56;162;1275
57;160;1261
58;164;1248
59;172;1237
60;162;1227
61;169;1217
62;166;1207
63;159;1198
64;163;1190
65;173;1183
66;160;1176
67;170;1170
68;166;1164
69;160;1159
70;170;1154
71;164;1149
72;165;1144
73;177;1139
74;157;1134
75;174;1129
76;175;1125
77;160;1121
78;168;1117
79;171;1113
80;165;1109
81;160;1105
82;159;1101
83;164;1097
84;168;1093
85;152;1089
86;172;1085
87;166;1081
88;157;1077
89;166;1073
90;162;1069
91;163;1065
92;169;1061
93;153;1057
94;168;1053
95;163;1049
96;159;1045
97;167;1041
98;151;1037
99;170;1033
100;169;1029
101;162;1025
102;165;1022
103;167;1021
104;163;1020
105;164;1019
106;153;1018
107;175;1017
108;155;1016
109;165;1015
110;166;1014
111;161;1013
112;162;1012
113;167;1011
114;154;1010
115;166;1009
116;150;1008
117;169;1007
118;165;1006
119;163;1005
120;162;1004
121;163;1003
122;169;1002
123;166;1002
124;154;1002
125;169;1002
126;168;1002
127;160;1002
128;163;1002
129;154;1002
130;166;1002
131;173;1002
132;153;1002
133;164;1002
134;154;1002
135;168;1002
136;163;1002
137;161;1002
138;163;1002
139;158;1002
140;171;1002
141;171;1002
142;152;1002
143;169;1002
144;173;1002
145;163;1002
146;164;1002
147;159;1002
148;160;1002
149;168;1002
150;155;1002
151;172;1002
152;154;1002
153;172;1002
154;158;1002
155;159;1002
156;158;1002
157;158;1002
158;164;1002
159;167;1002
160;155;1002
161;176;1002
162;160;1002
163;160;1002
164;157;1002
165;159;1002
166;166;1002
167;167;1002
168;150;1002
169;169;1002
170;153;1002
171;173;1002
172;160;1002
173;159;1002
174;162;1002
175;163;1002
176;164;1002
177;169;1002
178;155;1002
179;164;1002
180;169;1002
181;162;1002
182;158;1002
183;158;1002
184;162;1002
185;169;1002
186;159;1002
187;172;1002
188;152;1002
189;168;1002
190;160;1002
191;157;1002
192;167;1002
193;161;1002
194;162;1002
195;165;1002
196;154;1002
197;165;1002
198;168;1002
199;155;1002
200;165;1002
201;163;1002
202;167;1002
203;164;1002
204;149;1002
205;169;1002
206;162;1002
207;168;1002
208;159;1002
209;160;1002
210;161;1002
211;160;1002
212;164;1002
213;169;1002
214;153;1002
215;167;1002
216;161;1002
217;160;1002
218;166;1002
219;157;1002
220;163;1002
221;177;1002
222;152;1002
223;164;1002
224;163;1002
225;167;1002
226;159;1002
227;159;1002
228;160;1002
229;160;1002
230;165;1002
231;169;1002
232;155;1002
233;162;1002
234;168;1002
235;154;1002
236;175;1002
237;157;1002
238;165;1002
239;159;1002
240;158;1002
241;160;1002
242;164;1002
243;165;1002
244;179;1002
245;153;1002
246;170;1002
247;169;1002
248;169;1002
249;188;1002
250;171;1002
251;180;1002
252;174;1002
253;167;1002
254;164;1002
255;164;1002
256;196;1002
257;171;1002
258;159;1002
259;175;1002
260;162;1002
261;169;1002
262;173;1002
263;159;1002
264;171;1002
265;154;1002
266;174;1002
267;163;1002
268;167;1002
269;174;1002
270;177;1002
271;159;1002
272;178;1002
273;155;1002
274;171;1002
275;168;1002
276;163;1002
277;166;1002
278;166;1002
279;173;1002
280;175;1002
281;159;1002
282;166;1002
283;172;1002
284;162;1002
285;169;1002
286;163;1002
287;173;1002
288;166;1002
289;160;1002
290;169;1002
291;167;1002
292;170;1002
293;163;1002
294;161;1002
295;162;1002
296;163;1002
297;166;1002
298;170;1002
299;157;1002
300;167;1002
