tick;time;time_patch;time_drop;drops
0;0;0.0;0.0;44268
1;394;190.0;203.0;44268
2;573;270.0;302.0;43922
3;558;280.0;277.0;43605
4;526;232.0;294.0;43295
5;579;238.0;341.0;43005
6;549;259.0;290.0;42724
7;491;225.0;266.0;42462
8;531;263.0;268.0;42197
9;521;246.0;275.0;41949
10;500;250.0;250.0;41721
11;527;276.0;250.0;41499
12;568;319.0;249.0;41294
13;506;265.0;241.0;41097
14;514;275.0;239.0;40905
15;526;288.0;238.0;40718
16;582;346.0;236.0;40540
17;527;297.0;230.0;40369
18;534;288.0;246.0;40210
19;865;613.0;252.0;40070
20;877;328.0;549.0;39924
21;611;364.0;247.0;39782
22;613;361.0;252.0;39640
23;568;323.0;245.0;39501
24;796;414.0;382.0;39366
25;532;309.0;223.0;39227
26;561;341.0;220.0;39092
27;688;392.0;296.0;38954
28;748;409.0;339.0;38822
29;606;380.0;226.0;38698
30;589;391.0;198.0;38576
31;613;400.0;213.0;38467
32;600;383.0;217.0;38355
33;595;359.0;236.0;38239
34;713;419.0;294.0;38118
35;761;484.0;277.0;37996
36;721;440.0;281.0;37870
37;737;455.0;282.0;37743
38;595;372.0;223.0;37615
39;594;379.0;215.0;37488
40;601;406.0;195.0;37360
41;609;398.0;211.0;37234
42;563;374.0;189.0;37112
43;619;409.0;210.0;36995
44;600;390.0;210.0;36886
45;572;368.0;204.0;36779
46;598;390.0;208.0;36682
47;590;393.0;197.0;36589
48;607;406.0;201.0;36500
49;602;396.0;206.0;36412
50;559;358.0;201.0;36330
51;612;414.0;198.0;36257
52;590;411.0;179.0;36187
53;590;393.0;197.0;36117
54;621;424.0;197.0;36061
55;601;427.0;174.0;36010
56;620;430.0;190.0;35965
57;627;438.0;189.0;35926
58;605;414.0;191.0;35892
59;597;422.0;175.0;35864
60;578;382.0;196.0;35843
61;600;430.0;170.0;35825
62;609;423.0;186.0;35807
63;609;424.0;185.0;35793
64;568;399.0;169.0;35781
65;602;418.0;184.0;35773
66;602;408.0;194.0;35766
67;579;405.0;174.0;35764
68;584;400.0;184.0;35763
69;621;432.0;189.0;35763
70;580;411.0;169.0;35763
71;623;439.0;184.0;35763
72;603;414.0;189.0;35763
73;595;411.0;184.0;35763
74;644;454.0;190.0;35763
75;621;430.0;191.0;35763
76;583;415.0;168.0;35763
77;636;443.0;193.0;35763
78;613;429.0;184.0;35763
79;605;413.0;192.0;35763
80;599;427.0;172.0;35763
81;632;439.0;193.0;35763
82;647;459.0;188.0;35763
83;620;428.0;192.0;35763
84;587;399.0;188.0;35763
85;621;434.0;187.0;35763
86;602;410.0;192.0;35763
87;578;381.0;197.0;35763
88;593;400.0;193.0;35763
89;603;430.0;173.0;35763
90;682;493.0;189.0;35763
91;614;425.0;188.0;35763
92;615;422.0;193.0;35763
93;591;406.0;185.0;35763
94;641;454.0;187.0;35763
95;617;423.0;194.0;35763
96;593;426.0;167.0;35763
97;652;480.0;172.0;35763
98;649;468.0;180.0;35763
99;621;432.0;189.0;35763
100;607;407.0;200.0;35763
