tick;time;time_patch;time_drop;drops
0;0;0.0;0.0;44268
1;434;196.0;237.0;44268
2;571;272.0;299.0;43922
3;550;250.0;300.0;43605
4;517;220.0;296.0;43295
5;507;238.0;269.0;43005
6;515;247.0;268.0;42724
7;557;273.0;284.0;42462
8;511;245.0;266.0;42197
9;510;255.0;255.0;41949
10;561;305.0;256.0;41721
11;513;264.0;248.0;41499
12;598;348.0;250.0;41294
13;559;315.0;244.0;41097
14;566;317.0;249.0;40905
15;559;322.0;236.0;40718
16;1344;305.0;1038.0;40540
17;569;339.0;230.0;40369
18;535;311.0;224.0;40210
19;569;343.0;226.0;40070
20;570;340.0;230.0;39924
21;594;369.0;225.0;39782
22;557;337.0;220.0;39640
23;591;366.0;225.0;39501
24;551;330.0;221.0;39366
25;528;309.0;219.0;39227
26;568;351.0;216.0;39092
27;592;381.0;211.0;38954
28;591;375.0;216.0;38822
29;579;375.0;204.0;38698
30;561;341.0;220.0;38576
31;572;368.0;204.0;38467
32;604;371.0;232.0;38355
33;557;347.0;210.0;38239
34;605;390.0;215.0;38118
35;551;346.0;205.0;37996
36;614;409.0;205.0;37870
37;597;384.0;213.0;37743
38;588;368.0;220.0;37615
39;599;391.0;208.0;37488
40;603;411.0;192.0;37360
41;597;392.0;205.0;37234
42;669;428.0;241.0;37112
43;626;386.0;240.0;36995
44;652;416.0;236.0;36886
45;597;402.0;195.0;36779
46;629;433.0;196.0;36682
47;613;414.0;199.0;36589
48;590;386.0;204.0;36500
49;562;363.0;198.0;36412
50;608;408.0;200.0;36330
51;577;397.0;180.0;36257
52;635;444.0;191.0;36187
53;612;422.0;190.0;36117
54;643;454.0;189.0;36061
55;596;411.0;185.0;36010
56;604;419.0;185.0;35965
57;640;452.0;188.0;35926
58;571;398.0;172.0;35892
59;603;422.0;181.0;35864
60;597;409.0;188.0;35843
61;576;406.0;170.0;35825
62;633;449.0;184.0;35807
63;598;418.0;180.0;35793
64;672;484.0;188.0;35781
65;568;385.0;183.0;35773
66;649;471.0;178.0;35766
67;609;427.0;182.0;35764
68;581;409.0;172.0;35763
69;600;417.0;183.0;35763
70;593;413.0;180.0;35763
71;595;426.0;168.0;35763
72;615;432.0;183.0;35763
73;633;449.0;184.0;35763
74;637;454.0;183.0;35763
75;638;469.0;169.0;35763
76;653;485.0;168.0;35763
77;631;463.0;168.0;35763
78;636;450.0;186.0;35763
79;639;459.0;180.0;35763
80;629;448.0;181.0;35763
81;663;480.0;183.0;35763
82;585;417.0;168.0;35763
83;740;532.0;208.0;35763
84;623;440.0;183.0;35763
85;672;491.0;181.0;35763
86;646;460.0;186.0;35763
87;640;456.0;184.0;35763
88;611;428.0;183.0;35763
89;594;414.0;180.0;35763
90;718;499.0;219.0;35763
91;686;496.0;190.0;35763
92;612;428.0;184.0;35763
93;568;394.0;174.0;35763
94;690;469.0;221.0;35763
95;594;403.0;191.0;35763
96;609;440.0;169.0;35763
97;657;480.0;177.0;35763
98;674;503.0;171.0;35763
99;644;474.0;170.0;35763
100;628;442.0;186.0;35763
101;638;453.0;185.0;35763
102;681;486.0;195.0;35763
103;677;497.0;180.0;35763
104;656;471.0;185.0;35763
105;655;473.0;182.0;35763
106;642;457.0;185.0;35763
107;641;456.0;185.0;35763
108;627;460.0;167.0;35763
109;619;436.0;183.0;35763
110;637;454.0;183.0;35763
111;620;436.0;184.0;35763
112;631;442.0;189.0;35763
113;622;455.0;167.0;35763
114;654;485.0;169.0;35763
115;658;475.0;183.0;35763
116;630;445.0;185.0;35763
117;649;466.0;183.0;35763
118;652;468.0;184.0;35763
119;640;459.0;181.0;35763
120;654;474.0;180.0;35763
121;613;424.0;189.0;35763
122;656;474.0;182.0;35763
123;671;486.0;185.0;35763
124;606;437.0;169.0;35763
125;692;518.0;174.0;35763
126;620;432.0;188.0;35763
127;640;457.0;183.0;35763
128;668;477.0;191.0;35763
129;628;441.0;187.0;35763
130;659;473.0;186.0;35763
