tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;238;123;114;44268;17;52;34;12;14;0;68
1;409;52;205;44268;10;19;10;12;24;112;35
2;254;46;154;43922;10;17;8;11;12;92;24
3;257;50;157;43605;10;20;8;11;11;89;22
4;290;106;133;43295;9;78;7;10;12;78;21
5;244;58;136;43005;18;16;11;10;11;82;20
6;236;52;135;42724;10;20;9;12;12;76;21
7;242;51;139;42462;10;19;8;11;12;82;21
8;225;44;129;42197;10;15;7;10;10;79;18
9;219;44;125;41949;10;15;7;11;10;72;19
10;216;45;122;41721;10;15;7;10;9;74;17
11;213;44;120;41499;10;15;7;10;9;71;17
12;212;44;119;41294;9;15;7;10;10;70;18
13;242;52;138;41097;10;20;10;10;12;58;46
14;208;43;117;40905;10;14;7;10;10;70;16
15;207;44;115;40718;9;15;8;10;9;66;16
16;206;45;112;40540;10;15;8;10;9;67;15
17;202;45;108;40369;10;15;8;10;9;60;16
18;197;41;107;40210;9;14;7;10;9;60;15
19;201;45;107;40070;9;15;8;10;8;62;15
20;197;44;105;39924;10;15;8;11;9;58;15
21;201;42;110;39782;9;14;8;11;9;64;15
22;198;46;102;39640;10;15;8;10;8;58;14
23;220;43;128;39501;9;14;7;10;31;61;15
24;195;44;103;39366;10;14;8;11;8;58;14
25;193;41;104;39227;9;13;7;10;8;60;14
26;196;41;104;39092;9;13;7;10;8;61;14
27;194;45;101;38954;10;15;8;11;8;55;14
28;192;42;103;38822;9;13;7;11;8;59;14
29;190;39;104;38698;8;12;7;11;9;57;15
30;193;44;100;38576;10;15;8;10;8;57;14
31;194;45;100;38467;10;15;8;10;8;57;14
32;192;44;101;38355;10;15;8;10;8;58;13
33;198;45;105;38239;10;15;8;10;11;58;14
34;188;51;88;38118;10;19;11;10;12;38;15
35;192;52;90;37996;10;20;11;10;13;40;16
36;204;75;79;37870;11;20;32;10;9;36;13
37;183;45;90;37743;10;14;8;10;8;48;14
38;182;45;89;37615;10;15;8;11;8;45;14
39;182;45;90;37488;10;15;8;10;8;48;13
40;180;44;89;37360;10;14;8;10;8;46;13
41;177;41;89;37234;9;13;8;10;7;46;13
42;179;46;84;37112;10;15;8;10;8;42;13
43;185;46;89;36995;10;15;9;10;8;47;13
44;178;45;86;36886;10;14;8;10;7;45;13
45;176;45;84;36779;10;15;8;9;8;43;13
46;173;42;84;36682;9;13;8;10;7;43;13
47;180;45;85;36589;10;15;8;10;7;44;13
48;178;45;85;36500;10;15;8;10;8;42;13
49;196;46;101;36412;10;16;9;10;9;37;13
50;177;42;87;36330;9;13;8;10;9;42;14
51;187;47;91;36257;10;16;9;10;8;50;13
52;183;48;90;36187;10;16;10;10;8;46;14
53;182;45;90;36117;10;15;9;11;9;43;15
54;171;47;77;36061;10;15;8;10;8;36;13
55;172;46;77;36010;10;15;9;9;7;39;12
56;169;41;79;35965;9;13;8;9;7;39;13
57;174;44;80;35926;10;14;8;10;7;38;13
58;169;45;77;35892;10;14;8;9;7;38;12
59;152;42;60;35864;9;13;8;9;7;22;12
60;160;45;61;35843;10;15;8;9;8;20;13
61;158;45;62;35825;10;15;8;9;8;22;13
62;152;44;57;35807;10;14;8;8;7;19;12
63;163;52;56;35793;10;19;11;9;10;7;19
64;177;50;75;35781;10;18;10;10;31;9;13
65;159;43;66;35773;10;14;8;9;8;25;13
66;159;44;64;35766;10;14;8;10;8;20;14
67;158;45;63;35764;10;14;8;9;8;21;14
68;131;44;35;35763;10;14;8;8;6;0;12
69;146;43;35;35763;9;13;8;7;6;0;12
70;149;45;37;35763;10;14;8;8;7;0;12
71;149;43;38;35763;10;14;8;9;7;0;13
72;144;43;37;35763;9;14;8;8;7;0;12
73;150;41;39;35763;9;13;8;9;7;0;13
74;141;42;38;35763;9;13;8;8;7;0;12
75;154;44;42;35763;10;14;8;9;8;0;14
76;138;43;35;35763;9;13;8;8;6;0;12
77;146;39;35;35763;8;12;7;8;6;0;12
78;148;43;36;35763;9;14;8;8;7;0;12
79;171;43;60;35763;9;14;8;9;8;0;33
80;140;41;40;35763;9;13;8;9;9;0;13
81;151;42;38;35763;9;14;8;8;7;0;13
82;143;41;35;35763;9;13;8;7;6;0;12
83;153;41;39;35763;9;13;8;8;7;0;13
84;148;44;37;35763;9;14;8;8;7;0;13
