tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;224;99;124;44268;16;40;21;12;15;0;77
1;494;63;267;44268;11;28;11;15;29;152;45
2;287;55;155;43922;11;24;8;11;14;91;25
3;236;43;143;43605;9;17;7;10;10;87;23
4;279;96;133;43295;10;17;59;9;11;80;21
5;226;43;133;43005;9;17;7;10;10;79;22
6;222;43;128;42724;9;16;7;10;10;76;21
7;234;47;137;42462;10;19;8;10;10;85;20
8;218;43;126;42197;9;17;7;11;10;73;20
9;216;43;122;41949;9;16;7;11;10;70;19
10;212;44;119;41721;9;16;7;10;10;69;19
11;207;43;115;41499;10;17;7;9;9;67;18
12;215;41;123;41294;9;15;7;10;14;66;21
13;241;52;137;41097;10;21;11;10;39;57;19
14;203;42;114;40905;10;16;7;10;10;65;17
15;203;44;110;40718;10;16;7;10;9;64;17
16;201;44;108;40540;10;16;8;10;9;61;16
17;200;43;109;40369;9;16;7;10;9;62;17
18;198;43;106;40210;10;16;7;10;9;60;16
19;195;45;102;40070;10;17;8;10;9;56;16
20;195;43;103;39924;10;16;7;10;9;57;15
21;193;40;105;39782;9;14;7;10;8;59;15
22;196;43;104;39640;10;16;8;10;9;58;16
23;218;41;128;39501;9;15;7;11;10;57;15
24;193;44;101;39366;10;16;8;10;8;56;15
25;196;48;102;39227;10;18;8;10;9;57;15
26;218;52;115;39092;10;19;9;10;9;69;16
27;229;58;123;38954;10;25;8;11;12;73;17
28;200;60;91;38822;20;20;9;10;9;46;15
29;182;44;90;38698;10;16;8;10;8;45;15
30;180;44;88;38576;10;16;8;10;8;44;15
31;179;44;87;38467;9;16;8;9;8;46;14
32;181;43;90;38355;9;15;8;9;8;49;13
33;187;44;95;38239;10;16;8;9;13;48;15
34;184;47;87;38118;9;19;10;10;11;37;18
35;189;51;86;37996;10;21;10;9;13;38;15
36;207;65;92;37870;9;16;30;9;9;49;13
37;175;40;87;37743;9;14;7;10;8;46;13
38;181;44;87;37615;9;16;8;10;8;45;13
39;173;40;86;37488;9;14;7;10;8;45;13
40;179;44;84;37360;10;16;8;9;7;45;13
41;178;43;87;37234;9;15;8;9;7;48;13
42;175;40;86;37112;8;14;7;10;8;46;13
43;178;43;86;36995;10;15;8;9;7;46;13
44;173;44;82;36886;9;16;8;9;7;43;13
45;177;44;82;36779;10;16;8;9;7;42;13
46;169;40;83;36682;9;14;7;9;7;43;13
47;176;42;83;36589;9;15;8;10;7;42;13
48;175;44;82;36500;10;16;8;9;8;41;13
49;194;62;85;36412;9;36;7;10;10;40;14
50;170;43;80;36330;9;16;8;9;7;41;12
51;175;43;84;36257;9;16;8;9;7;44;13
52;169;44;78;36187;9;16;8;9;7;39;13
53;167;43;77;36117;10;16;8;8;7;39;12
54;167;43;75;36061;9;15;8;9;7;38;12
55;173;44;77;36010;10;16;8;9;7;38;13
56;168;44;76;35965;10;15;8;9;7;38;13
57;169;42;80;35926;9;15;8;9;7;40;13
58;164;43;74;35892;9;15;8;9;7;35;13
59;152;43;60;35864;9;15;8;9;8;19;14
60;147;43;53;35843;9;15;8;8;6;17;12
61;151;43;53;35825;9;16;8;8;7;17;12
62;159;47;58;35807;9;18;9;9;15;9;15
63;160;47;59;35793;10;19;9;9;12;12;16
64;170;39;59;35781;8;14;7;9;9;18;13
65;148;43;55;35773;10;15;8;8;7;19;12
66;160;42;65;35766;9;15;8;9;7;26;13
67;159;43;65;35764;9;15;8;9;8;25;14
68;131;44;37;35763;9;15;8;8;7;0;13
69;148;42;36;35763;9;15;8;8;7;0;12
70;145;40;34;35763;9;14;7;7;7;0;12
71;152;43;36;35763;9;15;8;8;7;0;12
72;147;41;38;35763;9;14;8;8;7;0;13
73;142;41;37;35763;9;14;8;8;7;0;13
74;144;40;34;35763;9;13;7;7;6;0;12
75;142;39;34;35763;9;13;7;7;6;0;12
76;142;41;34;35763;9;15;8;7;6;0;12
77;145;38;39;35763;8;13;7;8;7;0;14
78;170;43;59;35763;9;15;8;8;7;0;33
79;139;40;41;35763;9;14;7;8;9;0;14
80;142;40;35;35763;9;14;8;7;6;0;12
81;141;41;34;35763;9;14;8;7;6;0;12
82;142;40;34;35763;9;14;8;7;6;0;12
83;147;41;40;35763;9;14;7;8;8;0;14
84;137;42;34;35763;9;14;7;7;6;0;12
85;141;41;33;35763;9;14;8;7;6;0;12
86;144;39;35;35763;9;13;8;7;6;0;12
87;142;40;34;35763;9;14;8;7;6;0;12
88;143;39;35;35763;8;13;7;7;6;0;13
89;150;44;38;35763;10;16;8;8;7;0;13
90;139;40;35;35763;9;14;7;7;6;0;12
91;147;40;39;35763;9;13;7;8;7;0;14
92;142;41;38;35763;9;14;8;8;7;0;14
93;141;42;35;35763;9;15;7;7;6;0;13
94;157;46;42;35763;9;18;10;7;11;0;14
95;167;73;36;35763;10;18;35;7;7;0;13
96;131;40;38;35763;8;13;8;8;7;0;14
97;151;42;39;35763;9;15;8;8;7;0;14
98;134;41;34;35763;9;14;8;7;6;0;13
99;142;39;35;35763;8;13;7;7;6;0;13
100;144;40;34;35763;9;14;7;7;6;0;13
101;138;40;34;35763;9;14;7;7;6;0;13
102;145;40;37;35763;9;14;8;7;7;0;14
103;142;41;35;35763;9;14;8;7;6;0;13
104;148;43;37;35763;9;15;8;8;7;0;14
105;148;46;40;35763;10;17;8;8;8;0;15
106;142;40;38;35763;9;14;8;8;7;0;14
107;148;42;36;35763;9;15;8;8;6;0;13
108;142;40;35;35763;9;14;8;7;6;0;13
109;147;43;39;35763;9;15;8;8;7;0;14
110;144;41;41;35763;9;14;8;8;8;0;16
111;139;41;36;35763;9;14;8;7;7;0;13
112;163;41;38;35763;9;14;8;7;8;0;14
113;151;42;38;35763;9;15;8;8;7;0;14
114;141;41;40;35763;9;14;7;8;7;0;15
115;141;42;35;35763;9;15;8;7;6;0;13
116;150;40;40;35763;9;14;8;8;7;0;14
117;141;40;35;35763;9;14;8;7;6;0;13
118;145;42;35;35763;9;15;8;7;6;0;13
119;143;40;37;35763;9;13;7;8;7;0;14
120;147;42;37;35763;9;15;8;8;6;0;14
121;142;41;35;35763;9;14;8;7;6;0;13
122;144;40;35;35763;9;14;8;7;6;0;13
123;150;43;40;35763;9;15;8;8;7;0;14
124;140;41;40;35763;9;15;8;8;7;0;15
125;139;40;38;35763;8;14;8;8;7;0;14
126;148;48;35;35763;11;18;9;7;6;0;13
127;143;41;38;35763;9;14;8;8;7;0;14
128;154;39;43;35763;9;14;7;7;12;0;14
129;172;47;63;35763;9;18;10;8;26;0;19
130;130;42;37;35763;9;15;8;7;7;0;13
131;146;40;39;35763;9;14;7;8;7;0;14
132;145;40;41;35763;9;14;7;8;7;0;15
133;138;41;35;35763;9;14;8;7;6;0;13
134;148;39;38;35763;9;14;8;8;7;0;14
135;141;41;34;35763;9;14;7;7;6;0;13
136;145;39;39;35763;8;13;7;8;7;0;15
137;146;40;37;35763;9;14;8;8;7;0;14
138;140;42;35;35763;9;15;8;7;6;0;13
139;146;39;39;35763;9;14;8;8;7;0;14
140;146;40;37;35763;9;14;8;8;6;0;14
141;150;41;37;35763;9;14;8;8;7;0;14
142;146;41;38;35763;9;14;8;8;7;0;14
