tick;time;time_patch;time_drop;drops
0;128;74;53.00000000000001;44268
1;172;59.00000000000001;58.00000000000001;44268
2;169;60;63.000000000000014;43922
3;188;53.00000000000001;63;43605
4;170;53.00000000000001;69;43295
5;179;52.00000000000001;79.99999999999999;43005
6;193;51.99999999999999;90.00000000000001;42724
7;184;51.00000000000001;84.99999999999999;42462
8;193;53.00000000000001;91;42197
9;206;54.99999999999999;98.00000000000001;41949
10;200;53.00000000000001;98;41721
11;200;56.99999999999999;97.00000000000001;41499
12;207;63;96.99999999999999;41294
13;207;60.00000000000001;105.99999999999999;41097
14;217;57.99999999999999;111;40905
15;214;57.99999999999999;107;40718
16;223;57.99999999999999;118.00000000000001;40540
17;228;61;119.00000000000001;40369
18;228;61;122.00000000000001;40210
19;219;59.00000000000001;115.99999999999999;40070
20;236;63;126;39924
21;228;58.00000000000001;125;39782
22;238;67;123.99999999999999;39640
23;237;62;127;39501
24;232;65;126;39366
25;244;63;139;39227
26;239;60;134;39092
27;250;65;137;38954
28;241;59;135;38822
29;255;68;140;38698
30;252;64;142.00000000000003;38576
31;246;62;137;38467
32;258;65;146.00000000000003;38355
33;253;64;140;38239
34;258;61.00000000000001;144.00000000000003;38118
35;262;66;150.00000000000003;37996
36;248;65;141;37870
37;256;69;145.00000000000003;37743
38;261;67;150.00000000000003;37615
39;256;66;145.00000000000003;37488
40;259;72.00000000000001;146.00000000000003;37360
41;263;66;153.00000000000003;37234
42;250;63;143.00000000000003;37112
43;268;66;155.00000000000003;36995
44;260;68;152.00000000000003;36886
45;262;63;151.00000000000003;36779
46;264;69;154.00000000000003;36682
47;271;66;158.00000000000003;36589
48;266;63;154.00000000000003;36500
49;268;76;146.00000000000003;36412
50;265;63;160.00000000000003;36330
51;260;66;151.00000000000003;36257
52;272;79.99999999999999;148.00000000000003;36187
53;269;65;161.00000000000003;36117
54;263;68;152.00000000000003;36061
55;276;73;155.00000000000003;36010
56;277;72.00000000000001;161.00000000000003;35965
57;263;64;155.00000000000003;35926
58;276;67;155.00000000000003;35892
59;277;72.00000000000001;161.00000000000003;35864
60;271;64;163.00000000000003;35843
61;268;69;156.00000000000003;35825
62;278;69;162.00000000000003;35807
63;276;68;160.00000000000003;35793
64;268;64;161.00000000000003;35781
65;274;75.99999999999999;155.00000000000003;35773
66;275;69;161.00000000000003;35766
67;277;65;167.00000000000003;35764
68;277;70;159.00000000000003;35763
69;282;69;167.00000000000003;35763
70;274;67;164.00000000000003;35763
71;269;64;163.00000000000003;35763
72;277;77;156.00000000000003;35763
73;279;69;169.00000000000003;35763
74;280;67;174.00000000000006;35763
75;274;67;165.00000000000003;35763
76;274;75;163.00000000000003;35763
77;273;61.99999999999999;167.00000000000003;35763
78;269;65;164.00000000000003;35763
79;284;76;160.00000000000003;35763
80;275;67.99999999999999;171.00000000000003;35763
81;280;68;167.00000000000003;35763
82;268;66;165;35763
83;288;79;159.99999999999997;35763
84;277;66;168.00000000000003;35763
85;277;69;162.00000000000003;35763
86;281;66;167.00000000000003;35763
87;289;72;166.99999999999997;35763
88;278;67;167.00000000000003;35763
89;278;68;166.00000000000003;35763
90;286;68;165.99999999999997;35763
91;292;71.00000000000001;175;35763
92;284;69;167.99999999999997;35763
93;277;65;166.00000000000003;35763
94;282;75.00000000000001;164.00000000000003;35763
95;286;70;173;35763
96;282;70;170.00000000000003;35763
97;275;64;166.00000000000003;35763
98;283;75.00000000000001;165.00000000000003;35763
99;281;68;172.00000000000003;35763
100;288;70;169.99999999999997;35763
101;278;65;169.00000000000003;35763
102;283;78.00000000000001;167.00000000000003;35763
103;298;72.00000000000001;182;35763
104;286;70;170.99999999999997;35763
105;279;67;169.00000000000003;35763
106;290;77;166.99999999999997;35763
107;291;70;179;35763
108;279;69.99999999999999;171.00000000000003;35763
109;276;65;168.00000000000003;35763
110;291;77;164.99999999999997;35763
111;286;69;175;35763
112;277;69.99999999999999;171.00000000000003;35763
113;275;67;164.00000000000003;35763
114;289;76;166.99999999999997;35763
115;283;73.00000000000001;171.00000000000003;35763
116;286;70;172;35763
117;276;66;164.00000000000003;35763
118;283;74.00000000000001;167.99999999999997;35763
119;289;72.00000000000001;172;35763
120;284;70;169.99999999999997;35763
121;283;68;172;35763
122;283;67;167.00000000000003;35763
123;288;71.00000000000001;170.99999999999997;35763
124;280;68;170.00000000000003;35763
125;276;68;165.00000000000003;35763
126;288;66;170.99999999999997;35763
127;285;72.00000000000001;169.99999999999997;35763
128;286;66;173;35763
129;283;70;165.00000000000003;35763
130;283;65;169.00000000000003;35763
131;286;76.00000000000001;169.99999999999997;35763
132;288;68;172;35763
133;288;71.00000000000001;172;35763
134;280;68;168.00000000000003;35763
135;289;74.00000000000001;170.99999999999997;35763
136;290;69;173;35763
137;284;71.00000000000001;169.99999999999997;35763
138;279;67;168.00000000000003;35763
139;292;74.00000000000001;174;35763
140;289;68;175;35763
141;280;72;172.00000000000003;35763
142;279;67;168.00000000000003;35763
143;290;75.00000000000001;170.99999999999997;35763
144;283;68;175.00000000000006;35763
145;278;69;169.00000000000003;35763
146;276;68;169.00000000000003;35763
147;288;74.00000000000001;172;35763
148;287;67;177;35763
149;287;70;172;35763
150;278;65;166.00000000000003;35763
151;285;77.99999999999999;164.99999999999997;35763
152;284;66;176;35763
153;281;72;171.00000000000003;35763
154;278;67;168.00000000000003;35763
155;289;80.99999999999999;163.99999999999997;35763
156;291;70;176;35763
157;304;70;188;35763
158;279;69;167.00000000000003;35763
159;297;80.00000000000001;164.99999999999997;35763
160;286;68;174;35763
161;290;71.00000000000001;173;35763
162;276;68;168.00000000000003;35763
163;284;79.99999999999999;162.99999999999997;35763
164;289;68;174;35763
165;288;73.00000000000001;172;35763
166;281;67;170.00000000000003;35763
167;291;80;164.99999999999997;35763
168;289;69;176;35763
169;289;72.00000000000001;172;35763
170;280;68;169.00000000000003;35763
171;294;82;165.99999999999997;35763
172;284;69;172;35763
