tick;time;time_patch;time_drop;drops
0;150;92;53.99999999999999;44268
1;186;67;68.99999999999999;44268
2;196;91.00000000000001;55.99999999999999;43922
3;168;59.00000000000001;70;43605
4;168;56;70;43295
5;182;54;68.99999999999999;43005
6;173;55;77.99999999999999;42724
7;188;53.00000000000001;87;42462
8;178;49.99999999999999;87;42197
9;195;51;102.00000000000001;41949
10;187;51;92;41721
11;208;53;113.99999999999999;41499
12;196;55.00000000000001;94;41294
13;209;55;108.99999999999999;41097
14;201;54;103.00000000000001;40905
15;217;55;120;40718
16;221;51;117;40540
17;214;55;117;40369
18;220;52.00000000000001;115.99999999999999;40210
19;228;57.99999999999999;123.00000000000001;40070
20;216;58;117;39924
21;226;58;125;39782
22;233;57.99999999999999;128;39640
23;238;57.99999999999999;133;39501
24;223;57;126;39366
25;237;67;124.00000000000001;39227
26;237;58;141;39092
27;235;57;134;38954
28;248;64;136;38822
29;239;60;133;38698
30;242;66.99999999999999;138;38576
31;251;61;143.00000000000003;38467
32;241;60.00000000000001;135.99999999999997;38355
33;253;62;143.00000000000003;38239
34;257;59;149.00000000000003;38118
35;244;61;137;37996
36;256;63;150.00000000000003;37870
37;256;59.00000000000001;153;37743
38;247;63;142.00000000000003;37615
39;260;63;152.00000000000003;37488
40;252;59.99999999999999;149.00000000000003;37360
41;258;64;145.00000000000003;37234
42;263;64;154.00000000000003;37112
43;257;64;147.00000000000003;36995
44;259;65;148.00000000000003;36886
45;262;64;154.00000000000003;36779
46;262;64;154.00000000000003;36682
47;253;62;145.00000000000003;36589
48;273;66;158.00000000000003;36500
49;263;65;152.00000000000003;36412
50;261;61;152.00000000000003;36330
51;268;68;157.00000000000003;36257
52;266;64;155.00000000000003;36187
53;255;63;154;36117
54;266;75.00000000000001;147.00000000000003;36061
55;271;63;160.00000000000003;36010
56;265;65;155.00000000000003;35965
57;267;72.00000000000001;150.00000000000003;35926
58;267;66;162.00000000000003;35892
59;269;66;152.00000000000003;35864
60;267;62;157.00000000000003;35843
61;274;70;157.00000000000003;35825
62;278;64;165.00000000000003;35807
63;265;65;157.00000000000003;35793
64;272;75;151.00000000000003;35781
65;274;64;164.00000000000003;35773
66;266;66;156.00000000000003;35766
67;271;70;158.00000000000003;35764
68;277;71.00000000000001;159.00000000000003;35763
69;278;64;167.00000000000003;35763
70;272;67;159.00000000000003;35763
71;273;70;160.00000000000003;35763
72;271;61.00000000000001;167;35763
73;262;68;155.00000000000003;35763
74;275;69;160.00000000000003;35763
75;274;68;163.00000000000003;35763
76;276;64;167.00000000000003;35763
77;266;65;156.00000000000003;35763
78;277;74.00000000000001;158.00000000000003;35763
79;279;66;165.00000000000003;35763
80;271;65;158.00000000000003;35763
81;279;65;164.00000000000003;35763
82;284;71.00000000000001;166.00000000000003;35763
83;274;65;168.00000000000003;35763
84;269;66;161.00000000000003;35763
85;281;71.00000000000001;167.00000000000003;35763
86;283;70;167.00000000000003;35763
87;268;64;170;35763
88;275;69;163.00000000000003;35763
89;287;74.00000000000001;168.99999999999997;35763
90;282;70;167.00000000000003;35763
91;280;65;172.00000000000003;35763
92;278;68;166.00000000000003;35763
93;284;76;162.00000000000003;35763
94;281;69;169.00000000000003;35763
95;282;65;170.00000000000003;35763
96;282;68;167.00000000000003;35763
97;281;75.99999999999999;160.00000000000003;35763
98;284;67;172.00000000000003;35763
99;285;68;169.99999999999997;35763
100;280;66;170.00000000000003;35763
101;284;78;160.00000000000003;35763
102;282;68;172.00000000000003;35763
103;287;68;170.99999999999997;35763
104;277;65;171.00000000000003;35763
105;284;77.99999999999999;161.00000000000003;35763
106;283;68;173.00000000000006;35763
107;290;69;170.99999999999997;35763
108;284;65;168.00000000000003;35763
109;283;77.99999999999999;161.00000000000003;35763
110;286;67;172;35763
111;286;68;172;35763
112;277;65;169.00000000000003;35763
113;280;78.00000000000001;162.00000000000003;35763
114;281;64;172.00000000000003;35763
115;282;68;171.00000000000003;35763
116;270;65;167;35763
117;285;78;161.99999999999997;35763
118;283;66;173.00000000000006;35763
119;285;67;172.00000000000003;35763
120;277;65;167.00000000000003;35763
121;283;79.00000000000001;162.00000000000003;35763
122;279;65;172.00000000000003;35763
123;289;69;174;35763
124;275;64;166.00000000000003;35763
125;284;74.00000000000001;165.00000000000003;35763
126;283;68;169.00000000000003;35763
127;285;67;175.00000000000006;35763
128;291;67;180;35763
129;300;78;178;35763
130;292;72.00000000000001;172;35763
131;285;69;169.99999999999997;35763
132;282;65;170.00000000000003;35763
133;325;92.00000000000001;184;35763
134;287;68;173;35763
135;285;67;173.00000000000006;35763
136;277;65;167.00000000000003;35763
137;286;77.99999999999999;163.99999999999997;35763
138;285;69;173;35763
139;289;69;175;35763
140;276;65;165.00000000000003;35763
141;285;76;162.99999999999997;35763
142;287;68;174;35763
143;289;71.00000000000001;173;35763
144;277;66;167.00000000000003;35763
145;294;78;168.99999999999997;35763
146;286;69;174;35763
147;282;66;172.00000000000003;35763
148;279;64;169.00000000000003;35763
149;282;74.00000000000001;162.00000000000003;35763
150;287;69;170.99999999999997;35763
151;286;67;172;35763
152;279;65;171.00000000000003;35763
153;282;75;161.00000000000003;35763
154;287;69;174;35763
155;286;69;170.99999999999997;35763
156;279;66;170.00000000000003;35763
157;471;253;174.00000000000006;35763
158;289;69;172;35763
159;295;68;173;35763
160;282;64;169.00000000000003;35763
161;285;75.99999999999999;163.99999999999997;35763
162;289;68;172;35763
163;280;70;171.00000000000003;35763
164;269;65;165;35763
165;283;74.00000000000001;166.00000000000003;35763
166;286;67;172;35763
167;283;68;172.00000000000003;35763
168;274;66;166.00000000000003;35763
169;280;75.00000000000001;165.00000000000003;35763
170;291;71.00000000000001;176;35763
171;282;65;173.00000000000006;35763
172;269;66;162.00000000000003;35763
173;286;70;167.00000000000003;35763
174;286;70;168.99999999999997;35763
175;277;65;172.00000000000003;35763
176;280;68;163.00000000000003;35763
177;283;65;167.00000000000003;35763
178;293;72;172;35763
179;282;65;174.00000000000006;35763
180;277;69;163.00000000000003;35763
181;283;65;167.00000000000003;35763
182;287;74.00000000000001;169.99999999999997;35763
183;283;65;174.00000000000006;35763
184;277;68;163.00000000000003;35763
185;282;65;168.00000000000003;35763
186;289;72.00000000000001;170.99999999999997;35763
187;283;65;173.00000000000006;35763
188;283;71;175.00000000000006;35763
189;278;65;167.00000000000003;35763
190;289;73.00000000000001;168.99999999999997;35763
191;284;65;175.00000000000006;35763
192;285;69;169.00000000000003;35763
193;273;67;167.00000000000003;35763
194;292;74;168.99999999999997;35763
195;280;65;171.00000000000003;35763
196;280;67;169.00000000000003;35763
197;271;64;168.00000000000003;35763
198;291;72.00000000000001;170.99999999999997;35763
199;276;63;171.00000000000003;35763
200;278;68.99999999999999;170.00000000000003;35763
201;271;65;165.00000000000003;35763
202;288;69;173;35763
203;276;69;168.00000000000003;35763
204;281;64;173.00000000000006;35763
205;283;68;166.00000000000003;35763
206;289;76.99999999999999;166.99999999999997;35763
207;279;67;167.00000000000003;35763
208;276;64;173.00000000000003;35763
209;275;69;166.00000000000003;35763
210;283;75.00000000000001;164.00000000000003;35763
211;285;68;169.99999999999997;35763
212;277;65;173.00000000000003;35763
213;279;68;166.00000000000003;35763
214;286;74;164.99999999999997;35763
215;280;69;169.00000000000003;35763
216;283;66;174.00000000000006;35763
217;279;68;166.00000000000003;35763
218;281;74.00000000000001;164.00000000000003;35763
219;282;70;168.00000000000003;35763
220;279;65;175.00000000000003;35763
221;281;68;166.00000000000003;35763
222;281;72.00000000000001;165.00000000000003;35763
223;271;67;171;35763
224;278;66;173.00000000000006;35763
225;280;65;167.00000000000003;35763
226;281;77.00000000000001;161.00000000000003;35763
227;283;67;172.00000000000003;35763
228;287;68;174;35763
229;272;66;166.00000000000003;35763
230;284;77.99999999999999;162.00000000000003;35763
231;281;67;172.00000000000003;35763
232;287;69;172;35763
233;277;65;167.00000000000003;35763
234;288;78;161.99999999999997;35763
235;288;67;173;35763
236;286;69;173;35763
237;277;65;166.00000000000003;35763
238;291;76;163.99999999999997;35763
239;284;70;171.00000000000003;35763
240;287;68;170.99999999999997;35763
241;282;65;170.00000000000003;35763
242;279;77;163.00000000000003;35763
243;288;68;172;35763
244;284;69;170.00000000000003;35763
245;283;65;171.00000000000003;35763
246;282;75.00000000000001;163.00000000000003;35763
247;289;71.00000000000001;173;35763
248;280;69;172.00000000000003;35763
249;277;65;169.00000000000003;35763
250;284;76.00000000000001;164.00000000000003;35763
251;288;70;173;35763
252;285;69;172.00000000000003;35763
253;281;66;169.00000000000003;35763
254;280;78.00000000000001;162.00000000000003;35763
255;285;70;172;35763
256;282;71.00000000000001;172.00000000000003;35763
257;279;64;170.00000000000003;35763
258;283;75.00000000000001;164.00000000000003;35763
259;281;70;168.00000000000003;35763
260;287;69;172;35763
261;287;68;172;35763
262;285;75;163.99999999999997;35763
263;284;70;169.00000000000003;35763
264;284;68;171.00000000000003;35763
265;275;67;168.00000000000003;35763
266;283;73.00000000000001;166.00000000000003;35763
267;284;71.00000000000001;169.00000000000003;35763
268;282;65;173.00000000000006;35763
269;268;69;164;35763
270;279;73.00000000000001;167.00000000000003;35763
271;285;71.00000000000001;169.00000000000003;35763
272;284;63;173.00000000000006;35763
273;269;67.99999999999999;163.00000000000003;35763
274;283;70;167.00000000000003;35763
275;289;73.00000000000001;170.99999999999997;35763
276;280;63;174.00000000000006;35763
277;276;66;164.00000000000003;35763
278;282;63;169.00000000000003;35763
279;287;72.00000000000001;170.99999999999997;35763
280;280;64;172.00000000000003;35763
281;283;65;167.00000000000003;35763
282;283;66;166.00000000000003;35763
283;287;71.00000000000001;172;35763
284;279;66;168.00000000000003;35763
285;278;65;167.00000000000003;35763
286;288;71;164.99999999999997;35763
287;283;69;172.00000000000003;35763
288;289;66;175;35763
289;284;66;173.00000000000006;35763
290;278;69;165.00000000000003;35763
291;291;71.00000000000001;173;35763
292;280;67;167.00000000000003;35763
293;285;65;173;35763
294;278;68;164.00000000000003;35763
295;289;70;174;35763
296;280;67;168.00000000000003;35763
297;284;64;174;35763
298;279;68;164.00000000000003;35763
299;282;69;174.00000000000006;35763
300;279;70;169.00000000000003;35763
