tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;188;101;85;44268;17;42;23;12;14;0;40
1;797;62;549;44268;10;25;14;10;16;471;34
2;249;55;130;33714;10;22;11;10;21;54;28
3;212;50;116;28976;10;18;7;6;9;75;15
4;220;106;71;25134;10;25;61;5;7;38;12
5;148;44;61;21855;9;17;7;5;6;32;10
6;147;44;58;19042;9;17;7;4;6;29;11
7;128;39;47;16620;8;14;7;3;4;25;8
8;143;45;56;14531;11;17;7;3;4;35;7
9;120;41;38;12742;9;15;7;2;3;21;6
10;114;42;31;11223;9;15;8;2;3;16;5
11;117;41;35;9939;9;15;7;2;3;21;5
12;102;35;27;8830;8;12;6;2;2;15;4
13;107;40;26;7874;9;14;7;2;3;13;5
14;102;40;24;7060;9;14;7;1;2;13;4
15;106;44;25;6351;9;16;7;1;2;15;3
16;99;39;20;5742;9;14;7;1;1;11;3
17;102;43;23;5226;9;16;7;1;2;13;3
18;99;48;11;4771;9;19;9;1;2;3;2
19;101;52;10;4388;10;21;10;1;2;3;2
20;123;71;16;4051;9;14;39;0;1;9;2
21;97;39;18;3750;9;14;7;0;1;12;2
22;94;39;20;3471;9;14;6;0;1;14;1
23;97;42;16;3223;10;15;7;0;1;12;1
24;93;40;15;3005;9;14;7;0;1;11;1
25;92;38;19;2819;9;14;6;0;1;14;1
26;100;38;26;2660;9;13;6;0;1;22;1
27;91;40;15;2520;9;14;6;0;0;11;1
28;90;38;16;2396;9;13;6;0;0;12;1
29;88;37;18;2290;9;12;6;0;0;14;1
30;89;40;15;2194;9;14;6;0;0;12;1
31;89;37;18;2107;9;13;6;0;0;14;1
32;92;40;15;2031;9;14;7;0;0;11;1
33;91;43;17;1964;10;17;6;0;1;12;1
34;88;39;15;1905;9;13;6;0;0;12;1
35;89;36;20;1852;8;12;6;0;1;15;1
36;84;35;15;1801;8;12;6;0;0;11;0
37;95;43;16;1756;10;15;7;0;0;14;0
38;93;40;19;1712;9;14;7;0;0;14;1
39;108;37;38;1675;8;13;6;0;23;11;1
40;88;41;13;1639;10;14;6;0;0;11;0
41;88;39;15;1605;10;14;6;0;0;11;1
42;88;39;15;1572;9;14;6;0;0;12;0
43;84;35;16;1541;8;12;6;0;0;13;1
44;92;39;15;1512;9;13;7;0;0;11;0
45;88;38;18;1487;9;13;6;0;0;15;1
46;95;42;16;1463;10;15;7;0;0;12;0
47;87;38;14;1440;9;13;6;0;0;11;0
48;87;38;15;1418;9;13;6;0;0;12;0
49;87;37;16;1397;9;13;6;0;0;12;1
50;90;40;14;1377;10;14;6;0;0;12;0
51;87;37;14;1359;9;13;6;0;0;12;0
52;88;39;15;1341;9;14;6;0;0;12;0
53;83;36;15;1323;8;12;6;0;0;12;1
54;93;39;15;1305;9;14;7;0;0;12;0
55;87;37;15;1289;9;13;6;0;0;12;0
56;86;37;16;1275;9;13;6;0;0;13;0
57;89;38;17;1261;9;13;6;0;0;13;0
58;87;41;14;1248;10;14;6;0;0;12;0
59;84;34;17;1237;8;12;6;0;0;14;0
60;94;47;11;1227;10;18;9;0;0;8;0
61;105;54;14;1217;10;24;10;0;0;11;0
62;99;50;13;1207;10;20;10;0;0;9;0
63;101;56;12;1198;10;27;9;0;0;9;0
64;95;51;11;1190;9;18;14;0;0;9;0
65;110;62;12;1183;10;20;21;0;0;10;0
66;89;42;13;1176;9;15;7;0;0;10;0
67;89;39;17;1170;9;14;6;0;0;14;0
68;82;34;14;1164;8;12;6;0;0;12;0
69;81;35;13;1159;9;12;6;0;0;11;0
70;90;39;14;1154;9;13;7;0;0;12;0
71;87;36;17;1149;8;12;6;0;0;14;0
72;88;36;15;1144;8;12;6;0;0;13;0
73;92;44;15;1139;10;15;7;0;0;13;0
74;87;40;13;1134;9;14;6;0;0;12;0
75;83;34;16;1129;8;11;6;0;0;12;0
76;96;43;15;1125;10;15;7;0;0;12;0
77;87;39;16;1121;9;13;6;0;0;14;0
78;96;44;15;1117;10;15;7;0;0;14;0
79;93;41;18;1113;9;15;7;0;0;15;0
80;93;46;14;1109;10;19;7;0;0;11;0
81;90;37;19;1105;8;13;6;0;0;16;0
82;87;39;15;1101;9;14;6;0;0;12;0
83;88;36;18;1097;8;12;6;0;0;16;0
84;90;39;14;1093;9;13;7;0;0;11;0
85;88;40;14;1089;9;14;6;0;0;12;0
86;87;37;17;1085;9;12;6;0;0;15;0
87;85;40;13;1081;10;14;6;0;0;11;0
88;85;38;13;1077;9;13;6;0;0;11;0
89;80;37;11;1073;9;12;6;0;0;10;0
90;90;39;13;1069;9;13;7;0;0;11;0
91;87;38;16;1065;9;13;6;0;0;14;0
92;101;38;14;1061;9;13;6;0;0;12;0
93;91;39;14;1057;9;13;7;0;0;12;0
94;89;39;15;1053;10;14;6;0;0;13;0
95;89;40;14;1049;9;14;7;0;0;12;0
96;86;37;14;1045;9;13;6;0;0;11;0
