tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;193;116;76;44268;16;44;37;10;12;0;36
1;894;62;596;44268;9;24;17;11;15;519;34
2;279;68;148;33714;11;18;29;10;23;69;29
3;184;45;97;28976;9;21;6;8;7;59;14
4;163;43;78;25134;8;20;6;5;6;37;21
5;125;36;53;21855;10;12;5;4;5;29;9
6;161;38;80;19042;8;15;7;6;5;18;10
7;109;34;40;16620;8;12;5;3;4;19;8
8;111;37;34;14531;9;13;6;3;3;17;6
9;96;29;29;12742;7;10;5;2;3;15;5
10;99;33;28;11223;8;11;5;2;3;13;5
11;89;31;24;9939;7;11;5;2;2;13;4
12;87;28;22;8830;7;9;5;1;2;12;3
13;95;33;22;7874;8;11;5;1;2;13;3
14;93;30;30;7060;7;10;5;2;3;17;5
15;96;39;24;6351;8;14;8;1;1;16;3
16;95;37;25;5742;10;13;6;2;1;14;3
17;86;32;19;5226;8;11;5;1;1;11;3
18;108;52;24;4771;9;12;22;1;2;13;3
19;86;39;13;4388;9;11;6;0;1;7;2
20;82;30;16;4051;7;10;5;0;1;10;1
21;92;35;18;3750;8;12;7;1;1;11;2
22;82;38;14;3471;14;11;5;0;1;8;2
23;97;44;17;3223;9;14;12;0;1;12;1
24;80;30;17;3005;8;10;5;0;0;13;1
25;80;29;15;2819;7;9;5;0;0;10;1
26;84;32;16;2660;8;11;5;0;0;13;1
27;80;35;13;2520;8;10;9;0;0;8;1
28;80;32;17;2396;8;11;5;0;0;13;1
29;76;30;14;2290;7;9;5;0;0;11;1
30;82;34;14;2194;9;11;5;0;0;11;1
31;81;30;16;2107;7;11;5;0;0;13;1
32;73;32;10;2031;7;11;6;0;0;6;1
33;88;41;11;1964;9;16;8;0;1;7;1
34;95;54;10;1905;8;11;26;0;0;7;0
35;79;31;16;1852;8;11;5;0;0;12;0
36;81;35;14;1801;9;12;5;0;0;11;0
37;82;36;16;1756;9;13;5;0;0;13;0
38;71;30;13;1712;7;10;5;0;0;11;0
39;87;30;17;1675;8;10;5;0;0;11;1
40;80;29;17;1639;7;9;4;0;0;14;1
41;79;34;13;1605;9;11;5;0;0;10;0
42;82;29;14;1572;7;9;5;0;0;12;0
43;89;34;17;1541;8;12;5;0;0;14;0
44;84;33;14;1512;8;11;5;0;0;12;0
45;92;37;14;1487;9;13;6;0;0;11;0
46;81;35;12;1463;8;14;5;0;0;10;0
47;83;37;15;1440;8;15;6;0;0;12;0
48;79;35;11;1418;9;11;5;0;0;9;0
49;77;34;13;1397;8;11;5;0;0;11;0
50;76;28;13;1377;7;10;5;0;0;10;0
51;98;47;13;1359;9;24;5;0;0;11;0
52;76;31;16;1341;8;10;5;0;0;14;0
53;81;35;15;1323;9;12;6;0;0;13;0
54;79;33;15;1305;8;11;5;0;0;13;0
55;83;36;17;1289;10;13;5;0;0;14;0
56;70;29;12;1275;7;9;4;0;0;10;0
57;78;30;12;1261;8;10;5;0;0;10;0
58;75;31;16;1248;8;10;5;0;0;13;0
59;80;36;14;1237;10;12;5;0;0;11;0
60;80;35;14;1227;9;12;5;0;0;12;0
61;79;37;14;1217;10;13;5;0;0;11;0
62;77;34;13;1207;9;12;5;0;0;11;0
63;74;29;14;1198;7;9;5;0;0;11;0
64;80;39;14;1190;13;12;6;0;0;11;0
65;75;27;17;1183;7;9;4;0;0;14;0
66;76;32;14;1176;8;10;5;0;0;11;0
67;82;33;15;1170;8;11;5;0;0;13;0
68;71;28;13;1164;7;9;4;0;0;11;0
69;79;35;9;1159;8;13;7;0;0;6;0
70;78;38;8;1154;8;13;6;0;0;5;0
71;113;61;19;1149;9;34;9;0;0;16;0
72;85;36;15;1144;9;13;6;0;0;12;0
73;89;34;24;1139;8;11;6;0;0;22;0
74;90;38;15;1134;9;13;6;0;0;12;0
75;93;38;22;1129;10;13;6;0;0;19;0
76;74;30;14;1125;7;10;5;0;0;12;0
77;75;31;14;1121;8;10;5;0;0;11;0
78;77;29;13;1117;7;9;5;0;0;11;0
79;74;31;15;1113;8;10;5;0;0;12;0
80;89;35;22;1109;9;12;6;0;0;19;0
81;73;29;15;1105;7;9;5;0;0;13;0
82;81;32;12;1101;8;10;5;0;0;10;0
83;79;34;12;1097;9;12;5;0;0;10;0
84;88;46;13;1093;12;13;6;0;0;11;0
85;78;32;16;1089;9;11;5;0;0;13;0
86;81;36;17;1085;9;12;5;0;0;15;0
