tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;212;116;96;44268;16;51;30;14;14;0;52
1;812;95;552;44268;14;43;19;13;26;455;35
2;241;45;133;33714;9;18;8;8;12;83;20
3;206;56;105;28976;14;22;9;7;10;60;17
4;197;53;99;25134;10;19;9;8;14;49;19
5;227;43;88;21855;9;17;7;10;11;44;14
6;146;49;58;19042;15;16;7;4;5;31;10
7;132;43;50;16620;9;15;8;3;4;29;8
8;129;42;44;14531;10;15;7;3;4;24;7
9;127;42;42;12742;10;15;7;3;3;24;6
10;117;41;34;11223;10;14;7;2;3;19;5
11;118;41;34;9939;9;15;7;2;3;20;5
12;109;38;31;8830;8;13;6;2;2;19;4
13;110;46;27;7874;10;16;7;2;2;15;4
14;106;42;22;7060;9;14;7;1;2;12;4
15;102;38;21;6351;8;13;6;1;2;12;3
16;108;44;22;5742;10;16;8;1;1;13;3
17;103;43;23;5226;10;16;8;1;1;15;2
18;100;42;23;4771;10;15;7;1;2;13;4
19;94;46;11;4388;9;18;9;1;1;4;2
20;101;50;12;4051;9;20;10;1;1;5;2
21;139;76;24;3750;9;50;6;0;1;18;2
22;102;40;21;3471;9;14;7;0;1;16;2
23;103;42;21;3223;10;15;7;0;1;15;2
24;96;44;18;3005;10;16;7;0;1;12;2
25;88;40;15;2819;10;14;6;0;1;10;1
26;90;39;16;2660;10;14;6;0;0;12;1
27;88;38;16;2520;9;13;6;0;1;11;1
28;90;41;16;2396;10;14;6;0;0;12;1
29;90;39;15;2290;9;13;6;0;0;11;1
30;87;37;16;2194;9;13;6;0;1;11;1
31;88;41;15;2107;10;14;6;0;0;11;1
32;87;39;14;2031;9;14;6;0;0;11;1
33;86;35;18;1964;8;11;6;0;0;15;1
34;93;40;15;1905;9;14;7;0;0;11;1
35;89;40;17;1852;9;14;6;0;0;14;1
36;93;41;15;1801;10;14;6;0;0;11;0
37;95;39;16;1756;9;13;6;0;0;13;0
38;88;38;16;1712;8;13;6;0;0;13;1
39;91;41;13;1675;10;14;7;0;0;11;0
40;89;38;15;1639;9;13;6;0;0;12;0
41;105;58;13;1605;9;13;26;0;0;10;0
42;93;39;15;1572;9;13;6;0;0;12;0
43;88;38;17;1541;8;13;7;0;0;14;1
44;89;41;15;1512;10;14;7;0;0;12;0
45;85;38;15;1487;9;13;6;0;0;12;0
46;90;42;14;1463;10;15;7;0;0;12;0
47;89;38;17;1440;9;13;7;0;1;14;1
48;83;37;13;1418;9;12;6;0;0;10;0
49;83;38;13;1397;9;13;6;0;0;11;0
50;90;40;15;1377;9;13;7;0;0;12;0
51;88;37;17;1359;8;12;6;0;0;15;0
52;89;39;15;1341;9;13;7;0;0;12;1
53;86;39;15;1323;9;13;6;0;0;13;0
54;90;36;15;1305;8;12;6;0;0;13;0
55;94;40;19;1289;9;14;7;0;1;14;1
56;88;39;14;1275;9;13;6;0;0;12;0
57;86;39;14;1261;9;14;6;0;0;11;0
58;85;35;18;1248;8;11;6;0;0;15;1
59;97;44;16;1237;10;14;8;0;0;14;0
60;87;37;16;1227;9;13;6;0;0;13;0
61;84;36;15;1217;8;12;6;0;0;12;0
62;98;47;12;1207;10;17;9;0;0;8;1
63;92;49;10;1198;9;20;9;0;0;8;0
64;83;42;7;1190;8;16;8;0;0;5;0
65;83;43;6;1183;9;16;8;0;0;3;0
66;94;48;6;1176;9;19;9;0;0;4;0
67;93;50;8;1170;10;20;10;0;0;5;1
68;103;52;14;1164;9;14;20;0;0;11;0
69;89;39;17;1159;9;13;6;0;0;13;2
70;91;44;11;1154;10;15;7;0;0;9;0
71;87;39;14;1149;9;13;6;0;0;12;0
72;88;39;13;1144;9;13;6;0;0;11;0
73;87;40;14;1139;10;14;6;0;0;11;0
74;82;36;15;1134;8;12;6;0;0;12;0
75;92;40;14;1129;9;13;7;0;0;12;0
76;85;37;16;1125;8;13;6;0;0;14;0
77;90;40;13;1121;9;14;7;0;0;11;0
78;85;38;16;1117;9;13;6;0;0;13;0
79;95;42;16;1113;10;14;7;0;0;14;0
80;92;45;14;1109;11;16;7;0;0;12;0
81;90;42;14;1105;10;15;6;0;0;12;0
82;87;38;16;1101;9;13;6;0;0;13;0
83;85;39;14;1097;10;14;6;0;0;11;0
84;81;37;13;1093;9;13;6;0;0;11;0
85;91;41;14;1089;9;15;6;0;0;11;0
86;84;38;14;1085;9;13;6;0;0;12;0
87;91;42;16;1081;10;15;7;0;0;13;0
88;88;40;15;1077;9;14;6;0;0;12;0
89;94;43;15;1073;10;15;7;0;0;13;0
90;86;39;14;1069;9;13;6;0;0;12;0
91;82;38;13;1065;9;13;6;0;0;11;0
92;84;38;12;1061;9;13;6;0;0;11;0
93;90;40;14;1057;9;14;7;0;0;11;0
94;84;41;12;1053;10;15;6;0;0;10;0
95;122;39;32;1049;9;14;7;0;0;28;1
96;93;41;19;1045;10;14;6;0;0;17;0
97;94;46;15;1041;9;15;11;0;0;14;0
98;99;45;17;1037;10;16;7;0;0;15;0
99;89;39;17;1033;9;14;6;0;0;14;0
100;84;36;13;1029;8;12;6;0;0;11;0
101;96;38;14;1025;9;13;7;0;0;12;0
102;84;37;14;1022;8;13;6;0;0;13;0
103;88;39;14;1021;9;13;7;0;0;12;0
104;86;41;13;1020;10;14;6;0;0;11;0
105;84;39;14;1019;10;14;6;0;0;12;0
106;81;37;12;1018;9;12;6;0;0;10;0
107;81;37;13;1017;9;13;6;0;0;11;0
108;91;38;14;1016;9;13;7;0;0;12;0
109;85;36;15;1015;8;12;6;0;0;13;0
110;81;35;13;1014;8;11;6;0;0;12;0
111;91;38;14;1013;9;13;6;0;0;12;0
112;85;37;15;1012;9;13;6;0;0;12;0
113;89;40;14;1011;10;13;7;0;0;12;0
114;87;38;14;1010;9;13;6;0;0;11;0
115;86;39;13;1009;9;14;6;0;0;11;0
116;88;37;17;1008;9;13;6;0;0;14;0
117;89;40;13;1007;10;14;7;0;0;11;0
118;91;39;16;1006;9;13;6;0;0;14;0
119;88;38;16;1005;9;13;6;1;0;13;0
120;93;45;14;1004;11;16;7;0;0;12;0
121;85;37;16;1003;9;13;6;0;0;13;0
122;88;48;2;1002;10;19;9;0;0;0;0
123;84;47;1;1002;10;18;9;0;0;0;0
124;96;50;2;1002;13;18;8;0;0;0;0
125;105;64;2;1002;10;15;29;0;0;0;0
126;84;40;1;1002;10;13;6;0;0;0;0
127;89;40;4;1002;9;13;6;0;1;0;0
128;92;42;2;1002;10;15;7;0;0;0;0
129;89;39;2;1002;9;13;6;0;0;0;0
130;87;41;1;1002;10;14;7;0;0;0;0
131;87;42;2;1002;10;15;6;0;0;0;0
132;88;39;1;1002;9;13;6;0;0;0;0
133;88;40;3;1002;9;14;7;0;0;0;0
134;85;37;2;1002;9;13;6;0;0;0;0
135;96;44;1;1002;10;15;7;0;0;0;0
136;88;40;2;1002;9;14;7;0;0;0;0
137;86;42;2;1002;10;14;6;0;0;0;0
138;84;35;2;1002;8;11;6;0;0;0;0
139;88;35;2;1002;8;12;6;0;0;0;0
140;84;39;1;1002;9;13;6;0;0;0;0
