tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;220;100;120;44268;16;42;23;12;16;0;71
1;788;78;554;44268;10;27;28;14;29;454;33
2;238;47;130;33714;10;19;8;10;21;48;29
3;203;47;110;28976;9;20;8;8;18;42;27
4;179;48;88;25134;9;21;7;5;8;54;13
5;230;113;75;21855;10;86;6;5;7;43;13
6;138;42;55;19042;9;15;7;4;5;29;10
7;134;42;50;16620;10;15;7;3;4;28;8
8;127;42;45;14531;9;15;7;3;4;26;7
9;123;42;41;12742;10;15;7;3;3;24;6
10;110;38;34;11223;8;13;6;2;3;19;5
11;116;47;30;9939;10;17;7;2;2;16;5
12;112;40;30;8830;9;14;7;2;2;17;4
13;106;41;25;7874;9;14;7;1;2;14;4
14;104;40;23;7060;9;15;6;1;2;13;3
15;104;45;19;6351;9;18;7;1;1;10;3
16;102;40;22;5742;9;14;7;1;1;13;3
17;101;43;23;5226;12;15;6;1;1;14;3
18;92;36;18;4771;8;12;6;1;1;11;2
19;91;39;15;4388;8;15;6;1;1;7;2
20;101;47;11;4051;9;19;8;0;1;4;2
21;118;70;11;3750;10;40;9;0;1;5;2
22;93;40;17;3471;9;13;7;0;1;11;1
23;96;43;18;3223;10;15;7;0;1;13;2
24;95;41;18;3005;10;15;7;0;1;13;1
25;95;44;18;2819;10;15;6;0;1;13;1
26;91;38;17;2660;9;13;6;0;1;12;1
27;92;40;18;2520;9;14;6;0;0;14;1
28;93;41;15;2396;9;14;6;0;0;11;1
29;91;40;18;2290;9;14;6;0;0;14;1
30;92;40;15;2194;9;14;6;0;0;11;1
31;87;38;17;2107;9;13;6;0;0;14;1
32;91;40;15;2031;9;14;6;0;0;12;1
33;89;39;19;1964;9;14;6;0;1;14;2
34;88;39;15;1905;9;14;6;0;0;12;1
35;88;36;19;1852;8;12;5;0;0;15;1
36;89;41;15;1801;10;14;6;0;0;12;1
37;89;37;19;1756;9;13;6;0;1;15;1
38;95;44;16;1712;11;15;7;0;0;13;0
39;90;40;17;1675;9;14;6;0;0;14;0
40;98;46;14;1639;10;14;6;0;0;11;0
41;90;40;17;1605;9;14;6;0;0;14;1
42;91;49;7;1572;10;18;8;0;1;3;1
43;95;51;8;1541;11;20;9;0;0;5;0
44;88;47;6;1512;10;18;9;0;0;4;0
45;90;46;8;1487;9;18;9;0;0;5;0
46;88;45;8;1463;9;18;8;0;0;5;0
47;89;46;10;1440;10;18;8;0;0;7;0
48;97;51;8;1418;11;20;9;0;0;5;0
49;92;50;8;1397;10;20;9;0;0;6;0
50;88;46;9;1377;9;18;9;0;0;6;0
51;86;46;9;1359;9;19;8;0;0;6;0
52;102;51;13;1341;9;13;20;0;0;10;0
53;93;39;16;1323;10;14;6;0;0;13;0
54;86;38;14;1305;9;13;5;0;0;12;0
55;85;37;15;1289;9;13;6;0;0;13;0
56;90;39;16;1275;9;13;6;0;0;12;1
57;87;39;18;1261;10;13;6;0;0;15;1
58;94;42;17;1248;10;15;6;0;0;15;0
59;86;39;15;1237;9;14;6;0;0;12;0
60;83;37;13;1227;9;13;5;0;0;11;0
61;87;40;15;1217;9;14;6;0;0;13;0
62;90;39;14;1207;9;14;6;0;0;11;0
63;86;37;16;1198;9;13;5;0;0;14;0
64;86;39;14;1190;9;14;6;0;0;11;0
65;81;36;13;1183;9;13;5;0;0;11;0
66;88;36;14;1176;8;12;5;0;0;12;0
67;88;37;16;1170;9;13;6;0;0;14;0
68;92;42;16;1164;10;15;7;0;0;13;0
69;88;40;14;1159;10;14;6;0;0;11;0
70;83;37;14;1154;9;13;6;0;0;11;0
71;81;36;14;1149;9;13;5;0;0;12;0
72;90;39;16;1144;9;13;6;0;0;13;0
73;86;39;13;1139;10;14;6;0;0;11;0
74;86;38;15;1134;9;13;6;0;0;13;0
75;88;38;14;1129;9;13;6;0;0;11;0
76;86;39;16;1125;10;14;6;0;0;13;0
77;86;40;14;1121;10;14;6;0;0;12;0
78;96;38;26;1117;8;13;6;0;0;24;0
79;94;41;15;1113;9;16;6;0;0;13;0
80;81;34;14;1109;8;12;5;0;0;12;0
