tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;207;116;90;44268;15;43;38;11;13;0;49
1;978;65;744;44268;11;28;14;10;15;682;22
2;288;61;161;33714;11;28;9;9;20;87;27
3;233;54;132;28976;9;18;8;7;18;79;17
4;234;45;146;25134;9;18;7;5;60;62;12
5;157;40;77;21855;9;14;7;4;5;50;10
6;156;42;71;19042;9;15;7;4;5;45;10
7;136;42;57;16620;9;15;7;3;4;36;8
8;136;41;53;14531;9;15;7;3;3;34;7
9;127;42;46;12742;9;15;7;2;3;29;6
10;121;41;42;11223;9;14;7;2;3;27;5
11;131;51;42;9939;12;16;8;2;4;24;7
12;123;49;32;8830;9;19;7;1;2;21;4
13;108;41;29;7874;10;14;7;1;2;18;4
14;107;40;26;7060;9;14;7;1;2;16;3
15;102;36;25;6351;8;12;6;1;1;17;3
16;106;42;24;5742;10;14;7;1;1;15;3
17;106;44;23;5226;11;15;7;1;1;14;3
18;97;46;15;4771;9;17;9;1;1;7;2
19;102;52;14;4388;10;21;10;1;1;7;2
20;141;49;26;4051;13;17;8;0;1;20;2
21;95;43;16;3750;9;13;6;0;1;10;2
22;117;52;25;3471;12;21;8;0;1;20;2
23;97;39;20;3223;9;13;7;0;1;15;2
24;98;43;20;3005;10;15;7;0;1;14;2
25;91;40;17;2819;9;14;6;0;0;13;1
26;95;41;18;2660;10;14;7;0;0;14;1
27;93;38;18;2520;9;13;6;0;0;14;1
28;94;42;20;2396;9;14;7;0;0;16;1
29;100;46;15;2290;11;18;7;0;0;12;1
30;96;39;22;2194;9;14;6;0;1;17;2
31;92;40;16;2107;10;14;6;0;0;13;1
32;97;42;19;2031;10;15;6;0;0;15;1
33;91;37;19;1964;9;12;6;0;1;14;1
34;90;37;19;1905;9;13;6;0;0;16;1
35;105;45;22;1852;10;16;7;0;0;19;1
36;94;39;17;1801;9;13;6;0;0;14;0
37;90;38;19;1756;9;13;6;0;0;17;0
38;98;46;16;1712;11;17;7;0;0;13;1
39;109;60;15;1675;11;32;7;0;0;12;0
40;88;37;18;1639;8;12;6;0;0;15;0
41;87;36;16;1605;8;12;6;0;0;14;0
42;96;40;17;1572;9;14;7;0;0;14;0
43;91;37;20;1541;8;12;6;0;0;17;0
44;90;39;17;1512;10;13;6;0;0;14;0
45;90;38;18;1487;9;13;6;0;0;15;0
46;91;40;15;1463;10;13;7;0;0;13;0
47;94;40;18;1440;9;14;6;0;0;15;0
48;89;38;21;1418;9;13;6;0;1;16;1
49;89;39;16;1397;9;13;6;0;0;14;0
50;88;37;17;1377;9;13;6;0;0;14;0
51;88;40;15;1359;10;14;6;0;0;13;0
52;89;38;16;1341;9;13;6;0;0;14;0
53;88;37;17;1323;9;12;6;0;0;15;0
54;89;37;16;1305;9;12;6;0;0;14;0
55;83;37;16;1289;9;12;6;0;0;14;0
56;91;38;17;1275;9;13;6;0;0;14;0
57;90;38;19;1261;9;13;6;0;0;16;0
58;92;43;17;1248;11;15;7;0;0;14;0
59;92;42;18;1237;9;15;8;0;1;14;1
60;94;45;10;1227;9;17;9;0;0;7;0
61;90;47;9;1217;10;18;8;0;0;6;0
62;93;51;10;1207;11;20;10;0;0;7;0
63;96;49;14;1198;10;20;9;0;0;10;1
64;98;54;10;1190;9;27;8;0;0;8;0
65;90;38;16;1183;9;13;6;0;0;14;0
66;88;37;17;1176;9;12;6;0;0;15;0
67;88;40;16;1170;10;13;6;0;0;14;0
68;89;40;16;1164;10;13;6;0;0;14;0
69;86;35;19;1159;8;11;6;0;0;16;0
70;86;36;16;1154;8;12;6;0;0;14;0
71;93;40;17;1149;9;13;7;0;0;15;0
72;83;35;16;1144;8;11;6;0;0;14;0
73;85;35;16;1139;8;11;6;0;0;13;0
74;86;35;16;1134;8;11;6;0;0;14;0
75;84;34;16;1129;8;11;6;0;0;14;0
76;93;40;16;1125;9;13;6;0;0;14;0
77;87;37;18;1121;9;12;6;0;0;16;0
78;92;39;16;1117;9;13;6;0;0;14;0
79;87;39;16;1113;10;14;6;0;0;13;0
80;85;36;15;1109;9;12;6;0;0;13;0
81;84;36;15;1105;9;11;6;0;0;13;0
82;94;40;15;1101;9;13;7;0;0;13;0
83;91;40;18;1097;9;14;6;0;0;16;0
84;94;39;19;1093;9;13;6;0;0;16;0
85;93;42;20;1089;10;15;6;0;0;17;0
86;84;35;16;1085;8;11;6;0;0;14;0
87;97;47;14;1081;10;17;8;0;0;12;0
88;90;39;18;1077;9;13;6;0;0;16;0
89;95;49;12;1073;14;17;7;0;0;10;0
90;106;50;20;1069;9;25;6;0;0;18;0
91;98;39;16;1065;9;13;6;0;0;14;0
92;91;37;21;1061;8;12;6;0;1;17;1
93;88;39;15;1057;9;13;6;0;0;14;0
94;91;39;18;1053;9;13;6;0;0;15;0
95;89;40;16;1049;10;14;6;0;0;14;0
96;89;36;20;1045;8;12;6;0;0;17;0
97;96;45;15;1041;11;16;7;0;0;13;0
98;100;42;26;1037;9;15;7;0;1;22;0
99;99;43;21;1033;10;15;7;0;0;18;0
100;93;42;17;1029;9;16;6;0;0;14;0
101;86;39;16;1025;9;13;6;0;0;13;0
102;86;40;15;1022;10;13;6;0;0;13;0
103;88;39;15;1021;9;13;6;0;0;13;0
104;84;34;18;1020;8;11;6;0;0;15;0
105;100;48;14;1019;11;14;13;0;0;12;0
106;89;38;16;1018;9;13;6;0;0;14;0
107;91;43;17;1017;10;15;7;0;0;14;0
108;88;39;16;1016;10;13;6;0;0;14;0
109;87;35;19;1015;8;12;6;0;0;16;0
110;94;39;16;1014;9;13;7;0;0;14;0
111;88;36;19;1013;8;12;6;0;0;16;0
112;88;39;16;1012;9;13;6;0;0;14;0
113;87;40;15;1011;10;14;6;0;0;13;0
114;88;40;15;1010;10;14;6;0;0;13;0
115;88;39;16;1009;9;13;6;0;0;14;0
116;92;47;8;1008;10;18;9;0;0;6;0
117;89;41;12;1007;8;14;7;0;0;10;0
118;89;47;8;1006;9;18;9;0;0;6;0
119;102;54;16;1005;10;27;7;0;0;14;0
120;91;39;18;1004;9;14;6;0;0;16;0
121;91;39;19;1003;9;13;6;0;0;16;0
122;70;36;2;1002;9;12;6;0;0;0;0
123;93;38;1;1002;9;13;6;0;0;0;0
124;88;36;2;1002;8;12;6;0;0;0;0
125;90;38;1;1002;9;13;6;0;0;0;0
126;91;39;2;1002;9;13;6;0;0;0;0
127;86;39;2;1002;9;14;6;0;0;0;0
128;90;38;2;1002;9;13;6;0;0;0;0
129;88;40;2;1002;9;15;6;0;0;0;0
130;90;40;1;1002;10;13;6;0;0;0;0
131;90;42;2;1002;9;15;6;0;0;0;0
132;90;40;1;1002;9;14;6;0;0;0;0
133;92;39;1;1002;9;13;6;0;0;0;0
134;92;38;2;1002;9;13;6;0;0;0;0
135;90;40;2;1002;9;13;6;0;0;0;0
136;87;36;2;1002;8;12;6;0;0;0;0
137;94;40;2;1002;9;13;6;0;0;0;0
138;90;39;2;1002;9;13;6;0;0;0;0
139;96;46;1;1002;16;14;6;0;0;0;0
140;90;37;2;1002;9;12;6;0;0;0;0
141;95;39;1;1002;9;13;6;0;0;0;0
142;90;39;2;1002;10;13;6;0;0;0;0
143;89;42;2;1002;10;15;6;0;0;0;0
144;93;41;2;1002;10;14;6;0;0;0;0
145;91;38;1;1002;9;13;6;0;0;0;0
146;92;40;1;1002;9;14;6;0;0;0;0
147;90;40;2;1002;9;14;7;0;0;0;0
148;97;46;1;1002;8;11;17;0;0;0;0
149;88;40;1;1002;9;13;7;0;0;0;0
150;87;39;1;1002;9;13;6;0;0;0;0
151;88;39;2;1002;9;13;6;0;0;0;0
152;87;35;2;1002;8;11;6;0;0;0;0
153;90;38;1;1002;9;13;6;0;0;0;0
154;93;40;1;1002;11;12;7;0;0;0;0
155;93;39;1;1002;9;13;6;0;0;0;0
156;91;39;2;1002;9;14;6;0;0;0;0
157;89;41;2;1002;10;14;6;0;0;0;0
158;86;34;2;1002;8;11;6;0;0;0;0
159;91;39;2;1002;9;13;6;0;0;0;0
160;88;39;2;1002;9;13;6;0;0;0;0
161;90;38;2;1002;9;13;6;0;0;0;0
162;94;38;2;1002;9;13;6;0;0;0;0
163;88;38;1;1002;9;13;6;0;0;0;0
164;94;38;2;1002;9;13;6;0;0;0;0
165;89;42;2;1002;9;14;8;0;0;0;0
166;93;42;2;1002;10;15;6;0;0;0;0
167;89;38;2;1002;9;13;6;0;0;0;0
168;90;42;2;1002;10;14;6;0;0;0;0
169;88;41;1;1002;10;14;6;0;0;0;0
170;90;38;1;1002;9;13;6;0;0;0;0
171;88;39;2;1002;9;13;7;0;0;0;0
172;93;40;2;1002;10;13;7;0;0;0;0
173;87;39;1;1002;9;13;6;0;0;0;0
174;95;41;1;1002;10;13;7;0;0;0;0
175;95;39;2;1002;9;13;6;0;0;0;0
176;93;38;2;1002;9;13;6;0;0;0;0
177;100;43;2;1002;9;16;8;0;0;0;0
178;95;46;2;1002;9;18;9;0;0;0;0
179;99;46;2;1002;9;18;9;0;0;0;0
180;96;36;1;1002;8;11;6;0;0;0;0
181;91;39;2;1002;9;13;6;0;0;0;0
182;92;36;2;1002;9;12;6;0;0;0;0
183;86;36;1;1002;8;11;6;0;0;0;0
184;89;41;1;1002;10;14;7;0;0;0;0
185;87;38;2;1002;9;13;6;0;0;0;0
186;91;38;3;1002;9;13;6;0;0;0;0
187;87;40;1;1002;10;13;6;0;0;0;0
188;91;38;2;1002;9;13;6;0;0;0;0
189;89;43;1;1002;10;15;7;0;0;0;0
190;89;39;1;1002;9;13;6;0;0;0;0
191;89;39;1;1002;9;13;6;0;0;0;0
192;92;39;2;1002;9;13;6;0;0;0;0
193;90;38;1;1002;9;13;6;0;0;0;0
194;94;38;2;1002;9;13;6;0;0;0;0
195;91;43;2;1002;10;14;7;0;0;0;0
196;89;40;1;1002;10;13;6;0;0;0;0
197;89;41;2;1002;10;14;7;0;0;0;0
198;90;39;1;1002;9;13;6;0;0;0;0
199;90;40;2;1002;10;14;6;0;0;0;0
200;91;39;1;1002;9;13;6;0;0;0;0
201;94;39;1;1002;9;13;6;0;0;0;0
202;91;38;2;1002;9;13;6;0;0;0;0
203;91;39;1;1002;9;13;6;0;0;0;0
204;91;37;2;1002;9;13;6;0;0;0;0
205;94;37;1;1002;9;12;6;0;0;0;0
206;91;38;2;1002;9;13;6;0;0;0;0
207;92;38;1;1002;9;13;6;0;0;0;0
208;93;38;2;1002;9;14;6;0;0;0;0
209;87;42;2;1002;10;14;7;0;0;0;0
210;87;37;1;1002;8;12;6;0;0;0;0
211;106;55;2;1002;10;27;7;0;0;0;0
212;91;44;1;1002;9;18;6;0;0;0;0
213;93;43;1;1002;8;12;6;0;0;0;0
214;91;39;1;1002;9;13;6;0;0;0;0
215;88;36;2;1002;8;12;6;0;0;0;0
216;90;40;1;1002;10;13;6;0;0;0;0
217;88;42;2;1002;10;14;6;0;0;0;0
218;94;39;2;1002;9;13;6;0;0;0;0
219;90;39;1;1002;10;13;6;0;0;0;0
220;90;39;1;1002;9;13;6;0;0;0;0
221;92;43;2;1002;10;15;7;0;0;0;0
222;85;36;2;1002;8;12;6;0;0;0;0
223;92;41;2;1002;10;14;6;0;0;0;0
224;93;37;2;1002;9;12;6;0;0;0;0
225;91;38;2;1002;9;13;6;0;0;0;0
226;91;41;3;1002;9;14;6;0;0;0;0
227;90;39;2;1002;9;13;6;0;0;0;0
228;90;39;2;1002;9;14;7;0;0;0;0
229;87;41;1;1002;10;14;6;0;0;0;0
230;94;39;2;1002;9;14;6;0;0;0;0
231;89;44;1;1002;10;15;7;0;0;0;0
232;86;36;2;1002;8;12;6;0;0;0;0
233;91;40;2;1002;9;13;6;0;0;0;0
234;101;49;2;1002;11;17;8;0;0;0;0
235;89;40;2;1002;10;13;6;0;0;0;0
236;90;42;2;1002;9;14;8;0;0;0;0
237;91;37;5;1002;8;13;6;0;1;0;2
238;88;39;1;1002;9;13;6;0;0;0;0
239;100;45;2;1002;10;17;7;0;0;0;0
240;103;49;1;1002;10;16;11;0;0;0;0
241;88;41;1;1002;9;14;6;0;0;0;0
242;91;40;2;1002;10;14;6;0;0;0;0
243;94;41;2;1002;9;14;7;0;0;0;0
244;95;43;1;1002;8;16;8;0;0;0;0
245;102;58;1;1002;10;29;9;0;0;0;0
246;81;39;2;1002;9;13;7;0;0;0;0
247;85;39;1;1002;9;13;6;0;0;0;0
248;98;45;2;1002;11;17;7;0;0;0;0
249;89;43;2;1002;10;15;7;0;0;0;0
250;92;42;1;1002;13;13;6;0;0;0;0
