tick;time;time_patch;time_drop;drops;
0;219;48;170;164687;
1;3391;41;3340;164679;
2;1332;45;1286;112299;
3;869;22;847;87485;
4;490;17;472;70139;
5;336;19;317;57295;
6;242;18;223;47568;
7;181;16;164;39992;
8;142;15;126;34012;
9;115;18;96;29204;
10;95;18;75;25321;
11;79;15;63;22114;
12;69;17;51;19482;
13;60;18;42;17298;
14;53;17;34;15440;
15;49;17;31;13850;
16;45;20;25;12473;
17;42;18;23;11309;
18;38;15;22;10308;
19;36;18;18;9462;
20;35;21;13;8738;
21;36;22;13;8108;
22;31;19;11;7560;
23;27;15;12;7071;
24;30;18;11;6639;
25;95;87;8;6255;
26;24;16;8;5908;
27;23;16;6;5587;
28;25;17;8;5304;
29;20;15;5;5048;
30;23;16;5;4818;
31;23;17;5;4609;
32;20;15;5;4416;
33;25;18;6;4245;
34;25;21;3;4086;
35;18;14;3;3940;
36;21;17;3;3806;
37;22;16;5;3680;
38;23;18;4;3565;
39;19;16;3;3457;
40;25;18;4;3363;
41;19;16;2;3276;
42;21;17;3;3195;
43;20;17;2;3123;
44;23;19;3;3055;
45;16;14;1;2991;
46;24;20;3;2935;
47;17;15;2;2880;
48;18;15;2;2827;
49;19;17;1;2777;
50;19;16;2;2731;
51;19;17;1;2689;
52;68;66;2;2651;
53;20;17;3;2613;
54;16;14;1;2576;
55;22;19;1;2541;
56;18;16;1;2508;
57;18;16;2;2478;
58;18;16;1;2450;
59;17;15;1;2424;
60;17;16;1;2398;
61;16;14;1;2374;
62;18;16;1;2351;
63;19;17;1;2329;
64;23;21;1;2307;
65;16;14;1;2286;
66;21;20;1;2265;
67;16;14;1;2246;
68;20;18;1;2227;
69;15;14;0;2208;
70;18;16;0;2190;
71;18;17;0;2173;
72;21;19;1;2157;
73;17;16;0;2141;
74;21;18;2;2125;
75;18;17;0;2109;
76;19;17;1;2093;
77;15;14;0;2077;
78;16;14;1;2063;
79;19;18;1;2049;
80;18;17;1;2035;
81;16;15;0;2021;
82;18;17;0;2008;
83;54;52;1;1996;
84;18;17;0;1985;
85;18;17;0;1974;
86;17;16;0;1964;
87;18;16;0;1955;
88;15;14;0;1946;
89;21;19;1;1938;
90;17;15;1;1930;
91;19;18;0;1923;
92;17;16;0;1916;
93;17;16;0;1909;
94;19;18;0;1902;
95;21;20;1;1895;
96;19;18;1;1888;
97;21;20;1;1882;
98;16;15;0;1877;
99;20;18;0;1872;
100;15;14;0;1868;
101;16;15;0;1864;
102;19;18;0;1860;
103;15;14;0;1856;
104;16;15;0;1852;
105;20;19;0;1848;
106;15;14;1;1844;
107;20;19;0;1840;
108;14;14;0;1836;
109;16;14;0;1833;
110;17;16;0;1830;
111;15;14;0;1827;
112;19;18;0;1824;
113;17;17;0;1821;
114;60;59;0;1818;
115;20;18;1;1815;
116;14;13;0;1812;
117;13;12;0;1809;
118;16;16;0;1807;
119;18;17;0;1805;
120;14;13;0;1803;
121;16;15;0;1801;
122;18;17;1;1799;
123;16;16;0;1797;
124;18;17;0;1796;
125;16;15;0;1795;
126;15;14;0;1794;
127;15;14;0;1793;
128;16;15;0;1792;
129;14;13;0;1791;
130;18;17;0;1790;
131;17;16;0;1789;
132;20;19;0;1789;
133;16;16;0;1789;
134;18;17;0;1789;
135;20;19;1;1789;
136;18;17;0;1789;
137;16;15;0;1789;
138;14;13;0;1789;
139;16;16;0;1789;
140;18;17;0;1789;
141;17;17;0;1789;
142;17;15;1;1789;
143;17;17;0;1789;
144;15;14;1;1789;
145;17;17;0;1789;
146;17;16;0;1789;
147;24;23;0;1789;
148;56;55;0;1789;
149;17;16;0;1789;
150;16;15;0;1789;
151;14;14;0;1789;
152;25;24;0;1789;
153;18;17;0;1789;
154;16;15;0;1789;
155;17;16;0;1789;
156;14;14;0;1789;
157;20;19;0;1789;
158;17;16;0;1789;
159;20;19;0;1789;
160;16;16;0;1789;
161;20;19;0;1789;
162;15;14;0;1789;
163;18;18;0;1789;
164;16;14;1;1789;
165;15;15;0;1789;
166;19;18;0;1789;
167;16;15;1;1789;
168;17;17;0;1789;
169;15;14;0;1789;
170;14;14;0;1789;
171;21;20;0;1789;
172;16;15;0;1789;
173;18;17;0;1789;
174;15;14;0;1789;
175;17;16;0;1789;
176;17;16;0;1789;
177;17;16;0;1789;
178;14;13;0;1789;
179;19;18;0;1789;
180;16;15;0;1789;
181;18;17;0;1789;
182;15;14;0;1789;
183;46;46;0;1789;
184;20;18;0;1789;
185;17;16;0;1789;
186;17;17;0;1789;
187;17;16;0;1789;
188;15;14;0;1789;
189;21;20;0;1789;
190;16;16;0;1789;
191;16;15;0;1789;
192;17;16;0;1789;
193;16;15;0;1789;
194;24;23;0;1789;
195;17;16;0;1789;
196;16;16;0;1789;
197;18;17;0;1789;
198;16;16;0;1789;
199;18;17;0;1789;
200;16;15;0;1789;
