tick;time;drops
0;0;44268
1;1134;44268
2;810;43922
3;740;43605
4;914;43295
5;781;43005
6;665;42724
7;640;42462
8;654;42197
9;573;41949
10;573;41721
11;465;41499
12;521;41294
13;512;41097
14;465;40905
15;493;40718
16;461;40540
17;504;40369
18;473;40210
19;478;40070
20;473;39924
21;534;39782
22;531;39640
23;480;39501
24;519;39366
25;509;39227
26;496;39092
27;516;38954
28;544;38822
29;638;38698
30;565;38576
31;545;38467
32;511;38355
33;548;38239
34;504;38118
35;534;37996
36;535;37870
37;522;37743
38;543;37615
39;534;37488
40;541;37360
41;632;37234
42;562;37112
43;569;36995
44;536;36886
45;573;36779
46;523;36682
47;550;36589
48;548;36500
49;560;36412
50;555;36330
51;522;36257
52;516;36187
53;566;36117
54;535;36061
55;528;36010
56;557;35965
57;542;35926
58;555;35892
59;546;35864
60;545;35843
61;554;35825
62;563;35807
63;534;35793
64;581;35781
65;547;35773
66;564;35766
67;555;35764
68;536;35763
69;604;35763
70;559;35763
71;554;35763
72;573;35763
73;559;35763
74;584;35763
75;559;35763
76;589;35763
77;525;35763
78;561;35763
79;551;35763
80;538;35763
81;556;35763
82;578;35763
83;567;35763
84;557;35763
85;575;35763
86;570;35763
87;600;35763
88;560;35763
89;564;35763
90;540;35763
91;592;35763
92;585;35763
93;536;35763
94;550;35763
95;605;35763
96;603;35763
97;575;35763
98;561;35763
99;575;35763
100;577;35763
101;573;35763
102;549;35763
103;564;35763
104;580;35763
105;547;35763
106;545;35763
107;584;35763
108;570;35763
109;558;35763
110;549;35763
111;582;35763
112;617;35763
113;562;35763
114;524;35763
115;587;35763
116;549;35763
117;544;35763
118;562;35763
119;575;35763
120;582;35763
121;545;35763
122;637;35763
123;585;35763
124;581;35763
125;521;35763
126;557;35763
127;587;35763
128;606;35763
129;592;35763
130;594;35763
131;597;35763
132;563;35763
133;575;35763
134;538;35763
135;589;35763
136;568;35763
137;532;35763
138;622;35763
139;637;35763
140;602;35763
141;631;35763
142;581;35763
143;594;35763
144;570;35763
145;587;35763
146;544;35763
147;601;35763
148;604;35763
149;575;35763
150;536;35763
151;542;35763
152;609;35763
153;596;35763
154;537;35763
155;618;35763
156;603;35763
157;562;35763
158;633;35763
159;590;35763
160;565;35763
161;587;35763
162;546;35763
163;560;35763
164;593;35763
165;580;35763
166;608;35763
167;559;35763
168;550;35763
169;567;35763
170;554;35763
171;571;35763
172;609;35763
173;588;35763
174;541;35763
175;618;35763
176;591;35763
177;573;35763
178;585;35763
179;572;35763
180;563;35763
181;563;35763
182;559;35763
183;592;35763
184;575;35763
185;598;35763
186;628;35763
187;558;35763
188;557;35763
189;574;35763
190;574;35763
191;599;35763
192;969;35763
193;532;35763
194;529;35763
195;565;35763
196;541;35763
197;547;35763
198;553;35763
199;555;35763
200;551;35763
