tick;time;drops
0;0;44268
1;396;44268
2;556;43922
3;510;43605
4;552;43295
5;459;43005
6;444;42724
7;461;42462
8;460;42197
9;481;41949
10;478;41721
11;472;41499
12;467;41294
13;464;41097
14;509;40905
15;497;40718
16;482;40540
17;511;40369
18;493;40210
19;510;40070
20;527;39924
21;492;39782
22;531;39640
23;487;39501
24;519;39366
25;499;39227
26;501;39092
27;499;38954
28;538;38822
29;497;38698
30;466;38576
31;533;38467
32;519;38355
33;542;38239
34;529;38118
35;542;37996
36;517;37870
37;531;37743
38;530;37615
39;553;37488
40;517;37360
41;542;37234
42;534;37112
43;557;36995
44;561;36886
45;553;36779
46;533;36682
47;520;36589
48;562;36500
49;569;36412
50;545;36330
51;562;36257
52;554;36187
53;523;36117
54;570;36061
55;593;36010
56;547;35965
57;574;35926
58;523;35892
59;567;35864
60;582;35843
61;572;35825
62;547;35807
63;552;35793
64;565;35781
65;557;35773
66;571;35766
67;562;35764
68;543;35763
69;547;35763
70;558;35763
71;705;35763
72;555;35763
73;553;35763
74;593;35763
75;548;35763
76;613;35763
77;577;35763
78;571;35763
79;595;35763
80;560;35763
81;611;35763
82;597;35763
83;585;35763
84;555;35763
85;563;35763
86;540;35763
87;541;35763
88;629;35763
89;604;35763
90;566;35763
91;549;35763
92;588;35763
93;601;35763
94;556;35763
95;523;35763
96;505;35763
97;572;35763
98;598;35763
99;588;35763
100;580;35763
101;543;35763
102;580;35763
103;523;35763
104;568;35763
105;555;35763
106;574;35763
107;571;35763
108;545;35763
109;586;35763
110;559;35763
111;562;35763
112;562;35763
113;579;35763
114;539;35763
115;564;35763
116;586;35763
117;561;35763
118;570;35763
119;583;35763
120;586;35763
121;566;35763
122;569;35763
123;595;35763
124;596;35763
125;618;35763
126;560;35763
127;608;35763
128;594;35763
129;563;35763
130;574;35763
131;576;35763
132;574;35763
133;586;35763
134;547;35763
135;578;35763
136;579;35763
137;594;35763
138;623;35763
139;580;35763
140;526;35763
141;575;35763
142;625;35763
143;600;35763
144;622;35763
145;566;35763
146;594;35763
147;624;35763
148;583;35763
149;594;35763
150;590;35763
151;575;35763
152;623;35763
153;599;35763
154;580;35763
155;559;35763
156;569;35763
157;602;35763
158;573;35763
159;544;35763
160;569;35763
161;579;35763
162;620;35763
163;566;35763
164;594;35763
165;605;35763
166;578;35763
167;568;35763
168;604;35763
169;607;35763
170;595;35763
171;605;35763
172;533;35763
173;614;35763
174;570;35763
175;556;35763
176;630;35763
177;549;35763
178;632;35763
179;557;35763
180;556;35763
181;575;35763
182;580;35763
183;609;35763
184;583;35763
185;580;35763
186;617;35763
187;587;35763
188;600;35763
189;572;35763
190;596;35763
191;601;35763
192;586;35763
193;554;35763
194;587;35763
195;576;35763
196;584;35763
197;540;35763
198;588;35763
199;608;35763
200;610;35763
