tick;time;drops
0;0;44268
1;746;44268
2;599;43922
3;634;43605
4;614;43295
5;659;43005
6;663;42724
7;640;42462
8;593;42197
9;628;41949
10;491;41721
11;505;41499
12;473;41294
13;492;41097
14;487;40905
15;470;40718
16;488;40540
17;464;40369
18;494;40210
19;513;40070
20;505;39924
21;530;39782
22;488;39640
23;562;39501
24;512;39366
25;529;39227
26;534;39092
27;492;38954
28;542;38822
29;501;38698
30;482;38576
31;512;38467
32;491;38355
33;504;38239
34;482;38118
35;535;37996
36;495;37870
37;553;37743
38;576;37615
39;628;37488
40;583;37360
41;492;37234
42;532;37112
43;493;36995
44;525;36886
45;505;36779
46;514;36682
47;487;36589
48;518;36500
49;512;36412
50;528;36330
51;513;36257
52;541;36187
53;527;36117
54;551;36061
55;567;36010
56;501;35965
57;534;35926
58;552;35892
59;526;35864
60;568;35843
61;549;35825
62;527;35807
63;535;35793
64;536;35781
65;515;35773
66;544;35766
67;540;35764
68;547;35763
69;545;35763
70;536;35763
71;518;35763
72;544;35763
73;577;35763
74;517;35763
75;565;35763
76;532;35763
77;518;35763
78;544;35763
79;569;35763
80;732;35763
81;667;35763
82;566;35763
83;553;35763
84;575;35763
85;570;35763
86;579;35763
87;553;35763
88;532;35763
89;552;35763
90;545;35763
91;527;35763
92;529;35763
93;548;35763
94;517;35763
95;567;35763
96;540;35763
97;556;35763
98;559;35763
99;536;35763
100;531;35763
101;551;35763
102;571;35763
103;535;35763
104;559;35763
105;539;35763
106;557;35763
107;535;35763
108;560;35763
109;578;35763
110;577;35763
111;594;35763
112;562;35763
113;570;35763
114;549;35763
115;592;35763
116;552;35763
117;535;35763
118;564;35763
119;579;35763
120;544;35763
121;535;35763
122;560;35763
123;560;35763
124;571;35763
125;592;35763
126;566;35763
127;591;35763
128;561;35763
129;545;35763
130;575;35763
131;548;35763
132;568;35763
133;571;35763
134;518;35763
135;533;35763
136;575;35763
137;561;35763
138;584;35763
139;594;35763
140;537;35763
141;581;35763
142;527;35763
143;561;35763
144;521;35763
145;601;35763
146;576;35763
147;541;35763
148;597;35763
149;525;35763
150;563;35763
151;556;35763
152;591;35763
153;523;35763
154;552;35763
155;552;35763
156;499;35763
157;586;35763
158;611;35763
159;583;35763
160;622;35763
161;617;35763
162;579;35763
163;547;35763
164;577;35763
165;568;35763
166;527;35763
167;550;35763
168;579;35763
169;562;35763
170;585;35763
171;528;35763
172;542;35763
173;525;35763
174;535;35763
175;559;35763
176;578;35763
177;548;35763
178;579;35763
179;585;35763
180;573;35763
181;617;35763
182;560;35763
183;580;35763
184;555;35763
185;549;35763
186;607;35763
187;557;35763
188;564;35763
189;544;35763
190;572;35763
191;573;35763
192;577;35763
193;551;35763
194;569;35763
195;532;35763
196;969;35763
197;563;35763
198;552;35763
199;528;35763
200;529;35763
