tick;time;drops
0;0;44268
1;729;44268
2;1218;33714
3;487;28976
4;434;25134
5;357;21855
6;337;19042
7;266;16620
8;273;14531
9;276;12742
10;268;11223
11;223;9939
12;227;8830
13;220;7874
14;206;7060
15;182;6351
16;201;5742
17;201;5226
18;215;4771
19;166;4388
20;204;4051
21;187;3750
22;200;3471
23;190;3223
24;185;3005
25;191;2819
26;202;2660
27;165;2520
28;186;2396
29;183;2290
30;180;2194
31;176;2107
32;181;2031
33;179;1964
34;180;1905
35;169;1852
36;179;1801
37;162;1756
38;173;1712
39;178;1675
40;172;1639
41;157;1605
42;168;1572
43;168;1541
44;162;1512
45;168;1487
46;170;1463
47;161;1440
48;163;1418
49;168;1397
50;159;1377
51;166;1359
52;165;1341
53;152;1323
54;163;1305
55;165;1289
56;152;1275
57;161;1261
58;161;1248
59;155;1237
60;162;1227
61;164;1217
62;153;1207
63;168;1198
64;193;1190
65;147;1183
66;156;1176
67;157;1170
68;157;1164
69;163;1159
70;153;1154
71;160;1149
72;159;1144
73;154;1139
74;164;1134
75;157;1129
76;159;1125
77;160;1121
78;147;1117
79;158;1113
80;160;1109
81;151;1105
82;161;1101
83;159;1097
84;152;1093
85;160;1089
86;149;1085
87;161;1081
88;159;1077
89;148;1073
90;156;1069
91;161;1065
92;154;1061
93;161;1057
94;148;1053
95;168;1049
96;163;1045
97;148;1041
98;157;1037
99;162;1033
100;146;1029
101;160;1025
102;149;1022
103;158;1021
104;154;1020
105;151;1019
106;156;1018
107;152;1017
108;148;1016
109;159;1015
110;146;1014
111;154;1013
112;168;1012
113;150;1011
114;164;1010
115;198;1009
116;186;1008
117;183;1007
118;182;1006
119;175;1005
120;160;1004
121;147;1003
122;155;1002
123;151;1002
124;162;1002
125;152;1002
126;161;1002
127;160;1002
128;144;1002
129;172;1002
130;166;1002
131;147;1002
132;161;1002
133;161;1002
134;155;1002
135;157;1002
136;150;1002
137;159;1002
138;161;1002
139;158;1002
140;164;1002
141;156;1002
142;155;1002
143;171;1002
144;155;1002
145;163;1002
146;156;1002
147;153;1002
148;158;1002
149;148;1002
150;156;1002
151;159;1002
152;147;1002
153;165;1002
154;144;1002
155;155;1002
156;164;1002
157;147;1002
158;165;1002
159;159;1002
160;163;1002
161;154;1002
162;161;1002
163;163;1002
164;159;1002
165;184;1002
166;162;1002
167;148;1002
168;155;1002
169;170;1002
170;152;1002
171;153;1002
172;155;1002
173;155;1002
174;160;1002
175;158;1002
176;158;1002
177;153;1002
178;160;1002
179;157;1002
180;151;1002
181;160;1002
182;154;1002
183;150;1002
184;164;1002
185;154;1002
186;159;1002
187;167;1002
188;151;1002
189;165;1002
190;154;1002
191;156;1002
192;159;1002
193;148;1002
194;167;1002
195;151;1002
196;159;1002
197;154;1002
198;147;1002
199;164;1002
200;152;1002
