tick;time;drops
0;0;44268
1;582;44268
2;1092;33714
3;495;28976
4;443;25134
5;363;21855
6;336;19042
7;294;16620
8;337;14531
9;251;12742
10;243;11223
11;229;9939
12;218;8830
13;231;7874
14;227;7060
15;205;6351
16;216;5742
17;217;5226
18;206;4771
19;183;4388
20;195;4051
21;175;3750
22;197;3471
23;159;3223
24;199;3005
25;206;2819
26;178;2660
27;200;2520
28;194;2396
29;157;2290
30;199;2194
31;252;2107
32;222;2031
33;211;1964
34;197;1905
35;169;1852
36;334;1801
37;249;1756
38;156;1712
39;178;1675
40;164;1639
41;183;1605
42;164;1572
43;177;1541
44;175;1512
45;168;1487
46;169;1463
47;180;1440
48;175;1418
49;165;1397
50;172;1377
51;166;1359
52;160;1341
53;167;1323
54;169;1305
55;164;1289
56;166;1275
57;163;1261
58;158;1248
59;164;1237
60;154;1227
61;173;1217
62;162;1207
63;161;1198
64;161;1190
65;156;1183
66;153;1176
67;164;1170
68;155;1164
69;155;1159
70;169;1154
71;162;1149
72;152;1144
73;163;1139
74;152;1134
75;159;1129
76;163;1125
77;154;1121
78;160;1117
79;160;1113
80;154;1109
81;163;1105
82;155;1101
83;157;1097
84;160;1093
85;156;1089
86;163;1085
87;163;1081
88;150;1077
89;161;1073
90;150;1069
91;161;1065
92;166;1061
93;156;1057
94;160;1053
95;158;1049
96;178;1045
97;242;1041
98;183;1037
99;178;1033
100;183;1029
101;169;1025
102;179;1022
103;188;1021
104;150;1020
105;164;1019
106;150;1018
107;159;1017
108;166;1016
109;152;1015
110;158;1014
111;166;1013
112;151;1012
113;157;1011
114;152;1010
115;159;1009
116;161;1008
117;154;1007
118;166;1006
119;155;1005
120;162;1004
121;160;1003
122;144;1002
123;158;1002
124;164;1002
125;147;1002
126;164;1002
127;151;1002
128;161;1002
129;160;1002
130;150;1002
131;159;1002
132;145;1002
133;159;1002
134;153;1002
135;149;1002
136;163;1002
137;156;1002
138;158;1002
139;161;1002
140;151;1002
141;160;1002
142;158;1002
143;151;1002
144;170;1002
145;149;1002
146;158;1002
147;180;1002
148;150;1002
149;155;1002
150;156;1002
151;162;1002
152;152;1002
153;150;1002
154;163;1002
155;149;1002
156;163;1002
157;159;1002
158;153;1002
159;155;1002
160;157;1002
161;160;1002
162;164;1002
163;150;1002
164;157;1002
165;162;1002
166;150;1002
167;157;1002
168;146;1002
169;164;1002
170;156;1002
171;151;1002
172;161;1002
173;163;1002
174;158;1002
175;157;1002
176;146;1002
177;157;1002
178;168;1002
179;148;1002
180;164;1002
181;152;1002
182;161;1002
183;160;1002
184;160;1002
185;169;1002
186;159;1002
187;160;1002
188;158;1002
189;152;1002
190;159;1002
191;160;1002
192;155;1002
193;159;1002
194;157;1002
195;162;1002
196;159;1002
197;156;1002
198;175;1002
199;152;1002
200;158;1002
