tick;time;drops
0;0;44268
1;646;44268
2;1268;33714
3;581;28976
4;414;25134
5;385;21855
6;351;19042
7;297;16620
8;295;14531
9;252;12742
10;234;11223
11;235;9939
12;213;8830
13;211;7874
14;229;7060
15;195;6351
16;210;5742
17;213;5226
18;180;4771
19;206;4388
20;182;4051
21;206;3750
22;183;3471
23;186;3223
24;189;3005
25;208;2819
26;197;2660
27;159;2520
28;187;2396
29;189;2290
30;192;2194
31;183;2107
32;180;2031
33;167;1964
34;174;1905
35;171;1852
36;172;1801
37;174;1756
38;176;1712
39;171;1675
40;169;1639
41;168;1605
42;170;1572
43;168;1541
44;162;1512
45;163;1487
46;167;1463
47;162;1440
48;159;1418
49;163;1397
50;164;1377
51;150;1359
52;162;1341
53;163;1323
54;154;1305
55;166;1289
56;161;1275
57;153;1261
58;163;1248
59;156;1237
60;165;1227
61;165;1217
62;160;1207
63;161;1198
64;161;1190
65;148;1183
66;154;1176
67;160;1170
68;159;1164
69;159;1159
70;158;1154
71;153;1149
72;157;1144
73;150;1139
74;164;1134
75;157;1129
76;146;1125
77;158;1121
78;161;1117
79;149;1113
80;154;1109
81;152;1105
82;153;1101
83;154;1097
84;148;1093
85;157;1089
86;160;1085
87;155;1081
88;155;1077
89;155;1073
90;151;1069
91;159;1065
92;149;1061
93;162;1057
94;160;1053
95;149;1049
96;161;1045
97;157;1041
98;161;1037
99;157;1033
100;163;1029
101;164;1025
102;159;1022
103;149;1021
104;159;1020
105;153;1019
106;157;1018
107;160;1017
108;150;1016
109;162;1015
110;156;1014
111;157;1013
112;157;1012
113;154;1011
114;172;1010
115;160;1009
116;148;1008
117;161;1007
118;154;1006
119;159;1005
120;156;1004
121;157;1003
122;152;1002
123;157;1002
124;147;1002
125;151;1002
126;148;1002
127;158;1002
128;160;1002
129;152;1002
130;165;1002
131;145;1002
132;154;1002
133;156;1002
134;144;1002
135;161;1002
136;148;1002
137;178;1002
138;168;1002
139;155;1002
140;156;1002
141;166;1002
142;145;1002
143;158;1002
144;154;1002
145;155;1002
146;153;1002
147;147;1002
148;153;1002
149;150;1002
150;163;1002
151;162;1002
152;144;1002
153;165;1002
154;151;1002
155;159;1002
156;154;1002
157;142;1002
158;156;1002
159;157;1002
160;145;1002
161;158;1002
162;146;1002
163;156;1002
164;168;1002
165;144;1002
166;179;1002
167;145;1002
168;154;1002
169;154;1002
170;147;1002
171;155;1002
172;156;1002
173;146;1002
174;154;1002
175;150;1002
176;156;1002
177;164;1002
178;147;1002
179;152;1002
180;147;1002
181;156;1002
182;154;1002
183;149;1002
184;160;1002
185;153;1002
186;156;1002
187;159;1002
188;144;1002
189;170;1002
190;159;1002
191;146;1002
192;159;1002
193;152;1002
194;152;1002
195;159;1002
196;145;1002
197;161;1002
198;150;1002
199;169;1002
200;157;1002
