tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;155;95;57;44268;20;43;16;8;10;0;25
1;174;52;116;44268;12;22;8;9;14;50;25
2;191;90;100;43922;11;26;42;10;11;40;24
3;150;39;110;43605;8;17;6;11;19;34;27
4;122;40;82;43295;8;17;6;10;9;32;19
5;117;39;78;43005;8;16;6;9;8;31;17
6;111;37;74;42724;8;14;6;9;9;27;17
7;117;38;78;42462;8;15;6;10;10;29;18
8;118;40;77;42197;8;16;7;9;11;26;19
9;127;49;77;41949;9;21;9;9;13;23;19
10;133;67;66;41721;9;20;28;9;9;22;15
11;104;38;64;41499;9;15;6;9;8;20;15
12;101;41;60;41294;9;16;6;9;8;19;15
13;97;36;60;41097;8;13;6;9;8;18;14
14;111;38;73;40905;8;14;6;9;8;25;15
15;95;38;56;40718;9;15;6;9;8;15;14
16;96;39;56;40540;9;15;7;9;8;15;13
17;93;39;54;40369;9;15;6;9;8;14;13
18;89;36;52;40210;8;14;6;8;8;13;13
19;104;49;55;40070;9;23;7;9;9;13;13
20;90;39;50;39924;9;14;7;9;7;12;12
21;91;37;53;39782;8;14;7;9;7;12;13
22;88;38;50;39640;9;14;7;9;7;12;12
23;89;39;50;39501;9;14;7;8;7;12;12
24;84;36;48;39366;8;13;6;7;7;13;11
25;93;39;54;39227;9;14;7;7;7;18;11
26;86;37;48;39092;9;14;6;8;7;12;11
27;86;37;48;38954;8;14;6;8;7;12;11
28;95;44;51;38822;8;18;9;8;8;12;12
29;103;46;57;38698;9;19;9;9;11;12;15
30;101;47;54;38576;9;19;9;8;11;11;14
31;112;44;67;38467;8;18;9;10;10;12;24
32;86;36;50;38355;8;13;7;8;8;13;11
33;88;39;49;38239;9;14;7;8;7;13;11
34;77;36;41;38118;8;13;6;8;7;4;11
35;80;38;42;37996;9;14;7;9;7;3;12
36;79;38;41;37870;8;14;7;9;7;4;11
37;79;38;41;37743;8;14;7;8;7;4;11
38;78;37;41;37615;8;14;7;9;7;3;11
39;72;37;35;37488;8;13;7;7;6;3;10
40;78;42;36;37360;9;16;7;7;6;3;10
41;75;37;38;37234;8;13;7;8;7;3;11
42;77;37;40;37112;8;13;7;8;7;3;11
43;77;40;37;36995;9;14;7;7;6;3;11
44;77;39;38;36886;9;14;7;8;6;3;11
45;82;44;38;36779;8;20;7;8;8;2;11
46;76;37;39;36682;8;13;7;9;7;2;11
47;70;36;34;36589;8;13;7;7;6;2;10
48;76;42;34;36500;10;15;8;7;6;2;10
49;70;36;34;36412;8;12;7;7;6;2;10
50;77;38;39;36330;8;14;7;9;7;2;11
51;76;38;38;36257;8;14;7;9;7;2;11
52;75;38;37;36187;8;13;7;8;7;2;11
53;70;37;33;36117;8;13;7;6;6;1;10
54;74;40;34;36061;9;14;7;7;6;1;10
55;70;36;34;36010;8;13;7;7;6;1;10
56;72;36;36;35965;8;13;7;8;6;1;11
57;70;39;31;35926;8;14;7;6;6;1;10
58;83;43;39;35892;10;17;8;7;10;0;12
59;83;43;40;35864;8;17;9;8;12;0;11
60;83;45;38;35843;8;18;10;7;10;0;12
