tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;157;96;59;44268;18;42;19;8;10;0;27
1;133;49;77;44268;11;21;7;10;13;18;24
2;148;49;98;43922;11;22;7;8;43;13;22
3;132;41;90;43605;9;17;6;15;19;9;29
4;95;37;58;43295;8;15;6;9;10;9;18
5;101;40;60;43005;9;16;6;10;11;9;18
6;98;39;59;42724;9;16;6;10;11;8;18
7;92;37;55;42462;8;14;6;9;9;8;16
8;96;37;58;42197;8;14;6;9;12;7;18
9;100;40;60;41949;8;15;7;10;13;7;18
10;107;47;59;41721;9;20;9;9;13;6;19
11;119;70;48;41499;10;21;30;8;9;5;14
12;88;40;47;41294;9;15;7;9;9;5;14
13;85;37;47;41097;8;14;6;8;9;5;14
14;87;41;46;40905;9;15;7;8;9;4;14
15;81;36;44;40718;8;13;6;7;9;4;13
16;83;41;42;40540;10;15;7;7;8;4;12
17;84;40;43;40369;9;15;7;8;8;4;13
18;77;37;40;40210;8;13;7;7;8;3;12
19;80;37;42;40070;8;13;7;8;8;3;12
20;92;39;52;39924;9;15;7;8;9;12;12
21;79;36;42;39782;8;13;7;8;9;3;12
22;82;40;41;39640;9;15;7;8;8;3;12
23;81;37;43;39501;8;14;7;8;8;3;12
24;82;40;41;39366;9;15;7;8;8;3;12
25;76;37;39;39227;8;13;7;7;7;4;11
26;86;46;39;39092;10;19;8;7;7;3;11
27;76;37;39;38954;8;13;7;7;8;3;11
28;80;38;41;38822;8;14;7;8;8;3;11
29;79;39;40;38698;9;14;7;7;8;3;11
30;89;47;42;38576;9;19;10;8;8;3;12
31;94;47;47;38467;9;19;10;8;12;3;14
32;96;47;48;38355;9;20;10;8;11;3;15
33;96;48;48;38239;9;20;10;8;12;3;14
34;94;56;38;38118;9;27;10;7;8;2;11
35;75;37;38;37996;8;13;7;7;7;3;11
36;82;41;41;37870;9;15;7;8;8;3;12
37;76;38;38;37743;8;13;7;8;7;3;11
38;79;38;40;37615;8;14;7;8;8;3;11
39;73;36;36;37488;8;13;7;6;7;2;10
40;80;45;35;37360;10;17;8;7;7;2;10
41;75;36;38;37234;8;13;7;7;7;2;11
