tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;192;108;83;44268;17;51;21;9;11;0;47
1;131;49;76;44268;10;21;9;8;13;19;23
2;150;47;102;43922;10;21;7;9;12;17;49
3;129;39;89;43605;8;17;5;11;19;11;29
4;105;39;66;43295;8;17;5;10;11;12;20
5;98;40;58;43005;9;16;6;9;9;10;18
6;87;35;52;42724;8;14;5;8;8;9;15
7;93;37;55;42462;8;15;5;9;9;9;17
8;91;39;52;42197;8;16;6;8;9;9;15
9;110;46;64;41949;9;20;8;9;13;8;20
10;124;47;77;41721;9;21;8;10;12;7;37
11;87;38;49;41499;9;14;6;9;9;6;14
12;89;41;47;41294;9;16;7;9;8;6;14
13;87;40;46;41097;9;16;7;8;8;6;14
14;79;35;44;40905;8;13;6;8;7;7;12
15;90;42;48;40718;10;16;6;9;9;5;14
16;86;39;47;40540;9;16;6;9;8;5;14
17;91;41;49;40369;9;17;6;10;9;5;14
18;83;40;43;40210;9;15;7;8;8;4;13
19;100;54;45;40070;10;26;7;9;9;3;13
20;84;41;43;39924;9;16;7;8;7;5;12
21;83;39;43;39782;9;15;6;9;8;2;12
22;82;42;40;39640;9;16;7;9;7;2;12
23;72;36;36;39501;8;13;6;7;7;2;10
24;92;45;47;39366;10;18;8;11;10;2;14
25;80;37;42;39227;9;14;6;8;8;4;12
26;90;48;42;39092;10;22;7;9;8;3;12
27;83;39;43;38954;9;14;7;8;8;3;13
28;83;44;39;38822;8;18;9;7;8;3;11
29;97;48;48;38698;9;21;9;9;12;3;14
30;91;43;47;38576;8;18;9;8;12;3;14
31;102;47;54;38467;9;20;9;8;17;3;15
32;80;40;40;38355;9;15;7;8;8;3;11
33;77;37;39;38239;8;14;7;8;7;3;11
34;76;37;39;38118;8;14;7;8;7;3;11
35;71;35;36;37996;7;13;6;7;7;3;10
36;80;41;39;37870;9;15;7;8;7;4;11
37;81;39;41;37743;9;14;7;9;7;3;12
38;71;37;34;37615;8;13;6;7;6;3;10
39;78;43;35;37488;9;15;8;7;6;3;10
40;73;35;37;37360;8;12;6;7;7;3;10
41;71;37;34;37234;8;13;7;7;6;3;10
42;76;41;35;37112;9;15;7;7;6;3;10
43;73;36;37;36995;8;13;7;8;7;3;10
44;76;36;40;36886;8;13;7;8;8;3;11
45;85;45;39;36779;8;21;7;8;8;2;11
46;76;38;38;36682;8;13;7;8;7;2;11
47;75;37;38;36589;8;13;7;9;7;2;11
48;75;38;37;36500;8;13;7;8;7;2;11
49;75;37;38;36412;8;13;7;9;7;2;11
50;70;36;34;36330;8;13;7;7;7;1;10
51;76;41;35;36257;9;15;7;8;6;1;10
52;73;38;35;36187;8;14;7;8;6;2;10
53;71;36;35;36117;8;13;7;8;6;1;10
54;71;39;32;36061;8;14;7;6;6;1;10
55;69;38;31;36010;9;14;7;6;6;1;9
56;69;35;33;35965;8;12;7;7;6;1;10
57;73;40;33;35926;9;14;7;7;6;1;10
58;79;37;42;35892;8;13;7;9;10;0;13
59;86;45;41;35864;9;18;9;8;8;0;15
60;84;44;39;35843;8;18;9;7;7;0;15
61;92;48;44;35825;9;20;10;8;8;0;17
62;83;44;39;35807;8;18;9;7;10;0;13
63;90;49;40;35793;9;21;10;8;8;0;15
64;85;47;38;35781;8;14;16;8;8;0;11
65;71;38;32;35773;9;14;7;7;6;0;10
66;74;39;35;35766;9;14;7;9;7;0;11
67;71;36;34;35764;8;13;7;8;7;0;10
68;69;38;30;35763;8;14;7;6;6;0;10
69;73;42;31;35763;9;17;7;7;6;0;10
70;67;36;31;35763;8;13;7;7;6;0;10
71;71;37;33;35763;8;13;7;8;6;0;11
72;72;39;33;35763;9;14;7;8;6;0;11
73;72;38;33;35763;8;14;7;8;6;0;10
74;70;39;31;35763;9;14;7;7;6;0;10
75;69;37;31;35763;8;14;7;7;6;0;10
76;74;38;35;35763;9;14;7;9;6;0;11
77;71;37;34;35763;8;13;7;8;7;0;11
78;68;39;29;35763;9;14;7;6;6;0;10
79;73;40;32;35763;9;15;7;7;6;0;10
80;65;35;30;35763;8;13;7;6;6;0;10
81;68;37;31;35763;8;13;7;7;6;0;10
82;73;39;33;35763;9;14;7;7;6;0;11
83;81;45;36;35763;8;14;14;8;8;0;12
84;73;37;35;35763;8;13;7;8;6;0;11
85;71;36;34;35763;8;13;7;8;6;0;11
86;75;39;36;35763;9;14;7;8;7;0;11
87;72;37;35;35763;8;13;7;8;6;0;11
88;72;37;35;35763;8;13;7;8;6;0;12
89;76;40;36;35763;9;14;7;8;7;0;12
90;70;37;33;35763;8;13;7;7;6;0;11
91;69;36;33;35763;8;13;7;7;6;0;11
92;65;35;29;35763;7;12;7;6;5;0;10
93;71;38;32;35763;9;14;7;7;6;0;11
94;67;36;31;35763;8;13;7;6;6;0;11
95;72;38;34;35763;8;14;7;8;6;0;11
96;73;39;34;35763;9;14;7;8;6;0;11
97;71;40;31;35763;9;15;7;6;6;0;11
98;77;44;32;35763;10;17;8;7;6;0;11
99;71;39;32;35763;8;14;7;7;6;0;11
100;75;39;36;35763;8;14;7;8;7;0;12
101;67;36;31;35763;8;13;7;6;6;0;11
102;79;41;37;35763;10;15;7;7;11;0;11
103;80;42;38;35763;8;17;9;7;6;0;16
104;87;44;43;35763;8;18;9;8;10;0;15
105;88;47;41;35763;9;19;10;8;11;0;13
106;87;45;41;35763;8;18;10;8;6;0;17
107;79;47;32;35763;8;15;15;6;6;0;11
