tick;time;drops;
0;0;164687;
1;1641;164679;
2;9330;112299;
3;2749;87485;
4;1940;70139;
5;1476;57295;
6;1245;47568;
7;1027;39992;
8;950;34012;
9;865;29204;
10;781;25321;
11;737;22114;
12;711;19482;
13;691;17298;
14;669;15440;
15;660;13850;
16;633;12473;
17;610;11309;
18;605;10308;
19;617;9462;
20;581;8738;
21;597;8108;
22;576;7560;
23;589;7071;
24;600;6639;
25;545;6255;
26;554;5908;
27;523;5587;
28;543;5304;
29;523;5048;
30;526;4818;
31;506;4609;
32;509;4416;
33;508;4245;
34;495;4086;
35;493;3940;
36;487;3806;
37;484;3680;
38;483;3565;
39;478;3457;
40;473;3363;
41;473;3276;
42;479;3195;
43;474;3123;
44;483;3055;
45;476;2991;
46;482;2935;
47;465;2880;
48;465;2827;
49;460;2777;
50;466;2731;
51;456;2689;
52;465;2651;
53;456;2613;
54;454;2576;
55;466;2541;
56;443;2508;
57;468;2478;
58;463;2450;
59;459;2424;
60;459;2398;
61;459;2374;
62;452;2351;
63;460;2329;
64;464;2307;
65;440;2286;
66;459;2265;
67;465;2246;
68;459;2227;
69;455;2208;
70;466;2190;
71;452;2173;
72;453;2157;
73;447;2141;
74;465;2125;
75;449;2109;
76;453;2093;
77;464;2077;
78;442;2063;
79;443;2049;
80;449;2035;
81;467;2021;
82;458;2008;
83;461;1996;
84;448;1985;
85;451;1974;
86;451;1964;
87;449;1955;
88;452;1946;
89;455;1938;
90;495;1930;
91;467;1923;
92;456;1916;
93;450;1909;
94;463;1902;
95;458;1895;
96;444;1888;
97;460;1882;
98;459;1877;
99;465;1872;
100;462;1868;
101;465;1864;
102;440;1860;
103;456;1856;
104;452;1852;
105;460;1848;
106;457;1844;
107;449;1840;
108;445;1836;
109;459;1833;
110;463;1830;
111;448;1827;
112;453;1824;
113;455;1821;
114;466;1818;
115;459;1815;
116;471;1812;
117;456;1809;
118;437;1807;
119;447;1805;
120;459;1803;
121;448;1801;
122;455;1799;
123;449;1797;
124;446;1796;
125;461;1795;
126;466;1794;
127;456;1793;
128;440;1792;
129;449;1791;
130;455;1790;
131;455;1789;
132;457;1789;
133;446;1789;
134;459;1789;
135;450;1789;
136;456;1789;
137;454;1789;
138;455;1789;
139;438;1789;
140;461;1789;
141;463;1789;
142;451;1789;
143;446;1789;
144;435;1789;
145;459;1789;
146;446;1789;
147;447;1789;
148;444;1789;
149;449;1789;
150;460;1789;
151;463;1789;
152;463;1789;
153;455;1789;
154;449;1789;
155;497;1789;
156;460;1789;
157;446;1789;
158;448;1789;
159;445;1789;
160;449;1789;
161;461;1789;
162;464;1789;
163;448;1789;
164;450;1789;
165;440;1789;
166;461;1789;
167;457;1789;
168;446;1789;
169;496;1789;
170;444;1789;
171;453;1789;
172;445;1789;
173;456;1789;
174;462;1789;
175;439;1789;
176;452;1789;
177;452;1789;
178;458;1789;
179;457;1789;
180;455;1789;
181;457;1789;
182;461;1789;
183;451;1789;
184;461;1789;
185;449;1789;
186;445;1789;
187;472;1789;
188;452;1789;
189;454;1789;
190;454;1789;
191;448;1789;
192;455;1789;
193;458;1789;
194;446;1789;
195;450;1789;
196;439;1789;
197;444;1789;
198;463;1789;
199;455;1789;
200;447;1789;
