tick;time;drops;
0;0;164687;
1;1491;164679;
2;5832;112299;
3;2716;87485;
4;1941;70139;
5;1515;57295;
6;1242;47568;
7;1093;39992;
8;952;34012;
9;888;29204;
10;814;25321;
11;786;22114;
12;720;19482;
13;708;17298;
14;699;15440;
15;712;13850;
16;663;12473;
17;621;11309;
18;593;10308;
19;612;9462;
20;566;8738;
21;564;8108;
22;614;7560;
23;620;7071;
24;593;6639;
25;631;6255;
26;553;5908;
27;527;5587;
28;527;5304;
29;527;5048;
30;539;4818;
31;508;4609;
32;514;4416;
33;496;4245;
34;489;4086;
35;496;3940;
36;505;3806;
37;484;3680;
38;480;3565;
39;474;3457;
40;478;3363;
41;476;3276;
42;472;3195;
43;475;3123;
44;469;3055;
45;472;2991;
46;473;2935;
47;470;2880;
48;469;2827;
49;482;2777;
50;461;2731;
51;463;2689;
52;463;2651;
53;469;2613;
54;471;2576;
55;460;2541;
56;468;2508;
57;468;2478;
58;458;2450;
59;458;2424;
60;459;2398;
61;441;2374;
62;474;2351;
63;462;2329;
64;468;2307;
65;460;2286;
66;463;2265;
67;470;2246;
68;469;2227;
69;452;2208;
70;464;2190;
71;451;2173;
72;463;2157;
73;463;2141;
74;450;2125;
75;451;2109;
76;440;2093;
77;452;2077;
78;450;2063;
79;463;2049;
80;465;2035;
81;483;2021;
82;444;2008;
83;459;1996;
84;467;1985;
85;454;1974;
86;458;1964;
87;456;1955;
88;453;1946;
89;450;1938;
90;454;1930;
91;458;1923;
92;461;1916;
93;455;1909;
94;463;1902;
95;433;1895;
96;457;1888;
97;450;1882;
98;462;1877;
99;458;1872;
100;459;1868;
101;450;1864;
102;471;1860;
103;455;1856;
104;448;1852;
105;455;1848;
106;449;1844;
107;443;1840;
108;446;1836;
109;458;1833;
110;459;1830;
111;457;1827;
112;437;1824;
113;446;1821;
114;467;1818;
115;456;1815;
116;460;1812;
117;452;1809;
118;437;1807;
119;465;1805;
120;456;1803;
121;459;1801;
122;461;1799;
123;447;1797;
124;443;1796;
125;451;1795;
126;466;1794;
127;455;1793;
128;494;1792;
129;458;1791;
130;453;1790;
131;455;1789;
132;452;1789;
133;457;1789;
134;449;1789;
135;447;1789;
136;450;1789;
137;490;1789;
138;455;1789;
139;453;1789;
140;448;1789;
141;437;1789;
142;448;1789;
143;453;1789;
144;459;1789;
145;454;1789;
146;446;1789;
147;433;1789;
148;455;1789;
149;459;1789;
150;456;1789;
151;449;1789;
152;436;1789;
153;463;1789;
154;449;1789;
155;464;1789;
156;443;1789;
157;442;1789;
158;443;1789;
159;451;1789;
160;456;1789;
161;449;1789;
162;452;1789;
163;442;1789;
164;447;1789;
165;456;1789;
166;445;1789;
167;453;1789;
168;447;1789;
169;439;1789;
170;463;1789;
171;452;1789;
172;455;1789;
173;459;1789;
174;452;1789;
175;439;1789;
176;447;1789;
177;454;1789;
178;453;1789;
179;447;1789;
180;444;1789;
181;458;1789;
182;459;1789;
183;451;1789;
184;445;1789;
185;454;1789;
186;440;1789;
187;457;1789;
188;455;1789;
189;459;1789;
190;457;1789;
191;479;1789;
192;443;1789;
193;451;1789;
194;444;1789;
195;452;1789;
196;455;1789;
197;448;1789;
198;456;1789;
199;452;1789;
200;465;1789;
