tick;time;drops;
0;0;164687;
1;1813;164679;
2;5923;112299;
3;2787;87485;
4;1984;70139;
5;1698;57295;
6;1278;47568;
7;1071;39992;
8;1007;34012;
9;894;29204;
10;798;25321;
11;813;22114;
12;749;19482;
13;671;17298;
14;688;15440;
15;660;13850;
16;644;12473;
17;632;11309;
18;683;10308;
19;636;9462;
20;615;8738;
21;617;8108;
22;604;7560;
23;601;7071;
24;580;6639;
25;551;6255;
26;548;5908;
27;555;5587;
28;558;5304;
29;538;5048;
30;537;4818;
31;525;4609;
32;514;4416;
33;520;4245;
34;505;4086;
35;511;3940;
36;605;3806;
37;519;3680;
38;490;3565;
39;504;3457;
40;491;3363;
41;497;3276;
42;481;3195;
43;484;3123;
44;481;3055;
45;484;2991;
46;478;2935;
47;483;2880;
48;479;2827;
49;466;2777;
50;474;2731;
51;474;2689;
52;471;2651;
53;479;2613;
54;476;2576;
55;465;2541;
56;469;2508;
57;472;2478;
58;479;2450;
59;459;2424;
60;469;2398;
61;452;2374;
62;481;2351;
63;476;2329;
64;471;2307;
65;470;2286;
66;470;2265;
67;462;2246;
68;472;2227;
69;450;2208;
70;472;2190;
71;472;2173;
72;464;2157;
73;468;2141;
74;455;2125;
75;463;2109;
76;454;2093;
77;465;2077;
78;464;2063;
79;469;2049;
80;458;2035;
81;474;2021;
82;443;2008;
83;469;1996;
84;451;1985;
85;457;1974;
86;465;1964;
87;465;1955;
88;463;1946;
89;461;1938;
90;465;1930;
91;482;1923;
92;469;1916;
93;461;1909;
94;451;1902;
95;467;1895;
96;462;1888;
97;457;1882;
98;461;1877;
99;467;1872;
100;454;1868;
101;457;1864;
102;476;1860;
103;468;1856;
104;462;1852;
105;467;1848;
106;458;1844;
107;464;1840;
108;457;1836;
109;462;1833;
110;461;1830;
111;456;1827;
112;473;1824;
113;461;1821;
114;468;1818;
115;458;1815;
116;463;1812;
117;454;1809;
118;464;1807;
119;469;1805;
120;469;1803;
121;439;1801;
122;459;1799;
123;462;1797;
124;464;1796;
125;470;1795;
126;472;1794;
127;456;1793;
128;457;1792;
129;465;1791;
130;459;1790;
131;467;1789;
132;455;1789;
133;454;1789;
134;460;1789;
135;454;1789;
136;458;1789;
137;451;1789;
138;490;1789;
139;463;1789;
140;476;1789;
141;459;1789;
142;482;1789;
143;455;1789;
144;463;1789;
145;462;1789;
146;459;1789;
147;452;1789;
148;449;1789;
149;459;1789;
150;468;1789;
151;465;1789;
152;456;1789;
153;470;1789;
154;456;1789;
155;463;1789;
156;460;1789;
157;475;1789;
158;460;1789;
159;445;1789;
160;461;1789;
161;469;1789;
162;455;1789;
163;463;1789;
164;454;1789;
165;459;1789;
166;469;1789;
167;463;1789;
168;462;1789;
169;448;1789;
170;461;1789;
171;466;1789;
172;459;1789;
173;469;1789;
174;444;1789;
175;475;1789;
176;457;1789;
177;465;1789;
178;466;1789;
179;473;1789;
180;442;1789;
181;453;1789;
182;453;1789;
183;456;1789;
184;459;1789;
185;454;1789;
186;452;1789;
187;459;1789;
188;468;1789;
189;465;1789;
190;450;1789;
191;465;1789;
192;462;1789;
193;460;1789;
194;468;1789;
195;462;1789;
196;454;1789;
197;458;1789;
198;468;1789;
199;461;1789;
200;478;1789;
