tick;time;drops;
0;0;164687;
1;1597;164679;
2;5647;112299;
3;2727;87485;
4;1982;70139;
5;1534;57295;
6;1259;47568;
7;1032;39992;
8;956;34012;
9;871;29204;
10;805;25321;
11;734;22114;
12;793;19482;
13;710;17298;
14;680;15440;
15;667;13850;
16;665;12473;
17;660;11309;
18;626;10308;
19;661;9462;
20;615;8738;
21;619;8108;
22;618;7560;
23;590;7071;
24;583;6639;
25;562;6255;
26;549;5908;
27;536;5587;
28;553;5304;
29;532;5048;
30;515;4818;
31;518;4609;
32;526;4416;
33;513;4245;
34;499;4086;
35;503;3940;
36;487;3806;
37;496;3680;
38;493;3565;
39;498;3457;
40;479;3363;
41;480;3276;
42;496;3195;
43;484;3123;
44;480;3055;
45;481;2991;
46;475;2935;
47;471;2880;
48;477;2827;
49;476;2777;
50;474;2731;
51;465;2689;
52;465;2651;
53;465;2613;
54;467;2576;
55;460;2541;
56;484;2508;
57;445;2478;
58;465;2450;
59;466;2424;
60;466;2398;
61;473;2374;
62;467;2351;
63;465;2329;
64;464;2307;
65;462;2286;
66;468;2265;
67;458;2246;
68;460;2227;
69;462;2208;
70;470;2190;
71;474;2173;
72;464;2157;
73;466;2141;
74;471;2125;
75;469;2109;
76;458;2093;
77;464;2077;
78;464;2063;
79;447;2049;
80;462;2035;
81;457;2021;
82;465;2008;
83;467;1996;
84;466;1985;
85;442;1974;
86;459;1964;
87;465;1955;
88;458;1946;
89;465;1938;
90;472;1930;
91;448;1923;
92;455;1916;
93;465;1909;
94;461;1902;
95;481;1895;
96;455;1888;
97;455;1882;
98;465;1877;
99;462;1872;
100;467;1868;
101;463;1864;
102;459;1860;
103;462;1856;
104;455;1852;
105;450;1848;
106;465;1844;
107;453;1840;
108;468;1836;
109;464;1833;
110;464;1830;
111;458;1827;
112;465;1824;
113;452;1821;
114;464;1818;
115;470;1815;
116;456;1812;
117;466;1809;
118;445;1807;
119;456;1805;
120;465;1803;
121;473;1801;
122;454;1799;
123;452;1797;
124;442;1796;
125;462;1795;
126;481;1794;
127;461;1793;
128;459;1792;
129;441;1791;
130;456;1790;
131;461;1789;
132;470;1789;
133;455;1789;
134;475;1789;
135;473;1789;
136;496;1789;
137;486;1789;
138;491;1789;
139;477;1789;
140;458;1789;
141;454;1789;
142;462;1789;
143;467;1789;
144;447;1789;
145;463;1789;
146;469;1789;
147;454;1789;
148;460;1789;
149;461;1789;
150;448;1789;
151;462;1789;
152;455;1789;
153;456;1789;
154;463;1789;
155;444;1789;
156;459;1789;
157;461;1789;
158;459;1789;
159;452;1789;
160;458;1789;
161;453;1789;
162;468;1789;
163;453;1789;
164;459;1789;
165;446;1789;
166;461;1789;
167;457;1789;
168;462;1789;
169;463;1789;
170;452;1789;
171;464;1789;
172;461;1789;
173;488;1789;
174;452;1789;
175;462;1789;
176;437;1789;
177;451;1789;
178;462;1789;
179;457;1789;
180;458;1789;
181;449;1789;
182;453;1789;
183;464;1789;
184;471;1789;
185;457;1789;
186;453;1789;
187;466;1789;
188;462;1789;
189;452;1789;
190;460;1789;
191;449;1789;
192;460;1789;
193;459;1789;
194;462;1789;
195;477;1789;
196;474;1789;
197;459;1789;
198;456;1789;
199;457;1789;
200;458;1789;
