tick;time;drops;
0;0;164687;
1;1550;164679;
2;5628;112299;
3;2726;87485;
4;1929;70139;
5;1533;57295;
6;1241;47568;
7;1086;39992;
8;926;34012;
9;913;29204;
10;823;25321;
11;740;22114;
12;702;19482;
13;710;17298;
14;676;15440;
15;677;13850;
16;648;12473;
17;637;11309;
18;596;10308;
19;600;9462;
20;633;8738;
21;593;8108;
22;573;7560;
23;628;7071;
24;579;6639;
25;552;6255;
26;563;5908;
27;531;5587;
28;539;5304;
29;543;5048;
30;519;4818;
31;557;4609;
32;510;4416;
33;507;4245;
34;513;4086;
35;497;3940;
36;494;3806;
37;487;3680;
38;488;3565;
39;487;3457;
40;491;3363;
41;480;3276;
42;474;3195;
43;476;3123;
44;473;3055;
45;469;2991;
46;469;2935;
47;466;2880;
48;470;2827;
49;462;2777;
50;472;2731;
51;468;2689;
52;468;2651;
53;455;2613;
54;467;2576;
55;485;2541;
56;463;2508;
57;476;2478;
58;467;2450;
59;462;2424;
60;464;2398;
61;462;2374;
62;468;2351;
63;483;2329;
64;464;2307;
65;465;2286;
66;490;2265;
67;507;2246;
68;493;2227;
69;500;2208;
70;486;2190;
71;482;2173;
72;497;2157;
73;469;2141;
74;476;2125;
75;464;2109;
76;465;2093;
77;448;2077;
78;470;2063;
79;448;2049;
80;459;2035;
81;451;2021;
82;460;2008;
83;451;1996;
84;456;1985;
85;454;1974;
86;472;1964;
87;462;1955;
88;451;1946;
89;458;1938;
90;451;1930;
91;465;1923;
92;466;1916;
93;469;1909;
94;460;1902;
95;440;1895;
96;458;1888;
97;464;1882;
98;460;1877;
99;463;1872;
100;453;1868;
101;448;1864;
102;446;1860;
103;454;1856;
104;453;1852;
105;451;1848;
106;444;1844;
107;458;1840;
108;461;1836;
109;474;1833;
110;465;1830;
111;466;1827;
112;445;1824;
113;454;1821;
114;449;1818;
115;459;1815;
116;460;1812;
117;449;1809;
118;452;1807;
119;462;1805;
120;459;1803;
121;455;1801;
122;440;1799;
123;447;1797;
124;465;1796;
125;457;1795;
126;457;1794;
127;463;1793;
128;453;1792;
129;472;1791;
130;461;1790;
131;455;1789;
132;448;1789;
133;449;1789;
134;450;1789;
135;450;1789;
136;448;1789;
137;457;1789;
138;448;1789;
139;461;1789;
140;457;1789;
141;456;1789;
142;458;1789;
143;441;1789;
144;466;1789;
145;449;1789;
146;452;1789;
147;452;1789;
148;446;1789;
149;452;1789;
150;449;1789;
151;453;1789;
152;458;1789;
153;470;1789;
154;447;1789;
155;456;1789;
156;448;1789;
157;449;1789;
158;451;1789;
159;443;1789;
160;447;1789;
161;452;1789;
162;460;1789;
163;481;1789;
164;443;1789;
165;449;1789;
166;455;1789;
167;451;1789;
168;459;1789;
169;450;1789;
170;455;1789;
171;447;1789;
172;456;1789;
173;460;1789;
174;435;1789;
175;456;1789;
176;453;1789;
177;465;1789;
178;456;1789;
179;454;1789;
180;444;1789;
181;457;1789;
182;453;1789;
183;453;1789;
184;449;1789;
185;439;1789;
186;455;1789;
187;452;1789;
188;452;1789;
189;461;1789;
190;451;1789;
191;447;1789;
192;454;1789;
193;448;1789;
194;457;1789;
195;434;1789;
196;456;1789;
197;456;1789;
198;457;1789;
199;670;1789;
200;458;1789;
