tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;544;204;339;164687;0;125;42;42;84;1;164
1;4520;204;4305;164679;0;128;39;49;86;3889;231
2;1743;122;1621;112299;0;74;24;30;42;1452;70
3;1096;123;973;87485;0;76;22;25;36;829;60
4;740;119;621;70139;0;73;21;20;30;503;50
5;538;117;421;57295;0;72;21;16;24;324;42
6;465;171;294;47568;0;128;21;13;21;213;35
7;331;113;217;39992;0;70;20;11;17;148;30
8;280;113;167;34012;0;69;20;10;15;107;27
9;245;114;131;29204;0;70;20;8;13;79;23
10;221;115;106;25321;0;71;20;7;11;60;20
11;204;118;86;22114;0;72;20;6;10;46;18
12;222;150;72;19482;0;69;56;5;9;35;16
13;178;119;59;17298;0;73;20;4;8;27;14
14;170;119;50;15440;0;73;21;4;7;21;12
15;178;133;44;13850;0;78;21;4;6;17;11
16;155;118;37;12473;0;72;20;3;6;13;10
17;161;126;35;11309;0;78;21;3;6;10;10
18;154;125;29;10308;0;77;21;3;5;8;8
19;150;125;25;9462;0;75;22;2;4;7;8
20;181;159;22;8738;0;112;21;2;4;5;7
21;133;113;20;8108;0;68;20;2;4;4;6
22;136;118;18;7560;0;71;20;2;3;3;6
23;136;118;18;7071;0;72;20;2;3;3;5
24;129;114;15;6639;0;68;20;1;3;2;5
25;131;118;13;6255;0;72;20;1;3;2;4
26;130;116;13;5908;0;71;21;1;3;2;4
27;131;117;13;5587;0;71;21;1;3;1;4
28;154;143;11;5304;0;99;20;1;3;1;3
29;129;117;11;5048;0;70;21;1;2;1;3
30;130;118;12;4818;0;72;20;1;3;1;3
31;122;113;9;4609;0;68;20;1;2;0;3
32;129;118;10;4416;0;72;20;1;3;0;3
33;124;114;9;4245;0;69;20;1;2;0;3
34;124;116;8;4086;0;70;20;1;2;0;2
35;126;118;8;3940;0;71;20;1;2;0;2
36;122;114;8;3806;0;69;20;1;2;0;2
37;145;138;7;3680;0;91;21;0;2;0;2
38;122;116;6;3565;0;70;20;1;2;0;2
39;125;117;7;3457;0;72;20;1;2;0;1
40;124;117;7;3363;0;71;21;1;2;0;1
41;123;117;6;3276;0;71;20;1;2;0;2
42;121;114;6;3195;0;69;20;0;2;0;1
43;122;115;6;3123;0;70;20;0;2;0;1
44;124;118;6;3055;0;72;20;0;2;0;1
45;120;115;5;2991;0;70;20;0;2;0;1
46;123;116;6;2935;0;71;20;0;2;0;1
47;158;153;5;2880;0;107;20;0;2;0;1
48;112;106;5;2827;0;64;19;0;2;0;1
49;121;116;5;2777;0;71;20;0;2;0;1
50;125;120;5;2731;0;74;20;0;1;0;1
