tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;615;205;410;164687;0;134;36;35;77;1;252
1;4324;148;4165;164679;0;86;34;48;79;3885;102
2;1760;125;1634;112299;0;74;24;33;45;1456;74
3;1081;121;960;87485;0;73;23;26;35;818;60
4;1346;733;613;70139;0;60;648;19;31;500;47
5;524;112;412;57295;0;66;21;16;22;320;40
6;402;110;292;47568;0;64;20;13;19;214;34
7;324;101;222;39992;0;59;19;12;18;148;32
8;273;109;164;34012;0;64;20;9;14;106;25
9;239;108;130;29204;0;64;20;8;13;78;23
10;233;128;105;25321;0;81;21;7;12;59;19
11;194;110;84;22114;0;65;20;6;9;45;17
12;180;110;70;19482;0;64;20;5;8;35;15
13;169;108;61;17298;0;62;20;5;8;28;15
14;163;114;49;15440;0;66;21;4;7;21;12
15;154;112;42;13850;0;65;21;3;6;17;11
16;148;112;36;12473;0;65;21;3;5;13;9
17;167;133;34;11309;0;84;21;3;6;10;10
18;141;113;28;10308;0;65;21;3;5;8;8
19;139;112;26;9462;0;66;21;2;5;6;8
20;133;111;21;8738;0;64;20;2;4;5;7
21;135;113;22;8108;0;65;21;2;4;4;8
22;125;108;17;7560;0;62;20;2;3;3;5
23;128;112;16;7071;0;64;21;2;3;3;5
24;129;113;16;6639;0;66;21;2;3;2;5
25;136;120;15;6255;0;71;23;1;4;2;5
26;157;144;13;5908;0;92;25;1;3;2;4
27;122;110;12;5587;0;63;20;1;3;1;4
28;122;111;11;5304;0;64;21;1;2;1;3
29;122;112;10;5048;0;64;21;1;2;1;3
30;123;113;10;4818;0;65;21;1;2;1;3
31;127;116;11;4609;0;68;21;1;3;1;3
32;122;113;8;4416;0;65;21;1;2;0;2
33;120;112;8;4245;0;64;21;1;2;0;2
34;122;114;8;4086;0;66;21;1;2;0;2
35;119;110;8;3940;0;64;20;1;2;0;2
36;128;120;8;3806;0;73;21;1;2;0;2
37;116;110;6;3680;0;63;21;1;2;0;2
38;120;112;7;3565;0;64;21;1;2;0;2
39;117;110;7;3457;0;63;20;1;2;0;2
40;117;111;6;3363;0;64;21;1;2;0;1
41;118;111;6;3276;0;64;21;1;2;0;1
42;118;112;5;3195;0;65;21;0;2;0;1
43;117;111;5;3123;0;64;21;0;2;0;1
