tick;time;drops
0;168;44268
1;194;44268
2;155;33714
3;149;28976
4;125;25134
5;122;21855
6;113;19042
7;114;16620
8;108;14531
9;102;12742
10;95;11223
11;90;9939
12;101;8830
13;83;7874
14;84;7060
15;77;6351
16;75;5742
17;80;5226
18;77;4771
19;78;4388
20;67;4051
21;67;3750
22;67;3471
23;64;3223
24;67;3005
25;65;2819
26;64;2660
27;83;2520
28;72;2396
29;61;2290
30;61;2194
31;60;2107
32;60;2031
33;62;1964
34;62;1905
35;63;1852
36;61;1801
37;65;1756
38;59;1712
39;61;1675
40;59;1639
41;59;1605
42;59;1572
43;59;1541
44;58;1512
45;59;1487
46;58;1463
47;70;1440
48;61;1418
49;58;1397
50;59;1377
51;60;1359
52;58;1341
53;59;1323
54;59;1305
55;57;1289
56;57;1275
57;59;1261
58;67;1248
59;57;1237
60;58;1227
61;56;1217
62;57;1207
63;60;1198
64;59;1190
65;60;1183
66;60;1176
67;65;1170
68;62;1164
69;63;1159
70;61;1154
71;60;1149
72;59;1144
73;64;1139
74;60;1134
75;57;1129
76;57;1125
77;56;1121
78;63;1117
79;53;1113
80;58;1109
81;61;1105
82;62;1101
83;64;1097
84;60;1093
85;58;1089
86;58;1085
87;59;1081
88;61;1077
89;57;1073
90;59;1069
91;56;1065
92;56;1061
93;60;1057
94;57;1053
95;57;1049
96;61;1045
97;59;1041
98;57;1037
99;61;1033
100;57;1029
101;63;1025
102;60;1022
103;67;1021
104;59;1020
105;65;1019
106;59;1018
107;63;1017
108;60;1016
109;59;1015
110;65;1014
111;57;1013
112;59;1012
113;57;1011
114;59;1010
115;60;1009
116;56;1008
117;59;1007
118;56;1006
119;57;1005
120;59;1004
121;61;1003
122;57;1002
123;61;1002
124;61;1002
125;59;1002
126;60;1002
127;63;1002
128;56;1002
129;60;1002
130;58;1002
131;63;1002
132;61;1002
133;57;1002
134;56;1002
135;57;1002
136;60;1002
137;54;1002
138;57;1002
139;56;1002
140;61;1002
141;60;1002
142;59;1002
143;61;1002
144;61;1002
145;62;1002
146;56;1002
147;62;1002
148;63;1002
149;56;1002
150;59;1002
151;56;1002
152;57;1002
153;59;1002
154;57;1002
155;59;1002
156;58;1002
157;57;1002
158;60;1002
159;62;1002
160;57;1002
161;61;1002
162;60;1002
163;60;1002
164;57;1002
165;61;1002
166;57;1002
167;57;1002
168;61;1002
169;56;1002
170;62;1002
171;60;1002
172;56;1002
173;56;1002
174;63;1002
175;61;1002
176;62;1002
177;63;1002
178;58;1002
179;57;1002
180;56;1002
181;58;1002
182;54;1002
183;60;1002
184;59;1002
185;57;1002
186;56;1002
187;63;1002
188;57;1002
189;59;1002
190;63;1002
191;58;1002
192;57;1002
193;61;1002
194;57;1002
195;58;1002
196;63;1002
197;57;1002
198;62;1002
199;63;1002
200;59;1002
201;57;1002
202;63;1002
203;57;1002
204;57;1002
205;59;1002
206;56;1002
207;58;1002
208;63;1002
209;57;1002
210;56;1002
211;59;1002
212;56;1002
213;57;1002
214;65;1002
215;57;1002
216;60;1002
217;61;1002
218;58;1002
219;58;1002
220;63;1002
221;57;1002
222;57;1002
223;61;1002
224;58;1002
225;61;1002
226;59;1002
227;58;1002
228;62;1002
229;59;1002
230;58;1002
231;66;1002
232;60;1002
233;57;1002
234;59;1002
235;61;1002
236;65;1002
237;58;1002
238;61;1002
239;58;1002
240;58;1002
241;64;1002
242;57;1002
243;63;1002
244;60;1002
245;60;1002
246;63;1002
247;63;1002
248;58;1002
249;58;1002
250;59;1002
251;62;1002
252;56;1002
253;59;1002
254;56;1002
255;57;1002
256;64;1002
257;58;1002
258;56;1002
259;58;1002
260;56;1002
261;59;1002
262;59;1002
263;56;1002
264;56;1002
265;59;1002
266;56;1002
267;58;1002
268;65;1002
269;62;1002
270;61;1002
271;61;1002
272;58;1002
273;63;1002
274;64;1002
275;62;1002
276;58;1002
277;60;1002
278;58;1002
279;58;1002
280;63;1002
281;58;1002
282;58;1002
283;59;1002
284;57;1002
285;58;1002
286;65;1002
287;58;1002
288;59;1002
289;60;1002
290;57;1002
291;62;1002
292;64;1002
293;59;1002
294;60;1002
295;66;1002
296;63;1002
297;58;1002
298;60;1002
299;62;1002
300;60;1002
