tick;time;drops
0;143;44268
1;199;44268
2;163;33714
3;136;28976
4;130;25134
5;119;21855
6;119;19042
7;113;16620
8;99;14531
9;99;12742
10;91;11223
11;103;9939
12;83;8830
13;83;7874
14;74;7060
15;77;6351
16;73;5742
17;72;5226
18;79;4771
19;70;4388
20;70;4051
21;67;3750
22;66;3471
23;69;3223
24;62;3005
25;63;2819
26;66;2660
27;71;2520
28;76;2396
29;64;2290
30;60;2194
31;63;2107
32;61;2031
33;60;1964
34;62;1905
35;61;1852
36;61;1801
37;63;1756
38;65;1712
39;66;1675
40;68;1639
41;65;1605
42;60;1572
43;62;1541
44;66;1512
45;59;1487
46;61;1463
47;59;1440
48;68;1418
49;60;1397
50;58;1377
51;57;1359
52;60;1341
53;58;1323
54;57;1305
55;60;1289
56;58;1275
57;58;1261
58;59;1248
59;62;1237
60;57;1227
61;61;1217
62;58;1207
63;57;1198
64;58;1190
65;58;1183
66;59;1176
67;60;1170
68;60;1164
69;57;1159
70;66;1154
71;58;1149
72;59;1144
73;61;1139
74;58;1134
75;61;1129
76;59;1125
77;58;1121
78;62;1117
79;60;1113
80;63;1109
81;59;1105
82;57;1101
83;59;1097
84;56;1093
85;60;1089
86;57;1085
87;58;1081
88;60;1077
89;61;1073
90;62;1069
91;61;1065
92;61;1061
93;56;1057
94;60;1053
95;59;1049
96;60;1045
97;62;1041
98;57;1037
99;58;1033
100;61;1029
101;56;1025
102;58;1022
103;60;1021
104;55;1020
105;56;1019
106;59;1018
107;60;1017
108;57;1016
109;58;1015
110;55;1014
111;57;1013
112;57;1012
113;58;1011
114;56;1010
115;57;1009
116;62;1008
117;54;1007
118;56;1006
119;59;1005
120;56;1004
121;58;1003
122;60;1002
123;57;1002
124;58;1002
125;64;1002
126;57;1002
127;57;1002
128;61;1002
129;57;1002
130;58;1002
131;60;1002
132;57;1002
133;60;1002
134;58;1002
135;55;1002
136;56;1002
137;59;1002
138;55;1002
139;58;1002
140;61;1002
141;61;1002
142;58;1002
143;63;1002
144;57;1002
145;58;1002
146;61;1002
147;57;1002
148;56;1002
149;60;1002
150;55;1002
151;58;1002
152;56;1002
153;59;1002
154;61;1002
155;56;1002
156;60;1002
157;56;1002
158;56;1002
159;56;1002
160;58;1002
161;56;1002
162;58;1002
163;60;1002
164;58;1002
165;61;1002
166;57;1002
167;59;1002
168;61;1002
169;58;1002
170;60;1002
171;60;1002
172;58;1002
173;58;1002
174;60;1002
175;58;1002
176;59;1002
177;64;1002
178;57;1002
179;62;1002
180;63;1002
181;58;1002
182;60;1002
183;62;1002
184;63;1002
185;59;1002
186;62;1002
187;57;1002
188;63;1002
189;61;1002
190;60;1002
191;60;1002
192;62;1002
193;61;1002
194;62;1002
195;59;1002
196;60;1002
197;58;1002
198;59;1002
199;57;1002
200;56;1002
201;59;1002
202;60;1002
203;57;1002
204;60;1002
205;58;1002
206;57;1002
207;61;1002
208;61;1002
209;59;1002
210;61;1002
211;60;1002
212;61;1002
213;60;1002
214;61;1002
215;58;1002
216;59;1002
217;57;1002
218;57;1002
219;58;1002
220;63;1002
221;56;1002
222;59;1002
223;56;1002
224;56;1002
225;65;1002
226;57;1002
227;62;1002
228;61;1002
229;57;1002
230;61;1002
231;62;1002
232;58;1002
233;60;1002
234;63;1002
235;61;1002
236;61;1002
237;58;1002
238;61;1002
239;59;1002
240;59;1002
241;61;1002
242;57;1002
243;61;1002
244;59;1002
245;57;1002
246;62;1002
247;58;1002
248;56;1002
249;59;1002
250;57;1002
251;64;1002
252;59;1002
253;61;1002
254;60;1002
255;60;1002
256;60;1002
257;61;1002
258;66;1002
259;63;1002
260;60;1002
261;59;1002
262;59;1002
263;60;1002
264;65;1002
265;61;1002
266;56;1002
267;57;1002
268;57;1002
269;56;1002
270;59;1002
271;61;1002
272;55;1002
273;58;1002
274;57;1002
275;56;1002
276;60;1002
277;60;1002
278;59;1002
279;60;1002
280;58;1002
281;62;1002
282;60;1002
283;69;1002
284;60;1002
285;61;1002
286;65;1002
287;62;1002
288;63;1002
289;67;1002
290;59;1002
291;59;1002
292;60;1002
293;66;1002
294;56;1002
295;75;1002
296;56;1002
297;58;1002
298;61;1002
299;59;1002
300;57;1002
