tick;time;time_patch;time_drop;drops
0;118;69;48;44268
1;108;54;53;44268
2;427;58;367;43922
3;133;66;66;43605
4;131;61;70;43295
5;139;58;80.00000000000001;43005
6;136;58;77.00000000000001;42724
7;151;56.99999999999999;88;42462
8;150;61;88;42197
9;163;64;99;41949
10;169;60;105.00000000000001;41721
11;163;61;100;41499
12;189;70;117;41294
13;184;59;123;41097
14;169;59;108.00000000000001;40905
15;178;57.99999999999999;117;40718
16;171;55;113.00000000000001;40540
17;184;58;124;40369
18;194;69;122;40210
19;195;68;125;40070
20;199;71;127;39924
21;200;65;130;39782
22;206;72;131;39640
23;218;67;148;39501
24;208;72;133;39366
25;218;71;140;39227
26;204;63;139;39092
27;218;68;147;38954
28;214;67;143;38822
29;221;72;146.00000000000003;38698
30;216;72;141;38576
31;226;68.99999999999999;148.00000000000003;38467
32;222;71;149.00000000000003;38355
33;227;76;148.00000000000003;38239
34;231;74;154.00000000000003;38118
35;225;69.99999999999999;146.00000000000003;37996
36;231;72;156.00000000000003;37870
37;231;74;153.00000000000003;37743
38;235;78;153.00000000000003;37615
39;233;69.99999999999999;158.00000000000003;37488
40;226;69;155;37360
41;235;72;159.00000000000003;37234
42;237;73;161.00000000000003;37112
43;228;69.99999999999999;152.00000000000003;36995
44;238;71;164.99999999999997;36886
45;231;70;157;36779
46;242;83;154.99999999999997;36682
47;242;72;161.99999999999997;36589
48;239;73;162.99999999999997;36500
49;244;75;165.99999999999997;36412
50;238;68;165.99999999999997;36330
51;236;71;163.00000000000003;36257
52;245;74;166.99999999999997;36187
53;239;72;162.99999999999997;36117
54;235;70;163;36061
55;243;72;167.99999999999997;36010
56;238;73;161.99999999999997;35965
57;250;78;162.99999999999997;35926
58;247;74;169.99999999999997;35892
59;247;80;162.99999999999997;35864
60;251;78.99999999999999;161;35843
61;249;74;172;35825
62;241;74;162.99999999999997;35807
63;248;79;163.99999999999997;35793
64;250;74;172;35781
65;243;76;162.99999999999997;35773
66;247;80;164.99999999999997;35766
67;253;76;174;35764
68;243;75;164.99999999999997;35763
69;249;80;163.99999999999997;35763
70;249;69.99999999999999;175;35763
71;255;78;173;35763
72;249;79;167.99999999999997;35763
73;260;75;183;35763
74;238;67;168.99999999999997;35763
75;254;82;169.99999999999997;35763
76;252;75;176;35763
77;249;76;169.99999999999997;35763
78;251;76;172;35763
79;256;77;176;35763
80;252;73;173;35763
81;246;71;173;35763
82;257;78;175;35763
83;258;75;176;35763
84;251;75;172;35763
85;259;79;177;35763
86;259;77;181;35763
87;255;76;176;35763
88;255;84;167.99999999999997;35763
89;259;75;180;35763
90;252;76;173;35763
91;258;81;175;35763
92;261;78;181;35763
93;257;76;179;35763
94;250;72;176;35763
95;259;76;181;35763
96;256;73;178;35763
97;252;74;176;35763
98;265;86;173.00000000000003;35763
99;258;74;182;35763
100;259;73;183;35763
101;252;77;172;35763
102;262;79;180;35763
103;263;79;181;35763
104;254;74;178;35763
105;260;84;173;35763
106;259;75;181;35763
107;253;72;177;35763
108;261;83;174;35763
109;267;80;179;35763
110;267;76;187;35763
111;254;76;175;35763
112;262;78;181;35763
113;264;75;186;35763
114;255;74;178;35763
115;263;81;178;35763
116;262;80;179;35763
117;260;73;184;35763
118;256;78;175;35763
119;259;77;180;35763
120;259;73;182;35763
121;254;77;174;35763
122;261;81;175;35763
123;265;81;181;35763
124;263;74;186;35763
125;254;74;178;35763
126;282;79;196;35763
127;265;79;183;35763
128;257;79;175;35763
129;262;82;176;35763
130;265;79;183;35763
131;264;76;182;35763
132;254;74;177;35763
133;263;81;179;35763
134;264;74;183;35763
135;257;77;176;35763
136;263;82.99999999999999;171;35763
137;261;75;183;35763
138;267;77;176;35763
139;258;75;177;35763
140;263;79;181;35763
141;259;76;179;35763
142;259;77;179;35763
143;265;87;174.00000000000003;35763
144;264;75;184;35763
145;259;75;180;35763
146;264;84.99999999999999;174.00000000000003;35763
147;263;78;182;35763
148;261;78;180;35763
149;255;73;180;35763
150;262;77;182;35763
151;261;77;179;35763
152;257;75;178;35763
153;266;87;175.00000000000003;35763
154;265;79;183;35763
155;263;80;181;35763
156;259;77;174;35763
157;262;77;182;35763
158;263;80;180;35763
159;257;74;179;35763
160;262;85;174;35763
161;269;80;181;35763
162;263;75;184;35763
163;257;78;175;35763
164;261;77;181;35763
165;261;77;180;35763
166;264;77;185;35763
167;276;87;186.00000000000003;35763
168;270;80;184;35763
169;256;70;183;35763
170;255;77;174;35763
171;260;76;181;35763
172;269;73;193;35763
173;256;67.99999999999999;182;35763
174;267;87;176.00000000000003;35763
175;262;78;181;35763
176;257;75;179;35763
177;258;78;179;35763
178;266;78;179;35763
179;262;76;183;35763
180;253;77;173;35763
181;265;86;176.00000000000003;35763
182;262;77;182;35763
183;254;76;176;35763
184;266;84;178;35763
185;263;80;180;35763
186;261;74;183;35763
187;255;78;174;35763
188;263;79;183;35763
189;259;75;182;35763
190;260;77;175;35763
191;264;81;179;35763
192;266;82;181;35763
193;263;76;184;35763
194;258;75;181;35763
195;267;79.99999999999999;178.00000000000003;35763
196;262;75;183;35763
197;254;78;173;35763
198;264;83;179;35763
199;266;78;186;35763
200;262;77;180;35763
201;259;73;181;35763
202;263;80;180;35763
203;259;74;183;35763
204;253;74;176;35763
205;264;88;172;35763
206;266;78;182;35763
207;260;77;180;35763
208;281;93;186.00000000000003;35763
209;265;80;181;35763
210;259;74;183;35763
211;259;75;179;35763
212;264;87;172;35763
213;261;75;182;35763
214;255;77;175;35763
215;259;75;177;35763
216;264;78;182;35763
217;271;77;190;35763
218;257;77;178;35763
219;267;90;174.00000000000003;35763
220;262;78;182;35763
221;254;74;176;35763
222;260;83;174;35763
223;265;81;182;35763
224;262;76;183;35763
225;261;75;177;35763
226;264;78;182;35763
227;259;78;178;35763
228;253;73;177;35763
229;260;80;178;35763
230;265;76;180;35763
231;276;74;195;35763
232;257;79;174;35763
233;264;77;183;35763
234;264;76;185;35763
235;254;76;172;35763
236;262;83;175;35763
237;265;83;178;35763
238;259;73;183;35763
239;257;78;175;35763
240;264;79;179;35763
241;261;73;184;35763
242;255;79;173;35763
243;262;83;176;35763
244;260;74;183;35763
245;261;75;180;35763
246;256;74;179;35763
247;265;83;179;35763
248;266;77;186;35763
249;256;79;174;35763
250;261;83.99999999999999;172;35763
251;264;74;184;35763
252;263;81;172;35763
253;256;75;178;35763
254;267;79;185;35763
255;263;75;185;35763
256;257;77;177;35763
257;262;87;171;35763
258;259;73;182;35763
259;256;77;176;35763
260;260;81;173;35763
261;262;77;182;35763
262;261;77;181;35763
263;258;74;180;35763
264;263;79;181;35763
265;263;77;180;35763
266;256;74;177;35763
267;261;84;174;35763
268;263;77;182;35763
269;265;76;186;35763
270;258;73;176;35763
271;264;79;182;35763
272;265;79;183;35763
273;258;77;178;35763
274;261;84;173;35763
275;262;76;180;35763
276;262;74;184;35763
277;257;78;175;35763
278;281;79;199;35763
279;266;80;183;35763
280;258;75;181;35763
281;260;83;174;35763
282;261;74;180;35763
283;267;75;189;35763
284;258;78;177;35763
285;260;76;182;35763
286;261;75;185;35763
287;259;75;175;35763
288;262;83;176;35763
289;263;79;181;35763
290;263;75;186;35763
291;254;74;176;35763
292;262;82;177;35763
293;261;73;185;35763
294;260;82;175;35763
295;276;98.99999999999999;170.00000000000003;35763
296;261;74;183;35763
297;256;76;174;35763
298;258;78;177;35763
299;262;78;179;35763
300;261;74;185;35763
