tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;173;110;62;44268
1;402;46;255;44268
2;209;26;121;43922
3;218;35;130;43605
4;257;34;168;43295
5;195;31;113;43005
6;197;32;114;42724
7;194;32;110;42462
8;196;31;114;42197
9;189;31;108;41949
10;193;31;112;41721
11;187;31;105;41499
12;186;30;106;41294
13;196;38;106;41097
14;215;66;97;40905
15;183;30;103;40718
16;179;26;103;40540
17;180;30;99;40369
18;181;31;98;40210
19;181;30;100;40070
20;177;31;97;39924
21;177;26;102;39782
22;180;30;98;39640
23;180;26;103;39501
24;201;52;97;39366
25;179;25;103;39227
26;172;24;97;39092
27;177;30;96;38954
28;173;25;98;38822
29;177;30;95;38698
30;175;30;97;38576
31;173;30;92;38467
32;177;31;93;38355
33;175;31;94;38239
34;178;31;99;38118
35;178;39;90;37996
36;180;38;91;37870
37;195;53;92;37743
38;170;30;91;37615
39;168;30;90;37488
40;168;26;92;37360
41;169;31;87;37234
42;170;31;88;37112
43;166;30;86;36995
44;172;29;90;36886
45;161;26;87;36779
46;168;28;87;36682
47;169;30;87;36589
48;170;31;88;36500
49;166;32;87;36412
50;193;50;92;36330
51;172;38;86;36257
52;173;34;93;36187
53;165;30;84;36117
54;165;31;84;36061
55;159;26;84;36010
56;164;29;83;35965
57;161;31;80;35926
58;166;31;85;35892
59;147;30;68;35864
60;148;30;66;35843
61;153;29;68;35825
62;150;30;68;35807
63;150;30;68;35793
64;159;36;65;35781
65;173;57;60;35773
66;153;32;67;35766
67;152;29;70;35764
68;107;30;24;35763
69;149;30;25;35763
70;144;27;27;35763
71;151;30;27;35763
72;140;26;24;35763
73;150;31;25;35763
74;147;29;27;35763
75;145;31;24;35763
76;147;30;26;35763
77;146;29;26;35763
78;151;32;25;35763
79;150;32;25;35763
80;172;27;52;35763
81;144;31;26;35763
82;145;25;26;35763
83;147;29;26;35763
84;149;30;28;35763
85;146;31;27;35763
86;138;26;24;35763
87;155;30;27;35763
88;146;30;26;35763
89;144;30;26;35763
90;147;29;28;35763
91;139;26;25;35763
92;143;26;25;35763
93;145;26;26;35763
94;148;30;27;35763
95;149;30;29;35763
96;154;32;32;35763
97;164;52;29;35763
98;145;28;30;35763
99;142;26;26;35763
100;151;33;27;35763
101;139;25;26;35763
102;151;32;25;35763
103;149;32;27;35763
104;143;26;28;35763
105;146;30;27;35763
106;145;30;27;35763
107;146;30;27;35763
108;141;26;25;35763
109;149;29;27;35763
110;144;29;28;35763
111;147;29;28;35763
112;139;25;25;35763
113;149;31;26;35763
114;171;54;27;35763
115;138;28;28;35763
116;149;30;27;35763
117;138;26;25;35763
118;141;25;25;35763
119;150;30;27;35763
120;139;25;25;35763
121;146;31;24;35763
122;146;28;29;35763
123;151;31;27;35763
124;148;31;27;35763
125;145;30;27;35763
126;142;26;25;35763
127;148;29;26;35763
128;148;29;27;35763
129;146;29;27;35763
130;146;26;30;35763
131;157;33;32;35763
132;169;53;31;35763
133;139;27;29;35763
134;147;31;26;35763
135;145;29;27;35763
136;142;26;26;35763
137;141;25;25;35763
138;142;26;25;35763
139;149;31;25;35763
140;146;30;27;35763
141;146;31;26;35763
142;139;25;25;35763
143;145;26;25;35763
144;151;30;27;35763
145;143;28;27;35763
146;148;30;27;35763
147;141;26;26;35763
148;149;30;27;35763
149;145;30;27;35763
150;166;26;51;35763
151;144;28;30;35763
152;138;25;24;35763
153;151;30;27;35763
154;147;30;28;35763
155;146;32;25;35763
