tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;196;104;91;44268;17;46;21;12;15;0;45
1;1053;67;814;44268;11;27;15;12;14;748;25
2;338;49;229;33714;10;18;9;10;18;161;24
3;230;49;132;28976;10;19;8;7;9;90;16
4;267;106;111;25134;11;25;58;6;9;74;13
5;192;51;100;21855;11;18;8;6;8;65;13
6;162;40;83;19042;8;13;7;5;6;53;11
7;159;43;74;16620;10;14;8;4;6;46;10
8;140;43;61;14531;10;14;8;4;4;39;8
9;137;42;56;12742;9;14;7;3;4;36;8
10;126;41;48;11223;10;13;7;3;3;30;7
11;123;41;43;9939;9;13;7;2;3;26;6
12;119;40;41;8830;9;13;7;2;3;26;5
13;115;41;36;7874;9;13;7;2;2;23;5
14;113;39;36;7060;9;13;6;2;2;24;4
15;109;42;31;6351;9;13;7;2;2;19;4
16;110;39;33;5742;9;12;6;1;2;22;4
17;103;42;26;5226;10;13;7;1;2;17;3
18;111;51;23;4771;10;19;10;1;2;12;4
19;128;72;20;4388;9;44;8;1;1;12;3
20;102;43;25;4051;10;14;7;1;1;18;2
21;116;51;32;3750;14;16;8;1;1;25;2
22;106;41;25;3471;9;13;7;1;1;17;2
23;114;40;33;3223;10;13;7;1;1;25;2
24;101;42;25;3005;9;14;7;0;1;20;2
25;113;50;28;2819;11;18;8;0;1;22;2
26;105;41;22;2660;9;13;7;0;1;17;2
27;100;43;21;2520;10;14;7;0;1;17;1
28;101;44;25;2396;10;15;7;0;1;20;2
29;98;42;23;2290;10;14;7;0;1;18;1
30;102;42;27;2194;10;14;7;0;1;22;1
31;90;37;17;2107;9;11;6;0;0;13;1
32;89;36;19;2031;8;11;6;0;0;15;1
33;91;39;16;1964;9;12;6;0;0;13;1
34;87;37;17;1905;9;11;6;0;1;13;1
35;95;37;22;1852;9;11;6;0;0;17;1
36;93;41;20;1801;10;13;6;0;0;16;1
37;90;39;18;1756;9;12;6;0;0;14;1
38;89;38;19;1712;9;12;6;0;1;14;1
39;110;56;18;1675;9;12;24;0;1;13;1
40;91;36;17;1639;8;11;6;0;0;14;0
41;85;35;16;1605;8;11;6;0;0;13;0
42;93;38;18;1572;9;12;6;0;0;14;1
43;89;37;19;1541;9;11;6;0;0;15;1
44;90;40;17;1512;9;12;6;0;0;15;0
45;92;39;17;1487;10;12;6;0;0;14;0
46;88;38;16;1463;9;12;6;0;0;13;0
47;90;37;20;1440;9;11;6;0;1;15;1
48;97;41;20;1418;10;13;7;0;0;17;0
49;92;41;17;1397;10;13;7;0;0;14;0
50;94;40;19;1377;9;13;6;0;0;16;0
51;87;40;16;1359;9;12;6;0;0;12;1
52;90;40;14;1341;9;12;7;0;0;12;0
53;90;38;19;1323;9;12;6;0;0;16;0
54;93;42;19;1305;10;13;7;0;0;16;0
55;88;38;17;1289;9;12;6;0;0;14;0
56;87;40;16;1275;10;13;6;0;0;14;0
57;88;36;19;1261;8;11;6;0;0;15;1
58;92;37;19;1248;9;11;6;0;0;16;0
59;89;41;15;1237;10;13;6;0;0;13;0
60;92;46;11;1227;10;17;9;0;0;8;0
61;93;47;8;1217;10;17;9;0;0;5;0
62;91;46;10;1207;10;17;9;0;0;7;0
63;91;46;6;1198;10;17;9;0;0;4;0
64;104;58;9;1190;9;29;9;0;0;6;0
65;87;35;16;1183;8;11;6;0;0;13;0
66;86;37;16;1176;9;11;6;0;0;13;0
67;85;37;16;1170;9;11;6;0;0;14;0
68;85;37;16;1164;9;11;6;0;0;13;0
69;91;39;17;1159;9;12;6;0;0;14;0
70;89;38;18;1154;9;11;6;0;0;16;0
71;89;41;16;1149;10;13;7;0;0;14;0
72;86;36;16;1144;9;11;6;0;0;13;0
73;91;41;16;1139;9;13;7;0;0;14;0
74;88;39;18;1134;9;12;6;0;0;16;0
75;89;38;17;1129;10;12;6;0;0;14;0
76;86;38;15;1125;9;12;6;0;0;13;0
77;89;38;17;1121;9;12;6;0;0;15;0
78;85;36;15;1117;9;11;6;0;0;13;0
79;90;39;16;1113;9;12;6;0;0;14;0
80;89;36;20;1109;9;11;6;0;0;17;0
81;87;38;16;1105;9;12;6;0;0;13;0
82;88;37;17;1101;9;12;6;0;0;14;0
83;92;42;17;1097;10;14;7;0;0;15;0
84;87;38;16;1093;9;12;6;0;0;13;0
85;96;43;16;1089;10;14;7;0;0;14;0
86;92;42;16;1085;10;13;7;0;0;14;0
87;86;40;14;1081;10;12;6;0;0;12;0
88;89;39;17;1077;10;12;6;0;0;14;0
89;86;38;16;1073;9;12;6;0;0;14;0
90;109;61;15;1069;11;15;23;0;0;12;0
91;96;41;18;1065;9;14;7;0;0;15;0
92;95;41;18;1061;10;13;7;0;0;15;0
93;96;42;19;1057;10;13;7;0;0;17;0
94;99;40;27;1053;9;13;6;0;0;25;0
95;87;36;19;1049;8;11;6;0;0;16;0
96;91;44;15;1045;11;14;7;0;0;13;0
97;88;39;17;1041;10;12;6;0;0;14;0
98;98;45;18;1037;10;17;6;0;0;16;0
99;90;38;17;1033;9;12;6;0;0;14;0
100;90;38;16;1029;9;12;6;0;0;14;0
101;87;38;17;1025;10;12;6;0;0;15;0
102;87;39;15;1022;10;12;6;0;0;12;0
103;91;38;18;1021;9;12;6;0;0;15;0
104;87;39;18;1020;9;12;6;0;0;15;0
105;87;36;16;1019;8;11;6;0;0;13;0
106;96;38;23;1018;9;12;6;0;0;20;0
107;87;37;17;1017;9;11;6;0;0;15;0
108;85;36;16;1016;8;11;6;0;0;14;0
109;96;41;17;1015;10;13;7;0;0;14;0
110;89;40;15;1014;10;13;6;0;0;12;0
111;85;35;17;1013;8;11;6;0;0;14;0
112;83;37;14;1012;9;11;6;0;0;12;0
113;89;41;13;1011;10;13;7;0;0;11;0
114;83;40;13;1010;10;13;6;0;0;11;0
115;87;37;17;1009;9;11;6;0;0;14;0
116;82;43;7;1008;9;15;8;0;0;5;0
