tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;224;122;101;44268;16;48;30;12;14;0;57
1;1100;67;860;44268;10;27;18;13;24;771;29
2;324;51;216;33714;9;20;11;10;21;140;27
3;260;58;150;28976;11;24;10;8;13;92;20
4;213;52;118;25134;10;22;8;6;8;82;14
5;232;94;97;21855;10;16;58;5;7;65;12
6;165;40;85;19042;8;14;7;5;6;55;11
7;181;40;102;16620;9;15;7;4;6;75;11
8;140;42;62;14531;9;15;7;4;5;39;9
9;141;40;63;12742;9;14;7;4;5;37;10
10;123;39;50;11223;9;14;6;3;4;31;7
11;126;38;51;9939;8;13;7;3;4;32;7
12;115;38;41;8830;8;13;6;2;3;26;6
13;120;44;40;7874;10;16;7;2;3;26;5
14;111;40;35;7060;9;14;7;2;2;22;5
15;109;38;35;6351;9;13;6;2;2;22;4
16;105;40;29;5742;9;14;7;1;2;18;4
17;107;40;30;5226;9;13;7;1;2;19;4
18;101;41;25;4771;9;14;7;1;1;17;3
19;99;39;23;4388;9;14;7;1;1;15;2
20;95;43;16;4051;8;16;8;1;2;8;2
21;101;46;19;3750;9;18;9;1;2;11;3
22;126;71;20;3471;9;44;8;1;1;13;2
23;95;38;24;3223;9;13;6;1;1;18;2
24;94;39;20;3005;10;14;6;0;1;15;1
25;90;36;19;2819;9;12;6;0;1;14;1
26;89;37;18;2660;9;12;6;0;1;14;1
27;95;39;20;2520;9;13;7;0;1;15;1
28;97;38;23;2396;9;13;6;0;1;18;1
29;92;41;17;2290;10;14;7;0;1;13;1
30;92;39;18;2194;9;13;6;0;0;14;1
31;92;39;20;2107;9;13;6;0;0;16;1
32;94;36;23;2031;8;12;6;0;0;19;1
33;91;38;18;1964;8;13;6;0;1;14;1
34;96;43;17;1905;10;15;8;0;1;12;1
35;90;38;18;1852;9;13;6;0;0;14;1
36;85;36;17;1801;8;12;6;0;0;13;1
37;92;40;17;1756;9;14;6;0;0;13;1
38;86;38;16;1712;8;13;6;0;0;13;1
39;86;37;15;1675;9;12;6;0;0;12;0
40;86;36;17;1639;8;12;6;0;0;13;1
41;94;40;18;1605;10;14;7;0;0;14;1
42;90;36;19;1572;8;12;6;0;0;16;1
43;105;52;20;1541;9;13;20;0;0;16;1
44;92;41;17;1512;10;14;7;0;0;13;1
45;89;38;18;1487;9;13;6;0;0;15;1
46;85;36;16;1463;8;12;6;0;0;13;0
47;84;36;15;1440;8;12;6;0;0;13;0
48;94;39;15;1418;9;13;7;0;0;12;0
49;90;36;21;1397;8;12;6;0;0;18;0
50;89;39;17;1377;9;13;6;0;0;14;0
51;87;40;15;1359;10;13;6;0;0;12;0
52;83;36;14;1341;9;12;6;0;0;12;0
53;84;35;15;1323;8;11;6;0;0;13;0
54;99;38;25;1305;9;13;6;0;0;22;0
55;86;37;17;1289;8;12;6;0;0;14;1
56;90;36;19;1275;8;12;6;0;0;16;0
57;92;40;16;1261;10;14;7;0;0;13;0
58;89;38;18;1248;9;13;6;0;0;15;0
59;86;36;17;1237;8;12;6;0;0;14;1
60;93;40;16;1227;9;14;7;0;0;13;0
61;86;35;15;1217;8;12;6;0;0;13;0
62;87;36;15;1207;9;12;6;0;0;12;0
63;85;36;15;1198;8;12;6;0;0;13;0
64;90;39;16;1190;9;13;6;0;0;13;0
65;88;43;13;1183;9;16;8;0;0;9;0
66;90;48;9;1176;10;19;9;0;0;5;0
67;91;48;8;1170;10;19;9;0;0;5;0
68;89;46;9;1164;9;18;9;0;0;7;0
69;90;45;9;1159;9;17;8;0;0;6;1
70;101;58;9;1154;10;17;20;0;0;7;0
71;88;37;16;1149;8;12;6;0;0;13;0
72;88;38;17;1144;9;13;6;0;0;15;0
73;90;40;16;1139;10;14;6;0;0;13;0
74;87;38;16;1134;9;13;6;0;0;14;0
75;84;35;17;1129;8;12;6;0;0;15;0
76;87;36;16;1125;8;12;6;0;0;13;0
77;91;37;19;1121;8;13;6;0;0;16;0
78;86;37;16;1117;9;13;6;0;0;13;0
79;85;36;17;1113;8;12;6;0;0;14;0
80;90;37;17;1109;8;12;6;0;0;15;0
81;90;40;15;1105;10;14;7;0;0;12;0
82;86;39;15;1101;9;13;6;0;0;13;0
83;85;36;17;1097;8;12;6;0;0;14;0
84;91;38;17;1093;8;12;6;0;0;15;0
