tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;222;116;106;44268;16;50;30;12;14;0;62
1;815;60;573;44268;10;24;14;11;14;514;21
2;307;46;200;33714;9;18;8;8;11;151;18
3;231;51;135;28976;10;21;9;8;9;93;16
4;261;48;170;25134;10;19;8;6;8;81;67
5;194;49;105;21855;10;19;9;5;7;73;12
6;167;42;86;19042;9;15;7;5;6;57;11
7;158;40;77;16620;9;14;7;4;5;52;10
8;146;41;65;14531;9;15;7;4;5;42;9
9;137;43;56;12742;9;16;7;3;4;35;8
10;134;39;56;11223;9;13;6;3;4;36;8
11;126;40;49;9939;9;14;7;2;3;32;6
12;121;37;45;8830;8;13;7;2;3;29;6
13;118;39;42;7874;9;13;7;2;3;27;6
14;111;40;36;7060;9;14;7;2;2;23;5
15;110;38;36;6351;9;13;7;2;2;23;5
16;111;41;34;5742;9;14;7;1;2;22;5
17;103;36;30;5226;8;12;6;1;2;20;4
18;110;42;33;4771;10;15;7;1;2;23;4
19;100;47;20;4388;9;18;9;1;2;11;3
20;109;49;22;4051;10;20;9;1;2;13;3
21;131;73;23;3750;9;14;40;1;1;16;2
22;99;39;25;3471;9;13;6;1;1;19;2
23;98;38;27;3223;9;13;6;1;1;21;2
24;98;38;26;3005;8;12;6;0;1;20;2
25;97;39;25;2819;9;13;7;1;1;19;2
26;94;38;22;2660;9;13;6;0;1;17;1
27;97;40;24;2520;9;14;6;0;1;19;1
28;92;37;22;2396;9;13;6;0;1;17;1
29;93;39;20;2290;10;13;6;0;0;16;1
30;92;39;19;2194;9;13;6;0;0;15;1
31;93;36;24;2107;8;12;6;0;1;18;1
32;102;43;23;2031;10;14;7;0;0;18;1
33;97;41;23;1964;10;14;7;0;0;18;1
34;91;39;18;1905;9;14;6;0;0;14;1
35;91;39;19;1852;9;13;6;0;0;15;1
36;92;38;21;1801;9;13;6;0;0;17;1
37;88;36;20;1756;8;12;6;0;0;17;1
38;97;42;20;1712;10;15;7;0;0;17;1
39;91;38;20;1675;9;13;6;0;1;15;1
40;87;34;18;1639;8;11;6;0;0;15;1
41;109;60;16;1605;10;32;7;0;0;14;1
42;90;35;19;1572;8;11;6;0;0;16;0
43;88;37;19;1541;9;12;6;0;0;15;1
44;90;40;17;1512;9;14;6;0;0;15;0
45;91;38;20;1487;9;13;6;0;0;17;1
46;88;38;19;1463;9;13;6;0;0;15;1
47;93;39;22;1440;9;14;6;0;0;19;0
48;92;40;16;1418;10;14;6;0;0;14;0
49;89;38;19;1397;8;13;6;0;0;16;0
50;87;36;18;1377;8;12;6;0;0;15;0
51;89;36;19;1359;9;12;6;0;0;16;0
52;91;37;19;1341;9;13;6;0;0;16;0
53;90;37;20;1323;9;12;6;0;0;17;0
54;90;38;17;1305;9;13;6;0;0;13;0
55;90;36;21;1289;9;12;6;0;0;17;0
56;91;37;19;1275;9;13;6;0;0;16;0
57;90;37;20;1261;8;12;6;0;0;17;0
58;88;38;17;1248;9;13;6;0;0;15;0
59;88;34;17;1237;8;11;6;0;0;14;0
60;93;37;22;1227;9;12;6;0;0;19;0
61;89;39;19;1217;9;13;6;0;0;16;0
62;91;40;17;1207;9;14;6;0;0;13;0
63;89;46;9;1198;9;18;8;0;0;6;0
64;87;42;11;1190;9;16;8;0;0;8;0
65;90;42;13;1183;8;16;8;0;0;10;0
66;93;47;9;1176;10;18;9;0;0;7;0
67;91;44;14;1170;9;17;8;0;0;10;1
68;103;56;13;1164;9;15;22;0;0;11;0
69;89;39;20;1159;9;13;6;0;0;18;0
70;85;35;16;1154;8;12;6;0;0;14;0
71;92;38;19;1149;9;13;6;0;0;17;0
72;90;38;17;1144;9;13;6;0;0;14;0
73;92;41;18;1139;10;14;6;0;0;16;0
74;92;39;18;1134;10;13;6;0;0;15;0
75;88;38;17;1129;9;13;6;0;0;15;0
76;86;35;18;1125;8;12;6;0;0;16;0
77;86;36;17;1121;8;12;6;0;0;14;0
78;97;41;16;1117;10;14;7;0;0;13;0
79;82;34;16;1113;8;11;5;0;0;14;0
80;88;36;18;1109;8;12;6;0;0;16;0
81;91;39;17;1105;9;13;6;0;0;14;0
82;91;37;21;1101;9;12;6;0;0;18;0
83;90;38;18;1097;9;13;6;0;0;15;0
84;90;37;21;1093;9;12;6;0;0;18;0
85;89;35;17;1089;8;12;6;0;0;14;0
86;91;35;21;1085;8;12;6;0;0;18;0
87;89;38;17;1081;9;13;6;0;0;15;0
88;89;37;19;1077;9;12;6;0;0;16;0
89;87;40;16;1073;10;14;6;0;0;14;0
90;89;39;18;1069;10;13;6;0;0;15;0
91;91;36;22;1065;9;12;6;0;0;19;0
92;91;40;18;1061;9;14;6;0;0;15;0
93;91;39;17;1057;9;13;6;0;0;15;0
94;91;38;20;1053;9;13;6;0;0;17;0
95;102;52;13;1049;9;13;20;0;0;11;0
96;89;36;22;1045;9;12;6;0;0;18;0
97;92;38;20;1041;9;13;6;0;0;17;0
98;90;40;16;1037;10;14;6;0;0;14;0
99;91;39;18;1033;9;13;6;0;0;16;0
100;96;38;19;1029;9;13;6;0;0;16;0
101;93;36;21;1025;9;12;6;0;0;18;0
102;92;37;19;1022;8;12;6;0;0;16;0
103;88;40;17;1021;9;14;6;0;0;15;0
