tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;220;106;113;44268;18;41;28;11;14;0;69
1;927;65;718;44268;11;26;15;13;25;627;30
2;278;46;165;33714;9;18;8;9;16;103;21
3;234;78;111;28976;12;35;12;7;9;69;15
4;212;54;113;25134;10;22;9;7;9;71;16
5;220;87;92;21855;9;14;53;6;8;58;12
6;184;50;94;19042;11;18;9;5;7;62;12
7;194;36;120;16620;8;12;6;5;6;92;11
8;146;41;65;14531;9;13;7;4;4;42;8
9;138;42;58;12742;10;13;7;4;5;34;9
10;127;43;48;11223;10;13;8;3;4;29;7
11;121;38;46;9939;9;12;6;2;3;30;6
12;124;40;45;8830;9;13;7;2;3;29;6
13;117;39;40;7874;9;12;6;2;3;25;5
14;115;39;37;7060;10;12;6;2;2;24;4
15;109;41;32;6351;10;13;7;1;2;21;4
16;111;41;33;5742;9;13;7;1;2;22;4
17;106;39;31;5226;10;12;6;1;2;20;3
18;103;38;30;4771;9;11;6;1;2;20;4
19;105;41;31;4388;10;13;7;1;2;20;3
20;100;46;19;4051;10;16;9;1;2;10;3
21;127;43;47;3750;9;15;8;1;2;38;3
22;98;40;25;3471;10;12;6;1;1;17;2
23;102;42;26;3223;10;13;6;0;1;19;2
24;96;38;23;3005;9;11;6;0;1;17;2
25;95;40;22;2819;9;12;6;0;1;17;1
26;93;37;19;2660;9;11;6;0;0;14;1
27;94;39;20;2520;9;12;6;0;1;15;2
28;92;39;19;2396;10;12;6;0;0;14;1
29;90;39;17;2290;9;12;6;0;0;13;1
30;91;39;18;2194;10;12;6;0;0;14;1
31;90;38;18;2107;9;12;6;0;0;14;1
32;94;41;16;2031;10;13;7;0;0;13;1
33;92;37;21;1964;9;11;6;0;0;17;1
34;87;37;16;1905;9;11;6;0;0;13;1
35;86;35;17;1852;8;10;6;0;0;14;1
36;93;36;20;1801;9;11;6;0;0;16;1
37;90;39;18;1756;10;12;6;0;0;14;1
38;89;37;19;1712;9;11;6;0;0;16;1
39;91;38;19;1675;9;11;6;0;0;15;1
40;89;38;17;1639;9;11;6;0;0;14;0
41;88;38;17;1605;9;12;6;0;0;14;1
42;100;51;15;1572;9;25;6;0;0;12;0
43;94;40;18;1541;10;12;6;0;0;14;0
44;90;35;20;1512;9;11;6;0;0;16;0
45;91;39;16;1487;10;12;6;0;0;13;0
46;88;36;20;1463;9;10;6;0;0;17;0
47;97;42;20;1440;10;13;6;0;0;18;0
48;97;35;20;1418;9;11;6;0;0;17;0
49;88;40;16;1397;10;12;6;0;0;14;0
50;89;34;16;1377;8;10;5;0;0;13;0
51;92;38;18;1359;9;12;6;0;0;15;0
52;85;35;17;1341;8;10;6;0;0;14;0
