tick;time;drops
0;138;44268
1;225;44268
2;183;33714
3;162;28976
4;132;25134
5;121;21855
6;116;19042
7;114;16620
8;110;14531
9;98;12742
10;90;11223
11;89;9939
12;84;8830
13;86;7874
14;82;7060
15;87;6351
16;77;5742
17;73;5226
18;74;4771
19;75;4388
20;72;4051
21;76;3750
22;70;3471
23;76;3223
24;70;3005
25;70;2819
26;69;2660
27;69;2520
28;63;2396
29;67;2290
30;65;2194
31;64;2107
32;74;2031
33;72;1964
34;64;1905
35;66;1852
36;63;1801
37;63;1756
38;62;1712
39;67;1675
40;62;1639
41;74;1605
42;63;1572
43;61;1541
44;65;1512
45;65;1487
46;63;1463
47;67;1440
48;65;1418
49;72;1397
50;62;1377
51;76;1359
52;66;1341
53;63;1323
54;67;1305
55;70;1289
56;63;1275
57;61;1261
58;69;1248
59;63;1237
60;77;1227
61;65;1217
62;63;1207
63;66;1198
64;63;1190
65;63;1183
66;65;1176
67;64;1170
68;60;1164
69;61;1159
70;73;1154
71;61;1149
72;67;1144
73;62;1139
74;63;1134
75;65;1129
76;63;1125
77;60;1121
78;63;1117
79;68;1113
80;57;1109
81;60;1105
82;60;1101
83;61;1097
84;65;1093
85;65;1089
86;64;1085
87;64;1081
88;59;1077
89;71;1073
90;62;1069
91;62;1065
92;64;1061
93;64;1057
94;66;1053
95;57;1049
96;62;1045
97;61;1041
98;65;1037
99;72;1033
100;60;1029
101;59;1025
102;63;1022
103;63;1021
104;56;1020
105;63;1019
106;65;1018
107;65;1017
108;76;1016
109;55;1015
110;64;1014
111;61;1013
112;68;1012
113;56;1011
114;62;1010
115;62;1009
116;62;1008
117;64;1007
118;74;1006
119;63;1005
120;62;1004
121;69;1003
122;62;1002
123;66;1002
124;61;1002
125;63;1002
126;61;1002
127;64;1002
128;70;1002
129;62;1002
130;63;1002
131;64;1002
132;64;1002
133;60;1002
134;59;1002
135;67;1002
136;61;1002
137;59;1002
138;66;1002
139;60;1002
140;62;1002
141;61;1002
142;59;1002
143;60;1002
144;63;1002
145;62;1002
146;57;1002
147;63;1002
148;66;1002
149;61;1002
150;63;1002
151;63;1002
152;63;1002
153;62;1002
154;64;1002
155;61;1002
156;62;1002
157;62;1002
158;63;1002
159;60;1002
160;63;1002
161;61;1002
162;67;1002
163;66;1002
164;64;1002
165;63;1002
166;62;1002
167;62;1002
168;65;1002
169;63;1002
170;60;1002
171;65;1002
172;65;1002
173;63;1002
174;62;1002
175;61;1002
176;60;1002
177;61;1002
178;62;1002
179;61;1002
180;60;1002
181;60;1002
182;60;1002
183;64;1002
184;61;1002
185;59;1002
186;63;1002
187;64;1002
188;62;1002
189;60;1002
190;62;1002
191;58;1002
192;61;1002
193;64;1002
194;59;1002
195;66;1002
196;62;1002
197;64;1002
198;64;1002
199;62;1002
200;63;1002
