tick;time;drops
0;384;44268
1;363;44268
2;198;33714
3;200;28976
4;146;25134
5;127;21855
6;123;19042
7;111;16620
8;104;14531
9;104;12742
10;87;11223
11;87;9939
12;86;8830
13;82;7874
14;87;7060
15;75;6351
16;69;5742
17;73;5226
18;69;4771
19;79;4388
20;83;4051
21;75;3750
22;64;3471
23;62;3223
24;65;3005
25;65;2819
26;61;2660
27;65;2520
28;65;2396
29;60;2290
30;66;2194
31;59;2107
32;62;2031
33;62;1964
34;62;1905
35;64;1852
36;78;1801
37;64;1756
38;58;1712
39;65;1675
40;57;1639
41;57;1605
42;63;1572
43;57;1541
44;57;1512
45;62;1487
46;60;1463
47;61;1440
48;60;1418
49;57;1397
50;59;1377
51;59;1359
52;58;1341
53;56;1323
54;64;1305
55;73;1289
56;56;1275
57;61;1261
58;59;1248
59;58;1237
60;59;1227
61;57;1217
62;62;1207
63;63;1198
64;58;1190
65;61;1183
66;59;1176
67;57;1170
68;57;1164
69;57;1159
70;61;1154
71;57;1149
72;55;1144
73;59;1139
74;57;1134
75;61;1129
76;63;1125
77;59;1121
78;59;1117
79;58;1113
80;56;1109
81;57;1105
82;60;1101
83;57;1097
84;59;1093
85;63;1089
86;56;1085
87;56;1081
88;59;1077
89;57;1073
90;57;1069
91;62;1065
92;57;1061
93;58;1057
94;62;1053
95;57;1049
96;55;1045
97;59;1041
98;61;1037
99;57;1033
100;60;1029
101;60;1025
102;56;1022
103;57;1021
104;62;1020
105;55;1019
106;57;1018
107;58;1017
108;56;1016
109;58;1015
110;57;1014
111;59;1013
112;57;1012
113;57;1011
114;62;1010
115;56;1009
116;59;1008
117;59;1007
118;56;1006
119;56;1005
120;59;1004
121;56;1003
122;56;1002
123;58;1002
124;62;1002
125;56;1002
126;59;1002
127;58;1002
128;55;1002
129;61;1002
130;61;1002
131;70;1002
132;63;1002
133;57;1002
134;56;1002
135;62;1002
136;57;1002
137;55;1002
138;60;1002
139;58;1002
140;57;1002
141;60;1002
142;58;1002
143;60;1002
144;59;1002
145;65;1002
146;56;1002
147;57;1002
148;57;1002
149;57;1002
150;54;1002
151;58;1002
152;54;1002
153;56;1002
154;63;1002
155;65;1002
156;57;1002
157;60;1002
158;57;1002
159;57;1002
160;61;1002
161;54;1002
162;58;1002
163;60;1002
164;55;1002
165;55;1002
166;60;1002
167;57;1002
168;57;1002
169;56;1002
170;72;1002
171;54;1002
172;57;1002
173;63;1002
174;56;1002
175;56;1002
176;66;1002
177;56;1002
178;53;1002
179;58;1002
180;54;1002
181;54;1002
182;58;1002
183;55;1002
184;55;1002
185;56;1002
186;63;1002
187;58;1002
188;59;1002
189;62;1002
190;60;1002
191;58;1002
192;59;1002
193;55;1002
194;55;1002
195;61;1002
196;54;1002
197;62;1002
198;58;1002
199;55;1002
200;56;1002
