tick;time;drops
0;148;44268
1;269;44268
2;160;33714
3;144;28976
4;133;25134
5;133;21855
6;141;19042
7;108;16620
8;106;14531
9;96;12742
10;92;11223
11;87;9939
12;106;8830
13;81;7874
14;84;7060
15;77;6351
16;77;5742
17;78;5226
18;76;4771
19;73;4388
20;88;4051
21;76;3750
22;70;3471
23;69;3223
24;71;3005
25;66;2819
26;65;2660
27;79;2520
28;71;2396
29;91;2290
30;64;2194
31;64;2107
32;66;2031
33;65;1964
34;67;1905
35;70;1852
36;69;1801
37;70;1756
38;86;1712
39;65;1675
40;67;1639
41;62;1605
42;67;1572
43;68;1541
44;66;1512
45;63;1487
46;63;1463
47;77;1440
48;60;1418
49;65;1397
50;68;1377
51;68;1359
52;63;1341
53;64;1323
54;63;1305
55;66;1289
56;82;1275
57;67;1261
58;62;1248
59;61;1237
60;65;1227
61;62;1217
62;66;1207
63;67;1198
64;63;1190
65;77;1183
66;70;1176
67;66;1170
68;65;1164
69;64;1159
70;62;1154
71;62;1149
72;62;1144
73;61;1139
74;61;1134
75;77;1129
76;61;1125
77;62;1121
78;73;1117
79;57;1113
80;58;1109
81;58;1105
82;57;1101
83;54;1097
84;69;1093
85;57;1089
86;59;1085
87;57;1081
88;58;1077
89;53;1073
90;58;1069
91;55;1065
92;53;1061
93;62;1057
94;73;1053
95;56;1049
96;60;1045
97;60;1041
98;57;1037
99;61;1033
100;60;1029
101;55;1025
102;58;1022
103;69;1021
104;58;1020
105;57;1019
106;53;1018
107;59;1017
108;56;1016
109;58;1015
110;57;1014
111;55;1013
112;58;1012
113;75;1011
114;54;1010
115;61;1009
116;54;1008
117;56;1007
118;63;1006
119;56;1005
120;56;1004
121;59;1003
122;221;1002
123;55;1002
124;57;1002
125;53;1002
126;59;1002
127;62;1002
128;64;1002
129;58;1002
130;55;1002
131;57;1002
132;59;1002
133;56;1002
134;55;1002
135;57;1002
136;57;1002
137;57;1002
138;59;1002
139;59;1002
140;55;1002
141;64;1002
142;60;1002
143;55;1002
144;56;1002
145;61;1002
146;59;1002
147;54;1002
148;57;1002
149;54;1002
150;53;1002
151;58;1002
152;54;1002
153;55;1002
154;54;1002
155;58;1002
156;57;1002
157;58;1002
158;59;1002
159;56;1002
160;56;1002
161;59;1002
162;60;1002
163;52;1002
164;55;1002
165;58;1002
166;54;1002
167;54;1002
168;61;1002
169;55;1002
170;60;1002
171;62;1002
172;55;1002
173;57;1002
174;58;1002
175;57;1002
176;51;1002
177;54;1002
178;55;1002
179;60;1002
180;60;1002
181;59;1002
182;56;1002
183;57;1002
184;60;1002
185;57;1002
186;58;1002
187;59;1002
188;53;1002
189;61;1002
190;60;1002
191;59;1002
192;58;1002
193;57;1002
194;56;1002
195;55;1002
196;58;1002
197;64;1002
198;57;1002
199;59;1002
200;59;1002
