tick;time;time_patch;time_drop;drops;
0;418;53;365;164687;
1;13320;69;12632;164679;
2;4608;24;4313;112299;
3;2756;34;2497;87485;
4;1839;28;1605;70139;
5;1300;21;1087;57295;
6;985;20;784;47568;
7;785;20;589;39992;
8;662;21;470;34012;
9;584;22;393;29204;
10;512;20;324;25321;
11;460;20;279;22114;
12;439;19;261;19482;
13;406;19;228;17298;
14;507;18;213;15440;
15;371;19;197;13850;
16;368;19;193;12473;
17;358;19;185;11309;
18;361;19;185;10308;
19;347;19;171;9462;
20;346;27;167;8738;
21;341;25;166;8108;
22;330;18;160;7560;
23;326;17;155;7071;
24;327;18;157;6639;
25;329;24;156;6255;
26;324;18;156;5908;
27;322;18;152;5587;
28;317;17;149;5304;
29;321;21;151;5048;
30;315;17;147;4818;
31;325;25;152;4609;
32;404;109;140;4416;
33;322;17;151;4245;
34;315;18;148;4086;
35;317;17;150;3940;
36;314;18;147;3806;
37;311;18;144;3680;
38;312;17;145;3565;
39;309;18;143;3457;
40;311;18;144;3363;
41;318;17;152;3276;
42;309;17;142;3195;
43;311;17;145;3123;
44;309;18;143;3055;
45;313;18;143;2991;
46;313;18;145;2935;
47;314;17;147;2880;
48;313;18;149;2827;
49;320;25;147;2777;
50;309;18;143;2731;
51;320;22;149;2689;
52;387;105;132;2651;
53;316;23;147;2613;
54;320;23;150;2576;
55;311;18;143;2541;
56;314;23;145;2508;
57;318;25;146;2478;
58;312;17;146;2450;
59;309;18;141;2424;
60;309;18;142;2398;
61;317;22;148;2374;
62;315;23;146;2351;
63;311;17;145;2329;
64;316;23;147;2307;
65;310;17;144;2286;
66;308;18;141;2265;
67;312;17;146;2246;
68;314;21;146;2227;
69;320;24;148;2208;
70;310;19;141;2190;
71;311;18;143;2173;
72;317;23;148;2157;
73;388;105;134;2141;
74;312;17;147;2125;
75;314;22;145;2109;
76;310;18;142;2093;
77;310;18;143;2077;
78;307;18;141;2063;
79;311;17;145;2049;
80;313;22;145;2035;
81;313;18;145;2021;
82;310;20;141;2008;
83;316;18;144;1996;
84;311;18;146;1985;
85;315;22;146;1974;
86;312;18;148;1964;
87;308;18;141;1955;
88;309;18;143;1946;
89;308;17;142;1938;
90;317;21;149;1930;
91;311;17;146;1923;
92;309;17;141;1916;
93;311;18;145;1909;
94;403;17;140;1902;
95;311;17;145;1895;
96;307;18;140;1888;
97;309;19;143;1882;
98;310;17;145;1877;
99;308;17;143;1872;
100;306;17;141;1868;
101;306;18;144;1864;
102;306;17;141;1860;
103;308;17;142;1856;
104;306;17;140;1852;
105;309;18;142;1848;
106;310;18;144;1844;
107;307;17;142;1840;
108;308;17;143;1836;
109;293;15;144;1833;
110;308;18;142;1830;
111;312;18;148;1827;
112;310;18;144;1824;
113;316;23;145;1821;
114;308;18;141;1818;
115;387;111;129;1815;
116;307;17;142;1812;
117;313;22;145;1809;
118;309;18;142;1807;
119;312;22;142;1805;
120;314;23;145;1803;
121;309;18;144;1801;
122;308;18;142;1799;
123;309;18;142;1797;
124;309;18;144;1796;
125;312;19;144;1795;
126;308;18;140;1794;
127;312;17;145;1793;
128;309;18;143;1792;
129;314;22;146;1791;
130;312;22;144;1790;
131;166;17;1;1789;
132;311;18;0;1789;
133;314;18;1;1789;
134;316;19;0;1789;
135;314;18;0;1789;
136;312;18;1;1789;
137;416;105;0;1789;
138;307;18;0;1789;
139;315;18;0;1789;
140;313;17;0;1789;
141;316;19;0;1789;
142;314;19;0;1789;
143;318;18;0;1789;
144;317;18;0;1789;
145;317;19;0;1789;
146;323;18;0;1789;
147;311;18;0;1789;
148;315;18;0;1789;
149;312;17;0;1789;
150;320;23;0;1789;
151;314;18;0;1789;
152;312;18;1;1789;
153;314;18;0;1789;
154;314;19;0;1789;
155;313;18;0;1789;
156;323;18;0;1789;
157;314;18;0;1789;
158;339;18;1;1789;
159;400;106;0;1789;
160;303;17;0;1789;
161;314;20;0;1789;
162;313;20;0;1789;
163;318;19;0;1789;
164;313;18;1;1789;
165;317;18;0;1789;
166;312;18;0;1789;
167;313;18;0;1789;
168;315;18;0;1789;
169;315;19;0;1789;
170;316;18;1;1789;
171;312;18;0;1789;
172;322;18;0;1789;
173;313;18;0;1789;
174;317;18;0;1789;
175;311;18;0;1789;
176;309;18;0;1789;
177;312;18;0;1789;
178;309;18;0;1789;
179;313;18;0;1789;
180;316;18;0;1789;
181;402;106;0;1789;
182;312;18;0;1789;
183;317;20;0;1789;
184;320;18;0;1789;
185;314;21;0;1789;
186;315;17;0;1789;
187;310;18;0;1789;
188;314;17;1;1789;
189;310;18;0;1789;
190;312;18;0;1789;
191;314;18;0;1789;
192;314;19;0;1789;
193;313;18;0;1789;
194;313;18;0;1789;
195;312;18;0;1789;
196;309;19;0;1789;
197;310;18;0;1789;
198;314;18;1;1789;
199;312;18;0;1789;
200;318;18;1;1789;
