tick;time;time_patch;time_drop;drops;time_patch_getLocation;time_patch_dropsHere;time_patch_actions;time_drop_getLocation;time_drop_patchHere;time_drop_remove;time_drop_move
0;395;130;264;164687;0;16;62;33;7;1;176
1;2983;106;2865;164679;0;15;47;35;9;2665;100
2;1181;63;1117;112299;0;7;29;25;5;983;76
3;1532;64;1467;87485;0;9;27;24;3;554;861
4;486;59;427;70139;0;6;27;20;3;337;49
5;355;56;298;57295;0;6;25;18;2;219;43
6;272;56;215;47568;0;6;25;15;2;148;37
7;218;56;162;39992;0;6;24;12;1;104;32
8;181;54;126;34012;0;6;24;11;1;75;28
9;158;56;101;29204;0;7;24;9;1;56;25
10;139;58;81;25321;0;7;25;8;1;43;21
11;128;59;68;22114;0;7;25;7;1;32;20
12;115;60;55;19482;0;7;25;6;0;24;17
13;107;61;46;17298;0;7;26;5;0;19;15
14;99;60;39;15440;0;7;26;5;0;15;14
15;96;61;34;13850;0;7;27;4;0;11;12
16;90;62;28;12473;0;8;26;4;0;9;10
17;84;58;26;11309;0;7;25;3;0;7;10
18;82;61;21;10308;0;7;26;3;0;6;8
19;85;65;19;9462;0;8;29;2;0;4;7
20;75;58;17;8738;0;7;24;2;0;4;7
21;78;63;15;8108;0;8;27;2;0;3;6
22;78;63;14;7560;0;8;27;2;0;2;6
23;75;61;14;7071;0;7;26;2;0;2;6
24;75;62;13;6639;0;8;27;2;0;1;5
25;69;58;11;6255;0;7;24;1;0;1;4
26;74;61;10;5908;0;7;26;1;0;1;4
27;67;58;9;5587;0;7;24;1;0;1;4
28;98;90;8;5304;0;7;55;1;0;1;3
29;70;61;8;5048;0;7;26;1;0;1;3
30;67;59;8;4818;0;7;25;1;0;1;3
31;73;63;9;4609;0;7;26;1;0;0;4
32;67;60;7;4416;0;8;25;1;0;0;3
33;68;61;6;4245;0;8;26;1;0;0;2
34;65;59;6;4086;0;7;25;1;0;0;2
35;67;59;8;3940;0;8;25;1;0;0;3
36;66;60;6;3806;0;7;25;1;0;0;2
37;65;59;6;3680;0;7;25;1;0;0;2
38;67;59;7;3565;0;8;25;1;0;0;3
39;67;62;5;3457;0;7;26;1;0;0;2
40;65;59;5;3363;0;7;26;1;0;0;1
41;66;61;5;3276;0;7;26;1;0;0;1
42;72;62;10;3195;0;8;27;1;0;0;5
43;65;61;4;3123;0;8;26;0;0;0;1
44;64;61;3;3055;0;8;25;0;0;0;1
45;64;61;3;2991;0;8;25;0;0;0;1
46;66;62;3;2935;0;8;27;0;0;0;1
47;61;57;3;2880;0;7;24;0;0;0;1
48;63;58;4;2827;0;7;25;0;0;0;1
49;64;61;3;2777;0;7;26;0;0;0;1
50;65;61;3;2731;0;7;26;0;0;0;1
51;64;61;3;2689;0;7;26;1;0;0;1
52;62;58;3;2651;0;7;24;0;0;0;1
53;63;60;3;2613;0;7;25;0;0;0;1
54;65;62;3;2576;0;7;26;0;0;0;0
55;64;61;2;2541;0;8;26;0;0;0;0
56;64;58;5;2508;0;7;25;1;0;0;2
57;63;60;3;2478;0;7;25;0;0;0;1
58;64;61;3;2450;0;7;26;0;0;0;0
59;62;59;3;2424;0;7;25;0;0;0;0
60;62;60;2;2398;0;7;25;0;0;0;0
61;65;62;3;2374;0;8;27;1;0;0;1
62;72;69;2;2351;0;8;33;0;0;0;0
63;65;63;2;2329;0;8;27;0;0;0;0
64;88;86;2;2307;0;7;50;0;0;0;0
65;61;59;2;2286;0;7;25;0;0;0;0
66;64;62;2;2265;0;7;26;0;0;0;0
67;60;57;3;2246;0;7;24;0;0;0;0
68;61;58;3;2227;0;7;25;0;0;0;0
69;64;62;2;2208;0;7;26;0;0;0;0
70;63;61;2;2190;0;7;26;0;0;0;0
71;63;61;2;2173;0;8;26;0;0;0;0
72;60;58;2;2157;0;7;24;0;0;0;0
73;61;59;2;2141;0;7;25;0;0;0;0
74;63;61;1;2125;0;8;25;0;0;0;0
75;60;58;1;2109;0;7;24;0;0;0;0
76;64;61;2;2093;0;8;26;0;0;0;0
77;59;58;1;2077;0;7;24;0;0;0;0
78;60;57;2;2063;0;7;24;0;0;0;0
79;63;61;2;2049;0;7;26;0;0;0;0
80;62;59;2;2035;0;7;25;0;0;0;0
81;62;60;2;2021;0;7;25;0;0;0;0
82;63;62;1;2008;0;8;26;0;0;0;0
83;63;61;2;1996;0;7;25;1;0;0;0
84;60;59;1;1985;0;7;24;0;0;0;0
